name,address,longitude,latitude,location_category,location_sub_category,description,open_date,parking,pricing,free_use,contact,networks,total_plugs,port_level_type,renewable_power_supply,power_outputs_kw,Plugs_CHAdeMO,Plugs_Tesla,Plugs_CCS_SAE,Plugs_J1772,Plugs_Type2,Plugs_Three_Phase,Plugs_Commando,Plugs_Wall_AU_NZ,Plugs_Caravan_Mains_Socket,Plugs_Other,source,source_date
Chargefox Charging Station,"129-163 Main Hurstbridge Rd, Diamond Creek",145.166098,-37.673703,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Chargefox Charging Station,"40 Brougham St, Eltham",145.1417162,-37.7234285,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Chargefox Charging Station,"44 Civic Dr, Greensborough",145.1112931,-37.6892981,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Chargefox Charging Station,"7 Ormond Blvd, Bundoora",145.070935,-37.678694,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Chargefox Charging Station,"Bridge Rd, Cobblebank",144.5993911,-37.715829,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Chargefox Charging Station,"29-35 Louis St, Airport West",144.8855388,-37.7135725,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Chargefox Charging Station,"563A Pascoe Vale Rd, Pascoe Vale",144.920976,-37.7237026,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Tesla Destination Charger,"15-25 Francis Briggs Rd, Melbourne Airport",144.851581,-37.669133,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Chargefox Charging Station,"14-16 Hall St, Moonee Ponds",144.9219565,-37.7646316,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Chargefox Charging Station,"72 Altona St, Kensington",144.9263865,-37.7970088,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
ChargePoint Charging Station,"99 Jukes Rd, Fawkner",144.9695005,-37.7024764,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
JET Charge,"91 Munster Terrace, North Melbourne",144.9427942,-37.8013977,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
ChargePoint Charging Station,"200 Little Collins St, Melbourne",144.9673174,-37.8139949,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Tesla Destination Charger,"619 Doncaster Rd, Doncaster",145.1261033,-37.7836174,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Chargefox Charging Station,"600 Doncaster Rd, Doncaster",145.1240894,-37.787866,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Chargefox Charging Station,"122 Healesville-Kinglake Rd, Healesville",145.5032015,-37.6500273,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Chargefox Charging Station,"2 Thackray Rd, Port Melbourne",144.9257637,-37.8283249,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Chargefox Charging Station,"455 Ballan Rd, Wyndham Vale",144.61406,-37.8754342,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Chargefox Charging Station,"Civic Centre, 115 Civic Parade, Altona",144.8314755,-37.8634008,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Chargefox Charging Station,"1 Syme St, Williamstown",144.9047061,-37.8631194,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Tesla Destination Charger,"basement 1/192 Wellington Parade, East Melbourne",144.9784496,-37.8499608,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Chargefox Charging Station,"793 Burke Rd, Camberwell",145.05636,-37.828635,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Tesla Supercharger,"650 Church St, Cremorne",144.995688,-37.832143,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
ChargePoint Charging Station,"2 Southbank Blvd, Southbank",144.9629974,-37.82201,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Tesla Destination Charger,"793 Burke Rd, Camberwell",145.0562437,-37.8296762,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Electric Vehicle Charging Station,"325A Bay Rd, Cheltenham",145.0385755,-37.9556732,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
EVolution Electric Car Charger,"28 Westminster St, Oakleigh",145.0953457,-37.903169,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Chargefox Charging Station,"97 Highbury Rd, Burwood",145.1043361,-37.8542427,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Chargefox Charging Station,"270 Canterbury Rd, Forest Hill",145.1640819,-37.8352008,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Tesla Destination Charger,"66 Queen St, Colac",143.5932277,-38.3410423,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Tesla Destination Charger,"14 Nelson St, Rye",144.8209683,-38.3709768,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Tesla Destination Charger,"Level B1 Trent Jones Dr, Cape Schanck",144.8932152,-38.4612737,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Chargefox Charging Station,"Trent Jones Dr, Cape Schanck",144.8938814,-38.4653151,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Electric Vehicle Charging Station,"65 Chapel St, Cowes",145.2401942,-38.4504959,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Tesla Destination Charger,"1215 Phillip Island Rd, Newhaven",145.3139076,-38.5216412,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Hobsons Bay Civic Centre,"115 Civic Parade, Altona VIC 3018, Australia",144.8310105,-37.86361164,,,,,,,,,,,,,['unknown'],1.0,0,1.0,,,,,,,,Unknown,30/05/2022
Ampol Foodary Altona North,"1 Horsburgh Drive, Altona North, VIC 3025, Australia",144.8088603,-37.84646146,,,,,,,,,,,,,['unknown'],2.0,0,2.0,,,,,,,,Unknown,30/05/2022
Middy’s Port Melbourne,"2 Thackray Rd, Port Melbourne VIC 3207, Australia",144.9262572,-37.82788423,,,,,,$0.4 kw/h,,,,,,,['unknown'],1.0,0,1.0,,,,,,,,Unknown,30/05/2022
Shell Taylors Lakes,"Coles Express 410 Melton Highway, Taylors Lakes VIC 3038, Australia",144.7823411,-37.69671193,,,,,,$0.6 kw/h,,,,,,,['unknown'],2.0,0,2.0,,,,,,,,Unknown,30/05/2022
Westfield Airport West,"29-35 Louis St, Airport West VIC 3042, Australia",144.8860831,-37.71395622,,,,,,$0.4 kw/h,,,,,,,['unknown'],2.0,0,6.0,,,,,,,,Unknown,30/05/2022
Moonee Ponds Supercharger,"665 Mt Alexander Rd, Moonee Ponds VIC 3039, Australia",144.9236774,-37.76556152,,,,,,,,,,,,,['unknown'],,6,,,,,,,,,Unknown,30/05/2022
CB Smith Reserve,99 Jukes Road Fawkner VIC 3060 AU,144.9681533,-37.70191464,,,,,,,,,,,,,['unknown'],1.0,0,1.0,,,,,,,,Unknown,30/05/2022
Boundary Rd Parking Lot,"11 Boundary Rd, Coburg North VIC 3058, Australia",144.9615062,-37.71912127,,,,,,,,,,,,,['unknown'],1.0,0,1.0,,,,,,,,Unknown,30/05/2022
Coburg Town Hall / Moreland City,"90 Bell St, Coburg VIC 3058, Australia",144.9694655,-37.74058156,,,,,,,,,,,,,['unknown'],1.0,0,1.0,,1.0,,,,,,Unknown,30/05/2022
Edward St Parking Lot,"15 Edward St, Brunswick VIC 3056, Australia",144.9618831,-37.77360197,,,,,,,,,,,,,['unknown'],2.0,0,2.0,,2.0,,,,,,Unknown,30/05/2022
Collingwood Library,"13 Stanton St, Abbotsford VIC 3067, Australia",144.9932374,-37.80425886,,,,,,$0.4 kw/h,,,,,,,['unknown'],2.0,0,2.0,,,,,,,,Unknown,30/05/2022
Melbourne Richmond Supercharger,"650 Church St, Cremorne VIC 3121, Australia",144.9965223,-37.83170783,,,,,,,,,,,,,['unknown'],,4,,,,,,,,,Unknown,30/05/2022
Uni Hill Town Centre,"Shop 17/5 Janefield Dr, Bundoora VIC 3083, Australia",145.0710002,-37.68247053,,,,,,$0.4 kw/h,,,,,,,['unknown'],2.0,0,2.0,,,,,,,,Unknown,30/05/2022
Corsair Solutions,"370 Darebin Rd, Thornbury VIC 3071, Australia",145.0308257,-37.76693229,,,,,,$0.4 kw/h,,,,,,,['unknown'],,0,2.0,,,,,,,,Unknown,30/05/2022
Collingwood Library,"20 William St, Hawthorn VIC 3122, Australia",145.0402257,-37.82022948,,,,,,,,,,,,,['unknown'],1.0,0,1.0,,,,,,,,Unknown,30/05/2022
Camberwell Supercharger,"793 Burke Road , Camberwell, VIC, Australia, 3124",145.0564007,-37.82867623,,,,,,,,,,,,,['unknown'],,6,,,,,,,,,Unknown,30/05/2022
Wanzl / Rectifier Technologies,"97 Highbury Rd, Burwood VIC 3125, Australia",145.1043512,-37.85392974,,,,,,,,,,,,,['unknown'],,0,1.0,,,,,,,,Unknown,30/05/2022
Monash University Caulfield Car Park,"880 Princes Hwy Service Rd, Caulfield East VIC 3145, Australia",145.0436391,-37.87579762,,,,,,,,,,,,,['unknown'],1.0,0,1.0,,,,,1.0,,,Unknown,30/05/2022
Monash University Clayton - Car Park N1,"10 Research Way, Clayton VIC 3168, Australia",145.1312195,-37.90797166,,,,,,,,,,,,,['unknown'],1.0,0,1.0,,2.0,,,,,,Unknown,30/05/2022
Porsche Centre Brighton,"855 Nepean Hwy, Bentleigh VIC 3204, Australia",145.0278825,-37.92549673,,,,,,,,,,,,,['unknown'],1.0,0,,,,,,,,,Unknown,30/05/2022
Bayside City Council,"76 Royal Ave, Sandringham VIC 3191, Australia",145.0169255,-37.95950238,,,,,,$0.2 kw/h,,,,,,,['unknown'],1.0,0,1.0,,,,,,,,Unknown,30/05/2022
EVolution HQ,"Unit 32, 231 Osborne Avenue, Clayton South VIC 3169, Australia",145.1197763,-37.94260024,,,,,,,,,,,,,['unknown'],1.0,0,1.0,,2.0,,,,,,Unknown,30/05/2022
Ampol Dandenong Stud Road,"Corner Stud And, Heatherton Rd, Dandenong VIC 3175, Australia",145.2235052,-37.97092578,,,,,,$0.6 kw/h,,,,,,,['unknown'],2.0,0,2.0,,,,,,,,Unknown,30/05/2022
Chelsea Swansea Road Car Park,"1 Swansea Rd, Chelsea 3196, Australia",145.1166042,-38.05485257,,,,,,$0.4 kw/h,,,,,,,['unknown'],2.0,0,2.0,,,,,,,,Unknown,30/05/2022
Mornington Supercharger,"75 Mornington-Tyabb Rd, Mornington VIC 3931, Australia",145.0514638,-38.23425677,,,,,,$0.6 kw/h,,,,,,,['unknown'],,6,,,,,,,,,Unknown,30/05/2022
Sorrento Community Centre,"860 Melbourne Rd, Sorrento VIC 3943, Australia",144.7372775,-38.33811816,,,,,,$0.4 kw/h,,,,,,,['unknown'],2.0,0,2.0,,,,,,,,Unknown,30/05/2022
Cobblebank Stadium,"Astley Dr, Bridge Rd, Strathtulloh VIC 3338, Australia",144.5972922,-37.71596946,,,,,,,,,,,,,['unknown'],1.0,0,1.0,,,,,,,,Unknown,30/05/2022
McDonald’s Melton South,"179-253 Exford Rd, Weir Views VIC 3338, Australia",144.5729271,-37.72198498,,,,,,,,,,,,,['unknown'],2.0,0,2.0,,,,,,,,Unknown,30/05/2022
CTR Whittlesea,"74A Church St, Whittlesea VIC 3757, Australia",145.11856,-37.51043222,,,,,,$0.4 kw/h,,,,,,,['unknown'],1.0,0,1.0,,,,,,,,Unknown,30/05/2022
Chargefox Charging Station,126 Baillie St Horsham,142.2229,-36.6312,,,,,,,,,,,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
Chargefox Charging Station,61 Curtis St Ballarat,143.855,-37.4693,,,,,,,,,,,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
Tesla Destination Charger,219 Main Rd Hepburn,144.1736,-37.286,,,,,,,,,,,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
Electric Vehicle Charging Station,"49, B180 Newstead",144.0583,-37.0321,,,,,,,,,,,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
Evie Charging Station,3450/33 Forest St Castlemaine,144.2176,-37.0058,,,,,,,,,,,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
Evie Charging Station,1 Hutton St Kyneton,144.4758,-37.1723,,,,,,,,,,,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
Tesla Destination Charger,72 Piper St Kyneton,144.4229,-37.235,,,,,,,,,,,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
Tesla Destination Charger,4 King St Daylesford,144.1426,-37.3335,,,,,,,,,,,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
Evie Charging Station,Station St Maryborough,143.7419,-37.0506,,,,,,,,,,,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
Evie Charging Station,High St Harcourt,144.267,-36.9092,,,,,,,,,,,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
Tesla Destination Charger,371 High St Golden Square,144.245,-36.6761,,,,,,,,,,,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
Tesla Destination Charger,150 Condon St Kennington,144.3055,-36.6716,,,,,,,,,,,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
Evie Charging Station,Gaol Rd Bendigo,144.287,-36.7554,,,,,,,,,,,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
Evie Charging Station,124 High St Woodend,144.5282,-37.3559,,,,,,,,,,,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
Chargefox Charging Station,7 Railway Pl Bendigo,144.2828,-36.7621,,,,,,,,,,,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
Evie Charging Station,Storm Lne Inglewood,143.8616,-36.5319,,,,,,,,,,,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
Evie Charging Station,Chapel St Wedderburn,143.611,-36.372,,,,,,,,,,,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
Evie Charging Station,Jones St Avenel,145.2474,-36.8883,,,,,,,,,,,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
Tesla Destination Charger,53 Clifton St Euroa,145.5591,-36.746,,,,,,,,,,,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
Chargefox Charging Station,167 Tarcombe St Euroa,145.5936,-36.7275,,,,,,,,,,,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
Electric Vehicle Charging Station,530 Wyndham St Shepparton,145.397,-36.3858,,,,,,,,,,,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
Evie Charging Station,438 High St Echuca,144.7255,-35.9405,,,,,,,,,,,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
Evie Charging Station,77 Midland Hwy Mooroopna,145.3619,-36.3698,,,,,,,,,,,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
Chargefox Charging Station,154 Campbell Rd Cobram,145.6594,-35.7267,,,,,,,,,,,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
Tesla Destination Charger,217 Main St Rutherglen,146.459,-36.0262,,,,,,,,,,,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
Tesla Destination Charger,"1 Goldie St, Wynyard",145.7352566,-40.9881523,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Electric Vehicle Charging Station,"Spring St, Burnie",145.9062926,-41.0560619,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Chargefox Charging Station,"North Terrace, Burnie",145.907212,-41.0499348,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Electric Vehicle Charging Station,Park Grove,145.8800876,-41.0582222,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"39 Sice Ave, Heybridge",145.9890257,-41.07606699999999,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Supercharger,"Esplanade, East Devonport",146.3673277,-41.1800446,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Chargefox Charging Station,"Fenton Way, Devonport",146.3600658,-41.1775198,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"3343 W Tamar Hwy, Sidmouth",146.87945,-41.239807,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Chargefox Charging Station,"42 King St, Scottsdale",147.5146089,-41.162162,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"20 Main St, Waratah",145.526198,-41.442587,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"864 Claude Rd, Sheffield",146.2645437,-41.4320663,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Chargefox Charging Station,"15 Paterson St, Launceston",147.1393681,-41.4359627,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"31 Elizabeth St, Launceston",147.1424769,-41.4390629,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Chargefox Charging Station,"Galvin St, South Launceston",147.1417127,-41.4500994,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"2 Bridge Rd, Launceston",147.12888,-41.4403563,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"62B Tamar St, Launceston",147.141262,-41.433601,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
