Unnamed: 0,Location Name,Latitude,Longitude,Town,Postal Code,City,Address,Plugs_Type2,Plugs_Three_Phase,Plugs_CHAdeMO,Plugs_CCS/SAE,Plugs_Tesla,Plugs_J-1772,Plugs_Caravan_Mains_Socket,Plugs_wall_AU/NZ,Power 1,charging_stations,Nearby EVStations,Hospitals,Parks,Restaurants,Malls,Supermarkets,Coffee,School
267,Silverwater Resorts Phillip Island,-38.522528,145.392082,N.A,3925,N.A,"17 Potters HIll Rd, Phillip Island, , Australia, VIC 3925",0,0,0,0,2,0,0,0,22,2,1,0,0,1,0,0,0,0
268,Tesla Destination Charger,-36.6716481,144.3054738,Kennington,N.A,N.A,150 Condon St,0,0,0,0,1,0,0,0,23.6,1,0,0,1,0,0,0,0,0
269,Woolworths Fishermans Bend,-37.830671,144.931658,N.A,3207,Melbourne,"525 Graham St, Port Melbourne VIC 3207, Australia",2,0,0,0,0,0,0,0,10.8,2,8,0,18,20,0,5,0,1
270,Uni Hill Town Centre,-37.683069,145.071032,N.A,3082,Melbourne,"Shop 17/5 Janefield Dr, Bundoora VIC 3083, Australia",0,0,4,4,0,0,0,0,50,8,3,1,12,20,4,3,4,0
271,Armstrong Creek Town Centre,-38.22808,144.339931,N.A,3217,N.A,"540 Torquay Rd, Armstrong Creek VIC 3217, Australia",2,0,0,0,0,0,0,0,7,2,1,1,6,13,2,4,1,0
272,Stockland Point Cook - Below Woolworths,-37.884233,144.734115,N.A,3030,Melbourne,"1A Main Street, Point Cook VIC 3030, Australia",0,0,0,0,1,1,0,0,15.52,2,2,0,10,20,3,10,6,6
273,The Glen,-37.875269,145.16523,N.A,3150,Melbourne,"235 Springvale Road, Glen Waverley VIC 3150, Australia",2,0,0,0,0,0,0,0,10.8,2,1,0,12,20,7,16,10,0
274,St Kilda,-37.86765039,144.9742931,N.A,3182,Melbourne,"30 Jacka Blvd, St Kilda VIC 3182, Australia",1,0,0,0,0,0,0,0,14.6,1,7,1,14,20,4,7,0,0
275,Queenscliff Brewhouse,-38.265713,144.663211,N.A,3225,N.A,"2 Gellibrand St, Queenscliff, Australia, VIC 3225",0,0,0,0,1,0,0,0,7,1,0,0,6,20,0,4,7,0
276,Southbank,-37.82082443,144.9649806,N.A,3006,Melbourne,"70 City Rd, Southbank VIC 3006, Australia",2,0,0,0,0,0,0,0,10.8,2,17,4,17,20,20,20,8,1
277,Coburg Town Hall / Moreland City,-37.74111,144.970149,N.A,3058,Melbourne,"90 Bell St, Coburg VIC 3058, Australia",1,0,1,1,0,0,0,0,50,3,1,0,12,20,7,10,1,1
278,Westfield Southland - Icon Car Wash,-37.959294,145.056598,N.A,3192,Melbourne,"40 Chesterville Rd, Cheltenham VIC 3192, Australia",0,0,0,0,0,0,0,1,24.2,1,3,2,11,20,6,7,7,0
279,South Melbourne,-37.83248694,144.9564174,N.A,3205,Melbourne,"322 Coventry St, South Melbourne VIC 3205",2,0,0,0,0,0,0,0,10.8,2,19,0,20,20,4,20,12,1
280,Amberlee Holiday Homes & Accommodation,-38.380923,144.912544,N.A,3938,Melbourne,"306 Jetty Rd, Rosebud VIC 3939, Australia",1,0,0,0,2,0,0,0,19.8,3,1,0,3,2,0,2,0,0
281,Wanzl / Rectifier Technologies,-37.85392974,145.1043512,N.A,3125,Melbourne,"97 Highbury Rd, Burwood VIC 3125, Australia",1,0,0.8,1,0,0,0,0,45,2.8,2,0,8,20,2,3,1,0
282,Cobblebank Stadium,-37.71596946,144.5972922,N.A,3338,Melbourne,"Astley Dr, Bridge Rd, Strathtulloh VIC 3338, Australia",1,0,1,1,0,0,0,0,45,3,3,0,9,7,1,3,1,0
283,Bowen,-20.01660114,148.2480204,N.A,N.A,N.A,"80 Santa Barbara Parade, Bowen QLD 4805, Australia",2,0,1,1,0,0,0,0,50,3,1,2,10,15,0,3,2,0
284,ACDC Garage,-37.816185,144.97077,N.A,3000,Melbourne,"114-128 Flinders St, Melbourne VIC 3000, Australia",2,0,0,0,3,0,0,0,3,5,18,11,18,20,20,20,13,2
285,Middy's Lilydale,-37.761942,145.346082,N.A,3140,Melbourne,"34 Melba Ave, Lilydale VIC 3140, Australia",1,0,0,0,0,0,0,0,14.6,1,1,2,8,20,3,3,2,0
286,Bourke St,-37.81638627,144.9547755,N.A,3000,Melbourne,"636 Bourke St, Melbourne VIC 3000, Australia",0,0,0,0,3,1,0,2,25.4,7,20,2,20,20,20,20,16,5
287,dingley reserve ,-37.984056,145.137319,N.A,3172,Melbourne,"Dingley Reserve, Dingley Village VIC 3172, Australia",0,0,0,0,0,0,0,1,24.2,1,0,0,7,16,3,2,0,0
288,Vaclift,-37.709632,144.871383,N.A,3043,Melbourne,"39 Tullamarine Park Road, Tullamarine VIC 3043, Australia",0,0,0,0,1,0,0,0,15,1,2,1,3,20,1,4,0,0
289,Townsville,-19.32382549,146.7587996,Douglas,4811,Townsville,"4 James Cook Dr, Douglas QLD 4814, Australia",2,0,1,1,0,0,0,0,50,3,1,11,5,9,2,1,2,3
290,Melbourne Central Carpark,-37.811734,144.963518,N.A,3000,Melbourne,"300 Lonsdale St, Melbourne VIC 3000, Australia",0,0,0,0,0,0,0,1,24.2,1,17,6,20,20,20,20,18,6
291,Flagstaff City Inn,-37.810116,144.951048,N.A,3003,Melbourne,"45 Dudley St, West Melbourne VIC 3003, Australia",0,0,0,0,0,0,0,1,24.2,1,20,1,20,20,20,20,3,2
292,Pullman Melbourne,-37.81581134,144.9832392,N.A,3002,Melbourne,"192 Wellington Parade, Melbourne VIC 3002",0,0,0,0,2,0,0,0,18.6,2,18,15,20,20,4,16,2,0
293,Historic Village Herberton,-17.3723917,145.385589,Herberton,4887,N.A,"6 Broadway, Herberton QLD 4887, Australia",2,0,0,0,0,0,0,0,7,2.2,0,1,2,0,0,0,0,0
294,Berwick Nissan,-38.040047,145.343384,N.A,3806,Melbourne,"6-10 Kangan Dr, Berwick VIC 3806",1,0,0,0,0,0,0,0,14.6,1,0,3,4,20,1,5,2,1
295,Lonsdale St,-37.81067877,144.9666047,N.A,3000,Melbourne,"180 Lonsdale Street, Melbourne VIC 3000, Australia",0,0,0,0,0,0,0,3,45,3,16,7,17,20,20,20,11,3
296,Corsair Solutions,-37.767107,145.03066,N.A,3078,Melbourne,"370 Darebin Rd, Alphington VIC 3078, Australia",0,0,0,2,0,0,0,0,80,2,2,0,15,20,2,8,1,0
297,Highpoint Shopping Centre - Basement Carpark,-37.772002,144.887869,N.A,3034,Melbourne,"Rosamond Road, Maribyrnong VIC 3032, Australia",0,0,0,0,0,0,0,1,24.2,1,0,0,16,20,7,4,12,1
298,Secure Parking (300 Flinders St),-37.818268,144.96402,N.A,3000,Melbourne,"300 Flinders St, Melbourne VIC 3000, Australia",0,0,0,0,2,0,0,0,3,2,17,7,20,20,20,20,13,6
299,Sandown Raceway Carpark,-37.950836,145.162663,N.A,3174,Melbourne,"37 Davis Way, Springvale VIC 3171, Australia",0,3,0,0,0,0,0,0,8,3,1,0,7,20,5,20,0,0
300,Cranbourne West Community Hub (Coming Soon),-38.106929,145.250522,N.A,3977,Melbourne,"75 Evans Rd, Cranbourne West VIC 3977, Australia",2,0,0,0,0,0,0,0,10.8,2,1,0,10,20,1,5,1,0
301,Middy’s Port Melbourne,-37.82788423,144.9262572,N.A,3207,Melbourne,"2 Thackray Rd, Port Melbourne VIC 3207, Australia",1,0,1,1,0,0,0,0,45,3,6,0,10,9,0,1,0,0
302,Maryborough,-25.53982619,152.6991534,N.A,4650,Maryborough,"102 Lennox St, Maryborough 4650",1,0,1,1,0,0,0,0,50,3,1,5,11,20,5,15,8,1
303,Monash University Clayton - Car Park S2,-37.914282,145.1338,N.A,3800,Melbourne,"20 Ancora Imparo Way, Clayton VIC 3800, Australia",2,0,0,0,0,0,0,1,7,3,5,9,4,20,2,11,4,2
304,Leisurelink Aquatic & Recreation Centre (Coming Soon),-38.197536,144.321073,N.A,3216,N.A,"240 Pioneer Rd, Waurn Ponds VIC 3216, Australia",0,0,2,2,0,0,0,0,50,4,1,1,5,20,3,6,1,0
305,Port Melbourne,-37.82992222,144.9171103,N.A,3207,Melbourne,"46 Cook St, Port Melbourne VIC 3207, Australia",0,0,0,0,0,0,0,1,24.2,1,6,0,9,10,0,1,0,0
306,Collins St,-37.81780946,144.9552413,N.A,3000,Melbourne,"589-599 Little Collins St, Melbourne VIC 3000, Australia",3,0,0,0,0,0,0,0,16.8,3,20,2,20,20,20,20,16,5
307,Bourke St,-37.81211268,144.9709222,N.A,3000,Melbourne,"129 Bourke St, Melbourne VIC 3000, Australia",0,0,0,0,0,2,0,0,13.04,1,18,11,18,20,20,20,14,2
308,Cranbourne Home (Out Of Service),-38.087041,145.279599,N.A,3977,Melbourne,"2 Lesdon Ave, Cranbourne VIC 3977, Australia",2,0,0,0,0,0,0,0,22,2,1,0,4,20,3,5,1,0
309,Barwon Valley Lodge,-38.166789,144.341445,N.A,3216,Geelong,"99 Barrabool Rd, Belmont VIC 3216, Australia",0,0,0,0,2,0,0,0,22,2,1,0,14,20,4,11,0,0
310,The Prince Hotel,-37.862284,144.973965,N.A,3182,Melbourne,"2 Acland St, St Kilda VIC 3182, Australia",2,0,0,0,2,0,0,0,9.6,4,7,1,14,20,4,6,3,0
311,Leopold Library,-38.186249,144.46436,N.A,3224,N.A,"31 Kensington Rd, Leopold VIC 3224",1,0,0,0,0,0,0,0,14.6,1,1,0,9,20,1,8,0,1
312,Glen Eira City Council,-37.880835,145.022852,N.A,3162,Melbourne,"256 Hawthorn Road, Caulfield VIC 3162, Australia",4,0,0,0,0,0,0,0,19,4,4,5,16,20,0,2,2,1
313,Oak Park Sports & Aquatic Centre,-37.723715,144.920974,N.A,3046,Melbourne,"Oak Park Reserve, 563 Pascoe Vale Rd, Oak Park VIC 3046, Australia",2,0,0,0,0,1,0,0,7,3,2,0,11,19,1,4,0,0
314,Dromana Drive-in,-38.329727,144.996685,N.A,3936,Melbourne,"133 Nepean Hwy, Dromana VIC 3936, Australia",6,0,0,0,0,0,0,0,12.4,6,1,0,3,8,0,2,0,0
315,Bunnings Sunshine,-37.776275,144.83008,N.A,3020,Melbourne,"Bunnings Warehouse Sunshine, 480 Ballarat Rd, Sunshine North VIC 3020, Australia",0,0,0,0,0,0,0,1,24.2,1,0,3,5,20,5,20,0,1
316,Ventia Head Office Carpark,-37.950648,145.080488,N.A,3202,Melbourne,"20 Corporate Drive, Heatherton‎ VIC‎ 3202, Australia",0,0,0,0,0,2,0,0,6.6,2,3,0,6,18,1,3,1,0
317,Queens & Collins,-37.81594,144.961493,N.A,3000,Melbourne,"Level 6/93-95 Queen St, Melbourne VIC 3000, Australia",4,0,0,0,0,0,0,0,19,4,18,5,20,20,20,20,20,7
318,Coles Express with co-located Hungry Jacks,-37.829682,144.917185,N.A,3207,Melbourne,"46 Cook St, Port Melbourne VIC 3207, Australia",0,0,0,0,0,0,0,1,24.2,1,6,0,8,10,0,1,0,0
319,Clayton M City,-37.922053,145.140054,N.A,3168,Melbourne,"2145 Dandenong Road, Clayton VIC 3168, Australia",1,0,0,0,0,0,0,0,14.6,1,6,2,2,20,3,10,4,0
320,Lonsdale St,-37.81017999,144.9705189,N.A,3000,Melbourne,"59 Lonsdale St, Melbourne VIC 3000, Australia",0,0,0,0,2,0,0,1,18.6,3,17,11,19,20,20,20,11,2
321,Hebco Industrial,-37.833743,145.18642,N.A,3132,Melbourne,"19-25 Trade Place Vermont VIC 3133, Australia",0,0,0,0,1,0,0,0,15,1,1,0,12,20,1,5,0,0
322,Evie Charging Station,-37.00576777,144.2175831,Castlemaine,N.A,N.A,3450/33 Forest St,0,0,1,1,0,0,0,0,40,2.2,0,0,1,0,0,0,0,0
323,Mackay,-21.13971112,149.1852379,Mackay,4740,Mackay,"3 Gregory St, Mackay QLD 4740, Australia",2,0,1,1,0,0,0,0,50,3,2,4,5,20,4,13,6,3
324,Coburg North EV Fast Charge (Currently Out of Order),-37.718952,144.961498,N.A,3058,Melbourne,"11 Boundary Rd, Coburg North VIC 3058, Australia",0,0,1,1,0,0,0,0,50,2,2,0,7,17,0,3,2,1
325,Tooradin Airfield / Wings & Fins Seafood Restaurant,-38.214809,145.422459,N.A,N.A,Melbourne,"3260 S Gippsland Hwy, Tooradin VIC 3980, Australia",0,0,0,0,1,0,0,0,5,1,0,0,0,1,0,0,1,2
326,Whittlesea Motel,-37.511926,145.119479,N.A,3757,Melbourne,"36 Walnut St, Whittlesea VIC 3757, Australia",1,0,0,0,0,0,0,0,14.6,1,1,0,9,20,0,1,2,0
327,Ampol Dandenong Stud Road,-37.97092578,145.2235052,N.A,3177,Melbourne,"Corner Stud And, Heatherton Rd, Dandenong VIC 3175, Australia",0.8,0,2,2,0,0,0,0,70.026,4.6,2,5,5,13,2,1,3,1
328,RACV Cape Schanck Resort,-38.461847,144.893721,N.A,N.A,Melbourne,"6 Presnell Ct, Cape Schanck VIC 3939, Australia",4,0,0,0,2,0,0,1,4,7,2,0,0,4,0,0,0,0
329,South Wharf,-37.82586889,144.9552364,N.A,3005,Melbourne,"16 Normanby Road, South Wharf VIC 3006, Australia",0,0,0,0,0,0,0,3,45,3,19,2,19,20,15,20,1,0
330,Westfield Southland,-37.958461,145.053615,N.A,3192,Melbourne,"1239 Nepean Hwy, Cheltenham VIC 3192, Australia",0,0,0,0,0,4,0,0,42.2,4,2,2,10,20,8,8,12,0
331,Moonah Links,-38.406624,144.853314,N.A,3940,Melbourne,"65 Peter Thomson Dr, Fingal VIC 3939, Australia",0,0,0,0,0,0,0,1,24.2,1,2,0,0,2,0,0,0,0
332,Grand Hyatt Melbourne,-37.814844,144.969685,N.A,3000,Melbourne,"123 Collins St, Melbourne VIC 3000, Australia",0,0,0,0,1,0,0,0,22,1,17,9,18,20,20,20,17,2
333,Peninsula Home Shopping Centre,-38.220693,145.061207,N.A,3931,Melbourne,"1130-1134 Nepean Highway, Mornington VIC 3931, Australia",4,0,0,0,0,0,0,0,22,4,2,1,3,8,3,2,1,1
334,Pullman Palm Cove Sea Temple Resort and Spa,-16.7527799,145.6706987,Palm Cove,4879,N.A,"5 Triton St, Palm Cove QLD 4879, Australia",1,0,0,0,0.2,0,0,0,11,1.2,1,0,7,20,1,3,0,0
335,Evie Charging Station,-36.88827856,145.2474255,Avenel,3664,N.A,Jones St,0,0,1,1,0,0,0,0,40,2.2,1,0,0,0,0,0,0,0
336,Federation Square Car Park,-37.817739,144.971282,N.A,3000,Melbourne,"Russell St, Melbourne, Victoria, 3000 Australia",2,0,0,0,0,0,0,0,10.8,2,19,11,19,20,20,20,6,0
337,Flagstaff Car Park,-37.813111,144.955756,N.A,3000,Melbourne,"535 Little Lonsdale St, Melbourne VIC 3004, Australia",0,0,0,0,2,0,0,0,22,2,20,2,18,20,20,20,15,1
338,Toowoomba,-27.5202159,151.8501711,Charlton,N.A,Toowoomba,"10783 Warrego Hwy, Charlton QLD 4350, Australia",2,0,1,1,0,0,0,0,50,3,1,0,0,3,0,0,1,0
339,Chargefox Charging Station,-36.76208496,144.282801,Bendigo,3550,Bendigo,7 Railway Pl,1,0,0,0,0,0,0,0,14.6,1,6,7,13,20,20,10,6,0
340,Cunningham Pier,-38.143296,144.361213,N.A,3218,Geelong,"10 Western Foreshore Rd, Geelong VIC 3220, Australia",4,0,0,0,0,0,0,0,19,4,2,12,11,0,7,11,6,3
341,Pentridge Shopping Centre,-37.736669,144.969336,N.A,3058,Melbourne,"1 Champ St, Coburg VIC 3058, Australia",3,0,0,0,0,0,0,0,16.8,3,2,0,11,20,7,10,4,1
342,Evie Charging Station,-36.3698477,145.361899,Mooroopna,3629,Shepparton,77 Midland Hwy,0,0,1,1,0,0,0,0,40,2.2,0,0,1,2,0,0,0,0
343,Knox Civic Centre,-37.871723,145.245056,N.A,3152,Melbourne,"511 Burwood Hwy, Wantirna South VIC 3152, Australia",2,0,0,0,0,0,0,0,10.8,2,1,0,11,20,4,7,1,1
344,Tesla Destination Charger,-37.28599785,144.1736378,Hepburn,N.A,N.A,219 Main Rd,0,0,0,0,1,0,0,0,23.6,1,0,0,0,0,0,0,0,0
345,Bitternfields Shopping Centre,-38.336376,145.177183,N.A,3915,Melbourne,"2432 Frankston - Flinders Rd, Bittern VIC 3918, Australia",0,0,0,0,0,0,0,1,24.2,1,0,0,1,5,1,1,1,1
346,BIG4 Phillip Island Caravan Park,-38.516829,145.35646,N.A,3925,N.A,"24 Old Bridge Drive, Newhaven VIC 3925, Australia",0,0,0,0,0,0,1,1,25.8,2,0,0,8,14,2,3,3,1
347,Victoria Gardens Shopping Centre,-37.812603,145.011729,N.A,3121,Melbourne,"Unit 41 B/620 Victoria St, Richmond VIC 3121, Australia",2,0,0,0,0,0,0,0,10.8,2,6,2,18,20,2,11,1,2
348,Coles Lilydale,-37.756189,145.354065,N.A,3140,Melbourne,"51-59 Anderson St, Lilydale VIC 3140, Australia",0,0,0,0,0,0,0,3,45,3,1,2,9,20,3,4,6,1
349,Ten Minutes by Tractor,-38.394641,144.994231,N.A,3928,Melbourne,"1333 Mornington-Flinders Rd, Main Ridge VIC 3928, Australia",0,0,0,0,2,0,0,0,22,2,0,0,1,4,0,0,0,0
350,BM Autowerks,-37.90326,145.095351,N.A,3617,Melbourne,"28-34 Westminster Street, Oakleigh‎ VIC‎ 3166, Australia",0,0,0,0,0,1,0,0,7.6,1,3,0,9,20,2,11,0,0
351,Flinders Ln,-37.81890714,144.9577073,N.A,3000,Melbourne,"476 Flinders Ln, Melbourne VIC 3000, Australia",2,0,0,0,0,0,0,1,7,3,20,5,17,20,20,20,19,4
352,Hungry Fox Café,-37.719767,144.89451,N.A,3041,Melbourne,"Essendon Fields Airport, Wirraway Road, Essendon Fields VIC 3041, Australia",1,0,0,0,0,0,0,0,14.6,1,2,0,5,20,2,11,0,1
353,The Arts Centre,-37.822715,144.96767,N.A,3006,Melbourne,2 Kavanagh St Southbank VIC 3006 Australia,0,0,0,0,0,2,0,0,21.64,2,17,4,16,20,20,20,5,1
354,Clubs Assist,-38.022421,145.213927,N.A,3175,Melbourne,"237 243 Frankston Dandenong Rd, Dandenong South, VIC, 3175",0,0,0,0,0,1,0,0,12.72,1,2,0,0,12,1,2,0,0
355,Collingwood Library,-37.82022948,145.0402257,N.A,3122,Melbourne,"20 William St, Hawthorn VIC 3122, Australia",1,0,1,1,0,0,0,0,45,3,2,2,8,20,2,12,2,2
356,Porsche Centre Brighton,-37.925691,145.027893,N.A,3187,Melbourne,"855 Nepean Hwy, Bentleigh VIC 3204, Australia",0,0,1,0,0,0,0,0,33.8,1,1,1,16,20,2,13,1,1
357,Coolangatta,-28.16419699,153.5152736,Bilinga,4225,Gold Coast City,"1 Eastern Ave, Bilinga 4225",2,0,1,1,0,0,0,0,50,3,3,0,4,18,0,0,3,0
358,King Henry Arts Cafe,-37.868948,145.351181,N.A,3787,Melbourne,"320 Mount Dandenong Tourist Rd Sassafras VIC 3787, Australia",0,0,0,0,0,0,0,1,24.2,1,1,0,6,6,2,0,0,1
359,Kelly Racing,-38.010174,145.110226,N.A,3195,Melbourne,"45 Canterbury Rd Braeside VIC 3195, Australia",0,0,0,0,0,1,0,0,12.72,1,0,0,4,13,0,0,2,0
360,Westfield Airport West,-37.71395622,144.8860831,N.A,3042,Melbourne,"29-35 Louis St, Airport West VIC 3042, Australia",0,0,2,6,0,0,0,0,110.013,8,2,0,2,20,1,7,7,0
361,Lockelec Rolling Stock,-37.995328,145.109648,N.A,3195,Melbourne,"14 Capital Ct, Braeside VIC 3195, Australia",0,0,0,0,1,0,0,0,15,1,0,0,4,17,0,2,1,0
362,Marlborough South,-22.8276466,149.9327812,Marlborough,N.A,N.A,"71209 Kunwarara Rd, Marlborough QLD 4705, Australia",2,0,1,1,0,0,0,0,50,3.2,1,0,1,0,0,0,1,0
363,Pacific Werribee Shopping Centre,-37.875247,144.679638,N.A,3029,Melbourne,"Derrimut Rd & Heaths Rd, Werribee, VIC, Australia, VIC 3030",0,0,0,0,2,0,0,0,22,2,1,0,3,20,2,12,10,0
364,Cairns Beach Volleyball Court,-16.9036743,145.7617551,Cairns North,4870,Cairns,"285-291 Esplanade, Cairns North QLD 4870, Australia",0.4,1,0,0.8,1,0.4,0,0,95.413,2.8,3,5,8,20,0,4,1,0
365,Bourke St,-37.81581182,144.9595123,N.A,3000,Melbourne,"501 Bourke Street, Melbourne? VIC? 3000, Australia",2,0,0,0,2,1,0,0,16,5,20,3,19,20,20,20,20,6
366,Just Honk Used Cars,-37.843884,144.782596,N.A,3026,Melbourne,"4-6 Fitzgerald Rd, Laverton North VIC 3026, Australia",1,0,0,0,0,0,0,0,14.6,1,1,1,3,12,0,1,2,0
367,Croydon Train Station Multi Level Car Park,-37.796959,145.280091,N.A,3136,Melbourne,"Devon Street, Croydon, Victoria",6,0,0,0,0,0,0,0,7,6,1,3,13,20,3,9,9,1
368,Church St,-37.83218295,144.996426,N.A,3121,Melbourne,"650 Church St, Cremorne VIC 3121, Australia",0,0,0,0,4,0,0,0,50,4,14,0,15,20,5,11,3,0
369,The Pines Shopping Centre,-37.762252,145.16823,N.A,3109,Melbourne,"181 Reynolds Rd, Doncaster East VIC 3109, Australia",0,0,0,0,2,2,0,0,6.6,4,2,0,20,13,1,5,6,1
370,Electric Vehicle Charging Station,-36.38578464,145.3969653,Shepparton,3630,Shepparton,530 Wyndham St,1,0,0,0,0,0,0,0,14.6,1,2,5,13,20,18,17,2,0
371,Monash University Caulfield Car Park,-37.87579762,145.0436391,N.A,3145,Melbourne,"880 Princes Hwy Service Rd, Caulfield East VIC 3145, Australia",1,0,1,1,0,0,0,1,45,3,3,0,17,20,2,7,4,3
372,Element Melbourne Richmond,-37.826921,145.020707,N.A,3121,Melbourne,"588 Swan St, Richmond VIC 3121, Australia",4,0,0,0,0,0,0,0,22,4,9,0,20,19,0,4,1,1
373,Hotel 115 Guest Carpark,-37.807448,145.039021,N.A,3101,Melbourne,"115 Cotham Rd, Kew VIC 3101, Australia",0,0,0,0,0,0,0,1,24.2,1,1,1,11,20,0,8,1,2
374,Coles South Melbourne,-37.832375,144.960369,N.A,3205,Melbourne,"229 Coventry St, South Melbourne VIC 3205, Australia",0,0,0,0,0,0,0,1,24.2,1,19,1,19,20,4,20,11,0
375,Coles - Cobblebank Village,-37.713815,144.601847,N.A,3338,Melbourne,"211 Ferris Rd, Melton South VIC 3338, Australia",2,0,0,0,0,0,0,0,10.8,2,2,0,5,6,1,2,3,0
376,Community Bank Stadium,-37.673703,145.166098,N.A,3089,Melbourne,"129-163 Main Hurstbridge Rd, Diamond Creek VIC 3089, Australia",1,0,0,0,0,0,0,0,14.6,1,1,0,10,20,1,3,0,2
377,Cellarbrations,-37.809802,144.948932,N.A,3003,Melbourne,"185a Rosslyn St, West Melbourne VIC 3003, Australia",4,0,0,0,0,0,0,0,19,4,20,6,18,20,12,20,4,1
378,Kensington,-37.79687512,144.926417,N.A,3031,Melbourne,"72 Altona Street, Kensington VIC 3031",2,0,0,0,0,0,0,0,10.8,2,3,0,17,20,1,8,0,1
379,Manor Lakes Central Shopping Centre,-37.875049,144.612648,N.A,3024,Melbourne,"455 Ballan Rd, Manor Lakes VIC 3024, Australia",2,0,0,0,0,0,0,0,10.8,2,2,0,9,17,2,4,3,0
380,Berwick BMW,-38.026209,145.311511,N.A,3805,Melbourne,"6 Coventry Rd, Narre Warren VIC 3805",2,0,0,0,0,0,0,0,10.8,2,0,0,11,20,3,18,2,1
381,Flinders St,-37.8180318,144.9640101,N.A,3000,Melbourne,"300 Flinders St, Melbourne VIC 3000, Australia",0,0,0,0,2,0,0,0,18.6,2,17,7,20,20,20,20,14,7
382,Malvern Central (Coming Soon),-37.862909,145.027303,N.A,3144,Melbourne,"K10, Malvern Central Shopping Centre, 110-122 Wattletree Rd, Armadale VIC 3143, Australia",0,0,0,1,0,0,0,0,33.2,1,5,1,16,20,2,10,8,1
383,Centennial Park Charters Towers QESH,-20.0658342,146.2617747,Richmond Hill,4820,N.A,"72 Hackett Terrace, Richmond Hill QLD 4820, Australia",2,0,1,1,0,0,0,0,50,3.2,1,1,10,18,1,7,0,0
384,Moonee Ponds Supercharger,-37.765834,144.923586,N.A,3039,Melbourne,"665 Mt Alexander Rd, Moonee Ponds VIC 3039, Australia",0,0,0,0,6,0,0,0,120,6,4,0,7,20,2,11,10,0
385,BIG4 Mornington Peninsula Holiday Park,-38.174557,145.141541,N.A,3911,Melbourne,"2 Robinsons Rd, Frankston VIC 3199, Australia",0,0,0,0,0,0,0,1,24.2,1,0,2,10,15,0,0,1,0
386,Brimbank Shopping Centre,-37.751827,144.775257,N.A,3023,Melbourne,"Brimbank Central Shopping Centre shop 81t, 28-72 Neale Rd, Deer Park VIC 3023, Australia",2,0,0,0,0,0,0,0,10.8,2,1,0,10,20,1,7,5,0
387,QV Melbourne - Car Park,-37.810679,144.966601,N.A,3000,Melbourne,"180 Lonsdale Street, Melbourne VIC 3000, Australia",0,0,0,0,0,0,0,3,45,3,16,7,17,20,20,20,11,3
388,Carlton,-37.80320151,144.9717566,N.A,3053,Melbourne,"11 Nicholson St, Carlton VIC 3053, Australia",0,0,0,0,0,2,0,0,21.64,2,16,11,18,20,20,20,1,2
389,RACV Solar,-38.197552,144.344603,N.A,3216,Geelong,"Units 5 & 6, 8 Lewalan St, Grovedale VIC 3216, Australia",1,0,0,0,0,0,0,0,22,1,2,0,5,15,0,3,0,1
390,Sorrento Hotel,-38.338316,144.743447,N.A,3943,Melbourne,"1 Esplanade, Sorrento VIC 3943, Australia",0,0,0,0,0,0,0,1,24.2,1,1,0,7,20,0,6,3,2
