,Station Name,Address  1,City,State,Postal Code,No. of Ports,Pricing Policy,Usage Access,Category,Port 1: Connector Type,Voltage (V),Port 2: Connector Type,New Georeferenced Column,Pricing ,Power Select,latitude,longitude,evstations_count,hospitals_count,parks_count,restaurants_count,url
374,PRESIDIUM / VIOLET,409 E William Cannon Dr,Austin,Texas,78745,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,J1772,240V,J1772,"30.191582, -97.775626",$4.17/month PIE members $2/hr Non-Members,40A,30.191582, -97.775626,7,0,2,20,"https://www.google.com/maps/place/30.191582, -97.775626"
375,FOUNDRY / STATION 1,310 Comal St,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.261032, -97.727974",$4.17/month PIE members $2/hr Non-Members,40A,30.261032, -97.727974,20,0,20,20,"https://www.google.com/maps/place/30.261032, -97.727974"
376,PALOMA RIDGE / PALOMA BDG C #2,13620 Ranch Rd 620 N,Austin,Texas,78717,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.478106, -97.77793",$4.17/month PIE members $2/hr Non-Members,40A,30.478106, -97.77793,5,0,3,9,"https://www.google.com/maps/place/30.478106, -97.77793"
377,NATIONAL INSTRU / 11&12;,11500 N Mopac Expy,Austin,Texas,78759,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.408722, -97.725271",$4.17/month PIE members $2/hr Non-Members,40A,30.408722, -97.725271,20,0,7,20,"https://www.google.com/maps/place/30.408722, -97.725271"
378,ST. JOHNS WEST / ST JOHNS NW,601 W St Johns Ave,Austin,Texas,78752,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.337818, -97.714804",$4.17/month PIE members $2/hr Non-Members,40A,30.337818, -97.714804,7,0,6,20,"https://www.google.com/maps/place/30.337818, -97.714804"
379,SAS / STATION 1,12100 samsung blvd,Austin,Texas,78754,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.377935, -97.639951",$4.17/month PIE members $2/hr Non-Members,40A,30.377935, -97.639951,5,0,2,8,"https://www.google.com/maps/place/30.377935, -97.639951"
380,PARMER AUSTIN / STATION PIC 3,507 E Howard Ln,Austin,Texas,78753,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.41332, -97.654591",$4.17/month PIE members $2/hr Non-Members,40A,30.41332, -97.654591,8,0,5,2,"https://www.google.com/maps/place/30.41332, -97.654591"
381,PIE AE / PUBCHASEESCAL2,4301 Westbank Dr,Austin,Texas,78746,1,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,--,--,"30.275649, -97.817129",$4.17/month PIE members $2/hr Non-Members,40A,30.275649, -97.817129,7,1,5,9,"https://www.google.com/maps/place/30.275649, -97.817129"
382,PIE AE / 2201 E 6TH ST,2201 E 6th St,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,NEMA 5-20R,240V,J1772,"30.259958, -97.718567",$4.17/month PIE members $2/hr Non-Members,40A,30.259958, -97.718567,20,0,16,20,"https://www.google.com/maps/place/30.259958, -97.718567"
383,TR DOMAIN 11 / STATION2,11920 Alterra Pkwy,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.40522, -97.719541",$4.17/month PIE members $2/hr Non-Members,40A,30.40522, -97.719541,20,0,7,20,"https://www.google.com/maps/place/30.40522, -97.719541"
384,PIE AE / ROSEWOOD PARK1,Rosewood Neighborhood Park Pedestrian Walkway,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.271704, -97.713959",$4.17/month PIE members $2/hr Non-Members,40A,30.271704, -97.713959,20,0,9,20,"https://www.google.com/maps/place/30.271704, -97.713959"
385,LEASING OFFICE / STATION 1,8000 US-290,Austin,Texas,78737,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.231128, -97.889867",$4.17/month PIE members $2/hr Non-Members,40A,30.231128, -97.889867,3,0,2,7,"https://www.google.com/maps/place/30.231128, -97.889867"
386,SUSTAINABLEFOOD / SUSTAINABLEFOOD,2921 E 17th St,Austin,Texas,78702,1,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,--,--,"30.278063, -97.710153",$4.17/month PIE members $2/hr Non-Members,40A,30.278063, -97.710153,16,0,11,20,"https://www.google.com/maps/place/30.278063, -97.710153"
387,AMD GO GREEN / P100 FL2 RIGHT,7171 Southwest Pkwy,Austin,Texas,78735,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.250788, -97.861771",$4.17/month PIE members $2/hr Non-Members,40A,30.250788, -97.861771,8,0,0,5,"https://www.google.com/maps/place/30.250788, -97.861771"
388,BEXLEYTECHRIDGE / CLUBHOUSE,1200 East Parmer Lane,Austin,Texas,78753,1,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Parking,J1772,--,--,"30.394787, -97.653242",$4.17/month PIE members $2/hr Non-Members,40A,30.394787, -97.653242,8,0,5,12,"https://www.google.com/maps/place/30.394787, -97.653242"
389,NORTHPOINTCENTR / NORTHPOINT,6834 Austin Center Blvd,Austin,Texas,78731,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.351629, -97.752035",$4.17/month PIE members $2/hr Non-Members,40A,30.351629, -97.752035,3,1,7,20,"https://www.google.com/maps/place/30.351629, -97.752035"
390,HANOVER / L3,110 San Antonio St,Austin,Texas,78701,1,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Multifamily Commercial,J1772,--,--,"30.265425, -97.749045",$4.17/month PIE members $2/hr Non-Members,40A,30.265425, -97.749045,20,1,20,20,"https://www.google.com/maps/place/30.265425, -97.749045"
391,PIE AE / ERCOT 3,7620 Metro Center Dr,Austin,Texas,78744,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Municipal,J1772,240V,J1772,"30.216443, -97.69223",$4.17/month PIE members $2/hr Non-Members,40A,30.216443, -97.69223,4,0,1,18,"https://www.google.com/maps/place/30.216443, -97.69223"
392,THE MEDVE GROUP / BARTON HILLS,1244-1298 Barton Hills Dr,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.261911, -97.773946",$4.17/month PIE members $2/hr Non-Members,40A,30.261911, -97.773946,18,0,12,20,"https://www.google.com/maps/place/30.261911, -97.773946"
393,PIE AE / SMART CHARGE 1,2016 Centimeter Cir,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.381571, -97.713503",$4.17/month PIE members $2/hr Non-Members,40A,30.381571, -97.713503,14,0,1,20,"https://www.google.com/maps/place/30.381571, -97.713503"
394,COA FLEET - PIE / ROOF3,700-798 E 9th St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Municipal,NEMA 5-20R,240V,J1772,"30.268894, -97.734703",$4.17/month PIE members $2/hr Non-Members,40A,30.268894, -97.734703,20,2,18,20,"https://www.google.com/maps/place/30.268894, -97.734703"
395,ACC-AE / NORTHRIDGE1,11928 Stonehollow,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.404225, -97.705798",$4.17/month PIE members $2/hr Non-Members,40A,30.404225, -97.705798,20,1,4,12,"https://www.google.com/maps/place/30.404225, -97.705798"
396,PIE AE / KRAMER 01,2526 Kramer Ln,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Municipal,NEMA 5-20R,240V,J1772,"30.394697, -97.716885",$4.17/month PIE members $2/hr Non-Members,40A,30.394697, -97.716885,20,0,5,20,"https://www.google.com/maps/place/30.394697, -97.716885"
397,DSMCUT / EVSE04 FLOOR L4,501-573 E 15th St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Healthcare,J1772,240V,J1772,"30.275239, -97.734584",$4.17/month PIE members $2/hr Non-Members,40A,30.275239, -97.734584,20,2,11,20,"https://www.google.com/maps/place/30.275239, -97.734584"
398,PIE AE / CONVENTION CTR3,2nd & Brazos,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.263774, -97.743466",$4.17/month PIE members $2/hr Non-Members,40A,30.263774, -97.743466,20,1,20,20,"https://www.google.com/maps/place/30.263774, -97.743466"
399,GALLERY DOMAIN / GALLERY DOMAIN,11100 Alterra Pkwy,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,J1772,240V,J1772,"30.396207, -97.722102",$4.17/month PIE members $2/hr Non-Members,30A,30.396207, -97.722102,20,0,5,20,"https://www.google.com/maps/place/30.396207, -97.722102"
400,COA FLEET - PIE / ROOF4,700-798 E 9th St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Municipal,NEMA 5-20R,240V,J1772,"30.268885, -97.734673",$4.17/month PIE members $2/hr Non-Members,40A,30.268885, -97.734673,20,2,18,20,"https://www.google.com/maps/place/30.268885, -97.734673"
401,NATIONAL INSTRU / 1&2,11500 N Mopac Expy,Austin,Texas,78759,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.408792, -97.725312",$4.17/month PIE members $2/hr Non-Members,40A,30.408792, -97.725312,20,0,7,20,"https://www.google.com/maps/place/30.408792, -97.725312"
402,COA FLEET - PIE / ROOF 1,709 E 10th St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Municipal,J1772,240V,J1772,"30.269205, -97.734184",$4.17/month PIE members $2/hr Non-Members,40A,30.269205, -97.734184,20,2,16,20,"https://www.google.com/maps/place/30.269205, -97.734184"
403,DSMCUT / EVSE09 FLOOR LL,1305 Red River St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Healthcare,J1772,240V,J1772,"30.275215, -97.734598",$4.17/month PIE members $2/hr Non-Members,40A,30.275215, -97.734598,20,2,11,20,"https://www.google.com/maps/place/30.275215, -97.734598"
404,FLATIRON DOMAIN / FLATIRON DOM 2,10727 domain dr,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.392852, -97.723729",$4.17/month PIE members $2/hr Non-Members,40A,30.392852, -97.723729,20,0,3,20,"https://www.google.com/maps/place/30.392852, -97.723729"
405,DOMAIN / STATION 1,11601 Alterra Parkway,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.40227, -97.718828",$4.17/month PIE members $2/hr Non-Members,40A,30.40227, -97.718828,20,1,6,20,"https://www.google.com/maps/place/30.40227, -97.718828"
406,PIE AE / PUBACCSOAUSTIN2,5517 Manchaca Rd,Austin,Texas,78745,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.216052, -97.796295",$4.17/month PIE members $2/hr Non-Members,40A,30.216052, -97.796295,7,1,7,16,"https://www.google.com/maps/place/30.216052, -97.796295"
407,PIE AE / PUBDENNYSNORTH2,1601 Interstate 35 Frontage Road,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.276571, -97.729718",$4.17/month PIE members $2/hr Non-Members,40A,30.276571, -97.729718,20,2,10,20,"https://www.google.com/maps/place/30.276571, -97.729718"
408,PIE AE / PUBPEARSON CTR1,905 W Howard Ln,Austin,Texas,78753,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.416583, -97.666048",$4.17/month PIE members $2/hr Non-Members,40A,30.416583, -97.666048,8,0,2,20,"https://www.google.com/maps/place/30.416583, -97.666048"
409,HYATT PLACE / HP STATION 1,Presidential Blvd,Austin,Texas,78719,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Hospitality,J1772,240V,J1772,"30.210412, -97.664797",$4.17/month PIE members $2/hr Non-Members,40A,30.210412, -97.664797,12,0,1,20,"https://www.google.com/maps/place/30.210412, -97.664797"
410,ROSCOE PROPERTI / MESH MAIN,2100-2134 Elmont Dr,Austin,Texas,78741,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.240977, -97.726259",$4.17/month PIE members $2/hr Non-Members,40A,30.240977, -97.726259,20,0,19,20,"https://www.google.com/maps/place/30.240977, -97.726259"
411,PIE AE / RUTHERFORDCAMP3,8301 Cameron Rd,Austin,Texas,78754,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.337065, -97.680709",$4.17/month PIE members $2/hr Non-Members,40A,30.337065, -97.680709,5,1,4,17,"https://www.google.com/maps/place/30.337065, -97.680709"
412,ENDEAVOR REG / STATION 2,11001 Lakeline Blvd,Austin,Texas,78717,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.47969, -97.793323",$4.17/month PIE members $2/hr Non-Members,40A,30.47969, -97.793323,5,0,1,20,"https://www.google.com/maps/place/30.47969, -97.793323"
413,HPI 3700 / 3900 SC 3,3900 N Capital of Texas Hwy,Austin,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.337931, -97.807977",$4.17/month PIE members $2/hr Non-Members,40A,30.337931, -97.807977,3,0,0,6,"https://www.google.com/maps/place/30.337931, -97.807977"
414,HANOVER / L4,110 San Antonio St,Austin,Texas,78701,1,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Multifamily Commercial,J1772,--,--,"30.265222, -97.749115",$4.17/month PIE members $2/hr Non-Members,40A,30.265222, -97.749115,20,1,20,20,"https://www.google.com/maps/place/30.265222, -97.749115"
415,AISD PAC / AISD PAC #2,1301-1603 E 51st St,Austin,Texas,78723,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Education,J1772,240V,J1772,"30.30538, -97.702537",$4.17/month PIE members $2/hr Non-Members,40A,30.30538, -97.702537,12,1,14,20,"https://www.google.com/maps/place/30.30538, -97.702537"
416,ST. ED'S / GARAGE STATION1,578-680 Woodward St,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Education,J1772,240V,J1772,"30.226907, -97.751966",$4.17/month PIE members $2/hr Non-Members,40A,30.226907, -97.751966,9,0,4,20,"https://www.google.com/maps/place/30.226907, -97.751966"
417,GPT / GABLES 1,898-900 W 3rd St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,J1772,240V,J1772,"30.268637, -97.754851",$4.17/month PIE members $2/hr Non-Members,40A,30.268637, -97.754851,20,0,20,20,"https://www.google.com/maps/place/30.268637, -97.754851"
418,PIE AE / PUBHILL.CGAL2,12701 Hill Country Blvd,Bee Cave,Texas,78738,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.307769, -97.93863",$4.17/month PIE members $2/hr Non-Members,40A,30.307769, -97.93863,5,2,3,20,"https://www.google.com/maps/place/30.307769, -97.93863"
419,COA FLEET - PIE / BARTON #3,505 Barton Springs Rd,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Municipal,J1772,240V,J1772,"30.2569, -97.749301",$4.17/month PIE members $2/hr Non-Members,40A,30.2569, -97.749301,20,0,20,20,"https://www.google.com/maps/place/30.2569, -97.749301"
420,PARMER AUSTIN / PIC #1,13011c McCallen Pass,Austin,Texas,78753,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.411029, -97.658122",$4.17/month PIE members $2/hr Non-Members,40A,30.411029, -97.658122,8,0,1,7,"https://www.google.com/maps/place/30.411029, -97.658122"
421,BRANDYWINE AUST / FOUR POINTS 01,11305 4 Points Dr,Austin,Texas,78726,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.404059, -97.850068",$4.17/month PIE members $2/hr Non-Members,40A,30.404059, -97.850068,4,0,3,20,"https://www.google.com/maps/place/30.404059, -97.850068"
422,IXIA-AUSTIN1 / IXIA AUSTIN,8310 N Capital of Texas Hwy,Austin,Texas,78731,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.386814, -97.768734",$4.17/month PIE members $2/hr Non-Members,40A,30.386814, -97.768734,2,0,7,0,"https://www.google.com/maps/place/30.386814, -97.768734"
423,NATIONAL INSTRU / 21&22;,11500 N Mopac Expy,Austin,Texas,78759,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.408382, -97.726244",$4.17/month PIE members $2/hr Non-Members,40A,30.408382, -97.726244,20,0,7,20,"https://www.google.com/maps/place/30.408382, -97.726244"
424,PIE AE / MILWOOD LIB 1,12500 Amherst Dr,Austin,Texas,78727,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.422307, -97.716492",$4.17/month PIE members $2/hr Non-Members,40A,30.422307, -97.716492,10,1,2,8,"https://www.google.com/maps/place/30.422307, -97.716492"
425,PIE AE / VILLATGRACYFARM,2600 Gracy Farms Ln,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.405175, -97.711583",$4.17/month PIE members $2/hr Non-Members,40A,30.405175, -97.711583,20,1,6,20,"https://www.google.com/maps/place/30.405175, -97.711583"
426,PIE AE / PALMER STATION5,736-820 Barton Springs Rd,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.259705, -97.752496",$4.17/month PIE members $2/hr Non-Members,40A,30.259705, -97.752496,20,1,17,20,"https://www.google.com/maps/place/30.259705, -97.752496"
427,PIE AE / PUB CAMP MABRY2,Camp Mabry 1 Mile Track,Austin,Texas,78703,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Parking,NEMA 5-20R,240V,J1772,"30.31659, -97.757581",$4.17/month PIE members $2/hr Non-Members,40A,30.31659, -97.757581,7,3,6,9,"https://www.google.com/maps/place/30.31659, -97.757581"
428,PIE AE / WALNUTCREEKPRK2,12138 N Lamar Blvd,Austin,Texas,78753,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.399123, -97.679489",$4.17/month PIE members $2/hr Non-Members,40A,30.399123, -97.679489,7,0,10,19,"https://www.google.com/maps/place/30.399123, -97.679489"
429,PIE AE / OTC 3FL PKGSTA2,505 BARTON springs rd.,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.256863, -97.748959",$4.17/month PIE members $2/hr Non-Members,40A,30.256863, -97.748959,20,0,20,20,"https://www.google.com/maps/place/30.256863, -97.748959"
430,AISD PAC / AISD PAC #5,1301-1603 E 51st St,Austin,Texas,78723,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Education,J1772,240V,J1772,"30.305204, -97.702108",$4.17/month PIE members $2/hr Non-Members,40A,30.305204, -97.702108,12,1,15,20,"https://www.google.com/maps/place/30.305204, -97.702108"
431,PIE AE / PUBAMLI1,W 3rd St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.266182, -97.748168",$4.17/month PIE members $2/hr Non-Members,40A,30.266182, -97.748168,20,1,20,20,"https://www.google.com/maps/place/30.266182, -97.748168"
432,PIE AE / ZILKERPARKPOLO1,2225 Andrew Zilker Rd,Austin,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Parks and Recreation,J1772,240V,J1772,"30.266471, -97.774765",$4.17/month PIE members $2/hr Non-Members,40A,30.266471, -97.774765,17,0,16,18,"https://www.google.com/maps/place/30.266471, -97.774765"
433,WEINSTEIN / WHITESTONE 1,13945 Research Blvd,Austin,Texas,78729,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,J1772,240V,J1772,"30.471863, -97.796031",$4.17/month PIE members $2/hr Non-Members,40A,30.471863, -97.796031,5,0,9,20,"https://www.google.com/maps/place/30.471863, -97.796031"
434,CIELO CENTER / STATION 1,1250 S Capital of Texas Hwy,Austin,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.280344, -97.823529",$4.17/month PIE members $2/hr Non-Members,40A,30.280344, -97.823529,6,0,7,9,"https://www.google.com/maps/place/30.280344, -97.823529"
435,ENDEAVOR REG / STATION1,11001 Lakeline Blvd,Austin,Texas,78717,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.479716, -97.793285",$4.17/month PIE members $2/hr Non-Members,40A,30.479716, -97.793285,5,0,1,20,"https://www.google.com/maps/place/30.479716, -97.793285"
436,PIE AE / PUB-CENTRALMKTN,4001-4099 N Lamar Blvd,Austin,Texas,78756,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.308484, -97.740767",$4.17/month PIE members $2/hr Non-Members,40A,30.308484, -97.740767,8,7,12,20,"https://www.google.com/maps/place/30.308484, -97.740767"
437,AMD GO GREEN / P100 FL2 LEFT,7171 Southwest Pkwy,Austin,Texas,78735,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,J1772,240V,J1772,"30.250807, -97.861781",$4.17/month PIE members $2/hr Non-Members,40A,30.250807, -97.861781,8,0,0,5,"https://www.google.com/maps/place/30.250807, -97.861781"
438,PIE AE / OTC 3FL PKGSTA1,505 BARTON springs rd.,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.256815, -97.748988",$4.17/month PIE members $2/hr Non-Members,40A,30.256815, -97.748988,20,0,20,20,"https://www.google.com/maps/place/30.256815, -97.748988"
439,PALOMA RIDGE / PALOMA1,13620 Ranch Rd 620,Austin,Texas,78717,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.476801, -97.778643",$4.17/month PIE members $2/hr Non-Members,40A,30.476801, -97.778643,6,0,3,10,"https://www.google.com/maps/place/30.476801, -97.778643"
440,GOODHEALTH / STATION 1,7800 Metropolis Dr,Austin,Texas,78744,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Healthcare,J1772,240V,J1772,"30.206445, -97.693581",$4.17/month PIE members $2/hr Non-Members,40A,30.206445, -97.693581,3,0,3,7,"https://www.google.com/maps/place/30.206445, -97.693581"
441,ENDEAVOR REG / 901 E 6TH ST 1,901 E 6th St,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.265044, -97.733591",$4.17/month PIE members $2/hr Non-Members,40A,30.265044, -97.733591,20,1,18,20,"https://www.google.com/maps/place/30.265044, -97.733591"
442,NATIONAL INSTRU / 3&4,11500 N Mopac Expy,Austin,Texas,78759,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.408744, -97.725343",$4.17/month PIE members $2/hr Non-Members,40A,30.408744, -97.725343,20,0,7,20,"https://www.google.com/maps/place/30.408744, -97.725343"
443,PIE AE / PUBGABLESPRESS2,507 Pressler St,Austin,Texas,78703,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.273037, -97.759986",$4.17/month PIE members $2/hr Non-Members,40A,30.273037, -97.759986,20,0,20,20,"https://www.google.com/maps/place/30.273037, -97.759986"
444,WEINSTEIN / 3 FIVE,8003 S IH 35 Frontage Rd,Austin,Texas,78744,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,J1772,240V,J1772,"30.172599, -97.777067",$4.17/month PIE members $2/hr Non-Members,40A,30.172599, -97.777067,8,0,3,12,"https://www.google.com/maps/place/30.172599, -97.777067"
445,COA FLEET - PIE / RUTHERFORD #3,1520 Rutherford Ln,Austin,Texas,78754,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Parking,J1772,240V,J1772,"30.337732, -97.680766",$4.17/month PIE members $2/hr Non-Members,40A,30.337732, -97.680766,5,1,4,18,"https://www.google.com/maps/place/30.337732, -97.680766"
446,DSMCUT / EVSE08 G LEVEL,1305 Red River St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Healthcare,J1772,240V,J1772,"30.275195, -97.734584",$4.17/month PIE members $2/hr Non-Members,40A,30.275195, -97.734584,20,2,11,20,"https://www.google.com/maps/place/30.275195, -97.734584"
