,Station Name,Address  1,City,State,Postal Code,No. of Ports,Pricing Policy,Usage Access,Category,Port 1: Connector Type,Voltage (V),Port 2: Connector Type,New Georeferenced Column,Pricing ,Power Select,latitude,longitude,evstations_count,hospitals_count,parks_count,restaurants_count,url
79,DEVLOPER / TRAMMELLCROW5,San Antonio St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.265885, -97.748891",$4.17/month PIE members $2/hr Non-Members,40A,30.265885, -97.748891,20,1,20,20,"https://www.google.com/maps/place/30.265885, -97.748891"
80,THE MEDVE GROUP / ARTS S AUSTIN,400 W St Elmo Rd,Austin,Texas,78745,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.221064, -97.770408",$4.17/month PIE members $2/hr Non-Members,40A,30.221064, -97.770408,8,0,3,20,"https://www.google.com/maps/place/30.221064, -97.770408"
81,TR DOMAIN 11 / STATION 1,11920 Alterra Pkwy,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.405714, -97.71939",$4.17/month PIE members $2/hr Non-Members,30A,30.405714, -97.71939,20,0,7,20,"https://www.google.com/maps/place/30.405714, -97.71939"
82,PIE AE / CITY HALL STAT1,400 W 2nd St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.264942, -97.746925",$4.17/month PIE members $2/hr Non-Members,40A,30.264942, -97.746925,20,1,20,20,"https://www.google.com/maps/place/30.264942, -97.746925"
83,PIE AE / ERCOT 1,7620 Metro Center Dr,Austin,Texas,78744,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,NEMA 5-20R,240V,J1772,"30.2165, -97.691795",$4.17/month PIE members $2/hr Non-Members,40A,30.2165, -97.691795,4,0,1,18,"https://www.google.com/maps/place/30.2165, -97.691795"
84,PIE AE / PALMER STATION1,736-820 Barton Springs Rd,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,NEMA 5-20R,240V,J1772,"30.259287, -97.751956",$4.17/month PIE members $2/hr Non-Members,40A,30.259287, -97.751956,20,1,18,20,"https://www.google.com/maps/place/30.259287, -97.751956"
85,HIDAUSTIN / STATION 1,611 Center Ridge Dr,Austin,Texas,78753,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.414119, -97.667009",$4.17/month PIE members $2/hr Non-Members,40A,30.414119, -97.667009,9,0,2,20,"https://www.google.com/maps/place/30.414119, -97.667009"
86,SAS / SAMSUNG 6,12100 samsung blvd,Austin,Texas,78754,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.377439, -97.639693",$4.17/month PIE members $2/hr Non-Members,40A,30.377439, -97.639693,5,0,2,7,"https://www.google.com/maps/place/30.377439, -97.639693"
87,AVIATION / 2ND FLOOR R,3201 Presidential Blvd,Austin,Texas,78719,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.204572, -97.669392",$4.17/month PIE members $2/hr Non-Members,30A,30.204572, -97.669392,13,0,0,20,"https://www.google.com/maps/place/30.204572, -97.669392"
88,PIE AE / PUB ACC NRIDGE2,Campus Dr,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.40429, -97.705587",$4.17/month PIE members $2/hr Non-Members,40A,30.40429, -97.705587,20,1,4,12,"https://www.google.com/maps/place/30.40429, -97.705587"
89,AMD GO GREEN / P300 FL2,6825 Rialto Blvd,Austin,Texas,78735,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.249626, -97.860776",$4.17/month PIE members $2/hr Non-Members,40A,30.249626, -97.860776,8,0,0,5,"https://www.google.com/maps/place/30.249626, -97.860776"
90,FROST / 2,401 Congress,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Parking,J1772,240V,J1772,"30.267047, -97.742012",$4.17/month PIE members $2/hr Non-Members,40A,30.267047, -97.742012,20,2,20,20,"https://www.google.com/maps/place/30.267047, -97.742012"
91,GIBSON FLATS / STATION 2,1219 S Lamar Blvd,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,J1772,240V,J1772,"30.254054, -97.761959",$4.17/month PIE members $2/hr Non-Members,40A,30.254054, -97.761959,20,0,12,20,"https://www.google.com/maps/place/30.254054, -97.761959"
92,BURNET FLATS / BURNET FLATS G1,5453 Burnet Rd,Austin,Texas,78756,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.330046, -97.739251",$4.17/month PIE members $2/hr Non-Members,40A,30.330046, -97.739251,6,0,5,20,"https://www.google.com/maps/place/30.330046, -97.739251"
93,NATIONAL INSTRU / 19&20;,11500 N Mopac Expy,Austin,Texas,78759,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.40854, -97.72767",$4.17/month PIE members $2/hr Non-Members,40A,30.40854, -97.72767,20,0,9,20,"https://www.google.com/maps/place/30.40854, -97.72767"
94,PIE AE / PALMER STATION8,846-888 Barton Springs Rd,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.259864, -97.752661",$4.17/month PIE members $2/hr Non-Members,40A,30.259864, -97.752661,20,1,17,20,"https://www.google.com/maps/place/30.259864, -97.752661"
95,PIE AE / PUBGABLES 5TH 2,1611 W 5th St,Austin,Texas,78703,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.274388, -97.764731",$4.17/month PIE members $2/hr Non-Members,40A,30.274388, -97.764731,20,0,19,20,"https://www.google.com/maps/place/30.274388, -97.764731"
96,GALLERIA OAKS / GALLERIA OAKS 1,3927 Ranch Rd 620 S,Austin,Texas,78738,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.313121, -97.946493",$4.17/month PIE members $2/hr Non-Members,40A,30.313121, -97.946493,6,2,6,20,"https://www.google.com/maps/place/30.313121, -97.946493"
97,MUELLER MARKET / MUELLER ST7,1801 E 51st St,Austin,Texas,78723,1,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,--,--,"30.300934, -97.699428",$4.17/month PIE members $2/hr Non-Members,30A,30.300934, -97.699428,9,1,20,20,"https://www.google.com/maps/place/30.300934, -97.699428"
98,COA FLEET - PIE / RUTHERFORD #9,1520 Rutherford Ln,Austin,Texas,78754,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Municipal,NEMA 5-20R,240V,J1772,"30.335875, -97.679382",$4.17/month PIE members $2/hr Non-Members,40A,30.335875, -97.679382,5,1,2,17,"https://www.google.com/maps/place/30.335875, -97.679382"
99,AUSTIN HQ / STATION 1,4200 Smith School Dr,Austin,Texas,78744,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.192647, -97.714329",$4.17/month PIE members $2/hr Non-Members,40A,30.192647, -97.714329,3,0,2,0,"https://www.google.com/maps/place/30.192647, -97.714329"
100,AISD PAC / AISD PAC #4,1301-1603 E 51st St,Austin,Texas,78723,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Education,J1772,240V,J1772,"30.305269, -97.702269",$4.17/month PIE members $2/hr Non-Members,40A,30.305269, -97.702269,12,1,15,20,"https://www.google.com/maps/place/30.305269, -97.702269"
101,MONOGRAM / PARKING 4-5,615 W 7th St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.270567, -97.748906",$4.17/month PIE members $2/hr Non-Members,40A,30.270567, -97.748906,20,1,20,20,"https://www.google.com/maps/place/30.270567, -97.748906"
102,ENDEAVOR REG / STATION2,11001 Lakeline Blvd,Austin,Texas,78717,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.479702, -97.793993",$4.17/month PIE members $2/hr Non-Members,40A,30.479702, -97.793993,5,0,1,20,"https://www.google.com/maps/place/30.479702, -97.793993"
103,1801 E 6TH / AUSTIN 1801 1,1805 E 6th St,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Parking,J1772,240V,J1772,"30.261687, -97.723468",$4.17/month PIE members $2/hr Non-Members,40A,30.261687, -97.723468,20,0,18,20,"https://www.google.com/maps/place/30.261687, -97.723468"
104,SLEEP INN / SLEEP INN 1,8410 E Hwy 290,Austin,Texas,78754,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Hospitality,J1772,240V,J1772,"30.329889, -97.661712",$4.17/month PIE members $2/hr Non-Members,40A,30.329889, -97.661712,4,0,3,8,"https://www.google.com/maps/place/30.329889, -97.661712"
105,PALOMA RIDGE / PALOMA BDG C #5,13620 Ranch Rd 620 N,Austin,Texas,78717,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.477983, -97.778114",$4.17/month PIE members $2/hr Non-Members,40A,30.477983, -97.778114,5,0,4,10,"https://www.google.com/maps/place/30.477983, -97.778114"
106,PIE AE / PUB-STDAVIDSST2,710 Trinity St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Municipal,J1772,240V,J1772,"30.268895, -97.739056",$4.17/month PIE members $2/hr Non-Members,40A,30.268895, -97.739056,20,2,20,20,"https://www.google.com/maps/place/30.268895, -97.739056"
107,FROST / 1,106 E 6th St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Parking,J1772,240V,J1772,"30.268028, -97.742388",$4.17/month PIE members $2/hr Non-Members,40A,30.268028, -97.742388,20,2,20,20,"https://www.google.com/maps/place/30.268028, -97.742388"
108,NATIONAL INSTRU / 7&8,11500 N Mopac Expy,Austin,Texas,78759,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.408505, -97.727699",$4.17/month PIE members $2/hr Non-Members,40A,30.408505, -97.727699,20,0,9,20,"https://www.google.com/maps/place/30.408505, -97.727699"
109,HANOVER / LANTANA HILLS,6601Rialto Blvd,Austin,Texas,78735,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,J1772,240V,J1772,"30.24912, -97.862418",$4.17/month PIE members $2/hr Non-Members,40A,30.24912, -97.862418,8,0,0,5,"https://www.google.com/maps/place/30.24912, -97.862418"
110,FOUNDATION COMM / JORDAN1,2724 Philomena St,Austin,Texas,78723,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.298721, -97.694754",$4.17/month PIE members $2/hr Non-Members,40A,30.298721, -97.694754,8,2,12,20,"https://www.google.com/maps/place/30.298721, -97.694754"
111,PIE AE / HEB 6EA1,1000 E 41st St,Austin,Texas,78751,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Parking,J1772,240V,J1772,"30.29923, -97.721107",$4.17/month PIE members $2/hr Non-Members,40A,30.29923, -97.721107,12,2,11,20,"https://www.google.com/maps/place/30.29923, -97.721107"
112,LAMARHEIGHTS-AE / LAMAR 1,5400 N Lamar Blvd,Austin,Texas,78751,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.322464, -97.7292",$4.17/month PIE members $2/hr Non-Members,40A,30.322464, -97.7292,13,1,7,20,"https://www.google.com/maps/place/30.322464, -97.7292"
113,ENDEAVOR REG / VILL WESTLAKE 1,701 S Capital of Texas Hwy,Austin,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.291332, -97.826267",$4.17/month PIE members $2/hr Non-Members,40A,30.291332, -97.826267,7,2,2,15,"https://www.google.com/maps/place/30.291332, -97.826267"
114,LCPM / GARAGE 1,3800 N. Lamar Blvd,Austin,Texas,78756,1,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,--,--,"30.306188, -97.743433",$4.17/month PIE members $2/hr Non-Members,40A,30.306188, -97.743433,7,9,11,20,"https://www.google.com/maps/place/30.306188, -97.743433"
115,3600WESTPARMER! / STATION1,3600 W Parmer Ln,Austin,Texas,78727,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Retail,J1772,240V,J1772,"30.424046, -97.710431",$4.17/month PIE members $2/hr Non-Members,30A,30.424046, -97.710431,8,0,1,20,"https://www.google.com/maps/place/30.424046, -97.710431"
116,GARAGE 1 / GARAGE ONE,5010 S Congress Ave,Austin,Texas,78745,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.211727, -97.772285",$4.17/month PIE members $2/hr Non-Members,40A,30.211727, -97.772285,9,0,6,20,"https://www.google.com/maps/place/30.211727, -97.772285"
117,NATIONAL INSTRU / 13&14;,11500 N Mopac Expy,Austin,Texas,78759,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.408775, -97.725228",$4.17/month PIE members $2/hr Non-Members,40A,30.408775, -97.725228,20,0,7,20,"https://www.google.com/maps/place/30.408775, -97.725228"
118,AISD PAC / AISD PAC #3,1301-1603 E 51st St,Austin,Texas,78723,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Education,J1772,240V,J1772,"30.305343, -97.702408",$4.17/month PIE members $2/hr Non-Members,40A,30.305343, -97.702408,12,1,14,20,"https://www.google.com/maps/place/30.305343, -97.702408"
119,ENDEAVOR REG / LEVEL 2 - #3,4301 Bull Creek Rd,Austin,Texas,78731,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.317724, -97.755038",$4.17/month PIE members $2/hr Non-Members,40A,30.317724, -97.755038,7,1,6,12,"https://www.google.com/maps/place/30.317724, -97.755038"
120,WEINSTEIN / TECH RIDGE 1,1200 E Parmer Ln,Austin,Texas,78753,1,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,--,--,"30.39479, -97.653249",$4.17/month PIE members $2/hr Non-Members,40A,30.39479, -97.653249,8,0,5,12,"https://www.google.com/maps/place/30.39479, -97.653249"
121,HYATT PLACE / HP STATION 2,Presidential Blvd,Austin,Texas,78719,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Hospitality,J1772,240V,J1772,"30.21042, -97.664868",$4.17/month PIE members $2/hr Non-Members,40A,30.21042, -97.664868,12,0,1,20,"https://www.google.com/maps/place/30.21042, -97.664868"
122,MUELLER MARKET / MUELLER 2,1801 E 51st St,Austin,Texas,78723,1,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Retail,J1772,--,--,"30.302981, -97.698722",$4.17/month PIE members $2/hr Non-Members,40A,30.302981, -97.698722,10,1,20,20,"https://www.google.com/maps/place/30.302981, -97.698722"
123,PIE AE / PALMER STATION4,846888 Barton Springs Rd,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.259769, -97.752509",$4.17/month PIE members $2/hr Non-Members,40A,30.259769, -97.752509,20,1,17,20,"https://www.google.com/maps/place/30.259769, -97.752509"
124,WETT / 2,1901 Capital Pkwy,Austin,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.259647, -97.797865",$4.17/month PIE members $2/hr Non-Members,40A,30.259647, -97.797865,7,0,2,14,"https://www.google.com/maps/place/30.259647, -97.797865"
125,YETI RAMBLERS / EVSE #2,7601 Southwest Pkwy,Austin,Texas,78735,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,J1772,240V,J1772,"30.255806, -97.872517",$4.17/month PIE members $2/hr Non-Members,40A,30.255806, -97.872517,7,0,0,5,"https://www.google.com/maps/place/30.255806, -97.872517"
126,DEVLOPER / TRAMMELL CROW 4,500 W 2nd St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.265914, -97.749008",$4.17/month PIE members $2/hr Non-Members,40A,30.265914, -97.749008,20,1,20,20,"https://www.google.com/maps/place/30.265914, -97.749008"
127,ENDEAVOR REG / 2500 BEE CAVES1,2500 Bee Caves Rd.,Austin,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.267411, -97.783384",$4.17/month PIE members $2/hr Non-Members,40A,30.267411, -97.783384,8,0,8,8,"https://www.google.com/maps/place/30.267411, -97.783384"
128,AMD GO GREEN / P100 FLOOR 5,7171 Southwest Pkwy,Austin,Texas,78735,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.251499, -97.863984",$4.17/month PIE members $2/hr Non-Members,40A,30.251499, -97.863984,8,0,0,5,"https://www.google.com/maps/place/30.251499, -97.863984"
129,ENDEAVOR REG / LEVEL 3 - #1,4301 Bull Creek Rd,Austin,Texas,78731,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.317673, -97.75496",$4.17/month PIE members $2/hr Non-Members,40A,30.317673, -97.75496,7,1,6,12,"https://www.google.com/maps/place/30.317673, -97.75496"
130,PIE AE / TRAVIS CO L2,316 W 8th St,Austin,Texas,78701,1,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Parking,J1772,--,--,"30.270944, -97.744761",$4.17/month PIE members $2/hr Non-Members,40A,30.270944, -97.744761,20,2,20,20,"https://www.google.com/maps/place/30.270944, -97.744761"
131,SALTILLO / BLOCK 4,1211 E 5th St,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.263204, -97.730621",$4.17/month PIE members $2/hr Non-Members,40A,30.263204, -97.730621,20,1,17,20,"https://www.google.com/maps/place/30.263204, -97.730621"
132,PIE AE / PUBGABLES 5TH 1,1611 W 5th St,Austin,Texas,78703,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.274209, -97.764758",$4.17/month PIE members $2/hr Non-Members,40A,30.274209, -97.764758,20,0,19,20,"https://www.google.com/maps/place/30.274209, -97.764758"
133,HEB / HEB LAKEWAY #2,2000 Ranch Rd 620 S,Lakeway,Texas,78734,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Retail,J1772,240V,J1772,"30.344254, -97.967587",$4.17/month PIE members $2/hr Non-Members,30A,30.344254, -97.967587,2,2,1,20,"https://www.google.com/maps/place/30.344254, -97.967587"
134,HPI 3700 / EV 1,3700 N Capital of Texas Hwy,Austin,Texas,78746,1,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,--,--,"30.33688, -97.806575",$4.17/month PIE members $2/hr Non-Members,40A,30.33688, -97.806575,3,0,0,6,"https://www.google.com/maps/place/30.33688, -97.806575"
135,ENDEAVOR REG / 2500 BEE CAVES3,2500 Bee Caves Rd.,Austin,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.267392, -97.783453",$4.17/month PIE members $2/hr Non-Members,40A,30.267392, -97.783453,8,0,8,8,"https://www.google.com/maps/place/30.267392, -97.783453"
136,REPUBLICSQUARE / GABLES REPUB3,213 W 4th St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.266573, -97.74553",$4.17/month PIE members $2/hr Non-Members,40A,30.266573, -97.74553,20,2,20,20,"https://www.google.com/maps/place/30.266573, -97.74553"
137,COLONIAL CTR HR / STATION 2,607 W 3rd St,Austin,Texas,78703,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.26652, -97.750175",$4.17/month PIE members $2/hr Non-Members,40A,30.26652, -97.750175,20,1,20,20,"https://www.google.com/maps/place/30.26652, -97.750175"
138,PIE AE / PUB ACC NRIDGE1,Campus Dr,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.404194, -97.705465",$4.17/month PIE members $2/hr Non-Members,40A,30.404194, -97.705465,20,1,4,13,"https://www.google.com/maps/place/30.404194, -97.705465"
139,PRESIDIUM / LAUREL,8312 Fathom Cir,Austin,Texas,78750,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,J1772,240V,J1772,"30.436594, -97.777617",$4.17/month PIE members $2/hr Non-Members,40A,30.436594, -97.777617,4,0,2,20,"https://www.google.com/maps/place/30.436594, -97.777617"
140,PIE AE / ANIMAL SERVICE1,7201 Levander Loop,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.251369, -97.689082",$4.17/month PIE members $2/hr Non-Members,40A,30.251369, -97.689082,6,0,4,8,"https://www.google.com/maps/place/30.251369, -97.689082"
141,LADERA BEND / BUILDING 1,7300 Ranch Rd 2222,Austin,Texas,78750,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.373991, -97.802572",$4.17/month PIE members $2/hr Non-Members,40A,30.373991, -97.802572,4,0,2,5,"https://www.google.com/maps/place/30.373991, -97.802572"
142,FOUNDRY / STATION 3,310 Comal St,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.261051, -97.72782",$4.17/month PIE members $2/hr Non-Members,40A,30.261051, -97.72782,20,0,20,20,"https://www.google.com/maps/place/30.261051, -97.72782"
143,CZPROPERTIES / FLOOR 3 UNIT 2,1400 Lavaca St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.276966, -97.742726",$4.17/month PIE members $2/hr Non-Members,40A,30.276966, -97.742726,20,2,17,20,"https://www.google.com/maps/place/30.276966, -97.742726"
144,PARK&ZOOM / VALET #3,9518 Hotel Dr,Austin,Texas,78719,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.211718, -97.662318",$4.17/month PIE members $2/hr Non-Members,40A,30.211718, -97.662318,12,0,1,20,"https://www.google.com/maps/place/30.211718, -97.662318"
145,ENDEAVOR REG / LEVEL 3 - #2,4301 Bull Creek Rd,Austin,Texas,78731,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.317707, -97.754977",$4.17/month PIE members $2/hr Non-Members,40A,30.317707, -97.754977,7,1,6,12,"https://www.google.com/maps/place/30.317707, -97.754977"
146,COA FLEET - PIE / ED BLUE #3,4101 Ed Bluestein Blvd,Austin,Texas,78721,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Municipal,J1772,240V,J1772,"30.277002, -97.667036",$4.17/month PIE members $2/hr Non-Members,40A,30.277002, -97.667036,1,0,3,3,"https://www.google.com/maps/place/30.277002, -97.667036"
147,WEINSTEIN / ANDERSON 1,8601 Anderson Mill Rd,Austin,Texas,78729,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,J1772,240V,J1772,"30.455107, -97.768221",$4.17/month PIE members $2/hr Non-Members,40A,30.455107, -97.768221,6,0,5,8,"https://www.google.com/maps/place/30.455107, -97.768221"
148,NATIONAL INSTRU / 9&10;,11500 N Mopac Expy,Austin,Texas,78759,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.408686, -97.725307",$4.17/month PIE members $2/hr Non-Members,40A,30.408686, -97.725307,20,0,7,20,"https://www.google.com/maps/place/30.408686, -97.725307"
149,COLONIAL CTR HR / STATION 1,607 W 3rd St,Austin,Texas,78703,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.266521, -97.75022",$4.17/month PIE members $2/hr Non-Members,40A,30.266521, -97.75022,20,1,20,20,"https://www.google.com/maps/place/30.266521, -97.75022"
150,PALOMA RIDGE / PALOMA1B,13620 Ranch Rd 620 N,Austin,Texas,78717,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.477229, -97.777396",$4.17/month PIE members $2/hr Non-Members,40A,30.477229, -97.777396,5,0,3,7,"https://www.google.com/maps/place/30.477229, -97.777396"
151,HEB / HEB LAKEWAY #1,2000 Ranch Rd 620 S,Lakeway,Texas,78734,1,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Retail,J1772,--,--,"30.344323, -97.967673",$4.17/month PIE members $2/hr Non-Members,40A,30.344323, -97.967673,2,2,1,20,"https://www.google.com/maps/place/30.344323, -97.967673"
152,ENCINO STATIONS / STATION 3,5707 Southwest Pkwy,Austin,Texas,78735,1,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,--,--,"30.243737, -97.84575",$4.17/month PIE members $2/hr Non-Members,40A,30.243737, -97.84575,6,0,1,3,"https://www.google.com/maps/place/30.243737, -97.84575"
153,PIE AE / PUBACCSVSCTRST1,9101 Tuscany Way,Austin,Texas,78754,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.344088, -97.665823",$4.17/month PIE members $2/hr Non-Members,40A,30.344088, -97.665823,4,1,2,8,"https://www.google.com/maps/place/30.344088, -97.665823"
154,ENDEAVOR REG / LEVEL 2 - #2,4301 Bull Creek Rd,Austin,Texas,78731,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.317689, -97.755015",$4.17/month PIE members $2/hr Non-Members,40A,30.317689, -97.755015,7,1,6,12,"https://www.google.com/maps/place/30.317689, -97.755015"
155,AUSTIN / 400 - 1,400 W Cesar Chavez St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.265028, -97.748448",$4.17/month PIE members $2/hr Non-Members,40A,30.265028, -97.748448,20,1,20,20,"https://www.google.com/maps/place/30.265028, -97.748448"
156,PIE AE / PUBACCHIGHLAND2,5930 Middle Fiskville Rd,Austin,Texas,78752,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.322727, -97.712799",$4.17/month PIE members $2/hr Non-Members,40A,30.322727, -97.712799,11,0,6,20,"https://www.google.com/maps/place/30.322727, -97.712799"
157,HPI 3700 / EV 3,3700 N Capital of Texas Hwy,Austin,Texas,78746,1,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,--,--,"30.336765, -97.806189",$4.17/month PIE members $2/hr Non-Members,40A,30.336765, -97.806189,3,0,0,6,"https://www.google.com/maps/place/30.336765, -97.806189"
