Station Name,Address  1,Address  2,City,State,Postal Code,No. of Ports,Pricing Policy,Usage Access,Category,Subcategory,Port 1: Connector Type,Voltage (V),Port 2: Connector Type,New Georeferenced Column,Pricing ,Power Select
PIE AE / PUB DELL1,1345 Philomena St,,Austin,Texas,78723,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,Commercial,J1772,240V,J1772,"30.302504, -97.706976",$4.17/month PIE members $2/hr Non-Members,40A
W1 / W1,4100 Jackson Ave,,Austin,Texas,78731,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,General,J1772,240V,J1772,"30.315142, -97.755709",$4.17/month PIE members $2/hr Non-Members,40A
DSMCUT / EVSE02 FLOOR L6,501-573 E 15th St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"30.275264, -97.734579",$4.17/month PIE members $2/hr Non-Members,40A
ENDEAVOR REG / LEVEL 4 - #2,4301 Bull Creek Rd,,Austin,Texas,78731,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,General,J1772,240V,J1772,"30.317737, -97.754947",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / PUBHARCON L2,6601 Vaught Ranch Rd,,Austin,Texas,78730,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,General,J1772,240V,J1772,"30.373046, -97.806478",$4.17/month PIE members $2/hr Non-Members,40A
120 ENTRANCE / ACH MAIN,Best Western PLUS Austin CIty Hotel,2200 S. Interstate 35,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Hospitality,Hotel / Resort,J1772,240V,J1772,"30.235856, -97.741577",$4.17/month PIE members $2/hr Non-Members,40A
OPHTHALMOLOGY / AUSTIN EYE STA1,1009 E 40th St,,Austin,Texas,78751,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,General,J1772,240V,J1772,"30.296713, -97.719788",$4.17/month PIE members $2/hr Non-Members,40A
COA FLEET - PIE / TOOMEY #1,1501 Toomey Rd,,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Municipal,Municipal Fleet,NEMA 5-20R,240V,J1772,"30.263723, -97.759262",$4.17/month PIE members $2/hr Non-Members,40A
ENDEAVOR REG / ENDEAVOR STAT1,2021 E 4th St,,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,General,J1772,240V,J1772,"30.259477, -97.720197",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / PALMER STATION2,736-820 Barton Springs Rd,,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,Commercial,J1772,240V,J1772,"30.259201, -97.751695",$4.17/month PIE members $2/hr Non-Members,40A
SOLARWINDS / SOLARWINDS #1,7171 Southwest Parkway,P400 Garage,Austin,Texas,78735,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,High-Tech,J1772,240V,J1772,"30.251073, -97.86319",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / PUB UTANTONIO 2,2420 San Antonio St,,Austin,Texas,78705,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Parking,Commercial,J1772,240V,J1772,"30.288705, -97.742539",$4.17/month PIE members $2/hr Non-Members,40A
NEIGHBORHOOD HO / 912 E11TH STAT1,901 Juniper St,,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,General,J1772,240V,J1772,"30.270384, -97.73108",$4.17/month PIE members $2/hr Non-Members,40A
THE ELIZABETH / THE ELIZABETH 1,13535 Lyndhurst St,,Austin,Texas,78717,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,Apartment,J1772,240V,J1772,"30.477257, -97.78503",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / PUB LOCKHART 1,319 W Slaughter Ln,,Austin,Texas,78748,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,General,NEMA 5-20R,240V,J1772,"30.168498, -97.795821",$4.17/month PIE members $2/hr Non-Members,40A
PARKSIDE 1 / PARKSIDE1,3000 Kramer Ln,,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Retail,Shopping Center,J1772,240V,J1772,"30.396412, -97.72268",$4.17/month PIE members $2/hr Non-Members,40A
1500 ROYAL / ELEMENT AUSTIN,1500 Royal Crest Dr,,Austin,Texas,78741,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,Apartment,J1772,240V,J1772,"30.240527, -97.730373",$4.17/month PIE members $2/hr Non-Members,40A
REPUBLICSQUARE / GABLES REPUB5,219 W 4th St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,Apartment,J1772,240V,J1772,"30.266691, -97.745766",$4.17/month PIE members $2/hr Non-Members,40A
NATIONAL INSTRU / 23&24;,11500B N Mopac Expy,,Austin,Texas,78759,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,High-Tech,J1772,240V,J1772,"30.407286, -97.727058",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / PUB-STDAVIDSST1,710 Trinity St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,Commercial,NEMA 5-20R,240V,J1772,"30.268719, -97.738899",$4.17/month PIE members $2/hr Non-Members,40A
ARBORETUM / N CAPITAL TX 1,9442 N Capital of Texas Hwy,,Austin,Texas,78759,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,General,NEMA 5-20R,240V,J1772,"30.390246, -97.74825",$4.17/month PIE members $2/hr Non-Members,40A
ENDEAVOR REG / STATION 1,11001 Lakeline Blvd,,Austin,Texas,78717,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,General,J1772,240V,J1772,"30.479664, -97.793921",$4.17/month PIE members $2/hr Non-Members,40A
REPUBLICSQUARE / GABLES REPUB4,219 W 4th St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,Apartment,J1772,240V,J1772,"30.266802, -97.74575",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / ZILKERPARKPOLO2,2225 Andrew Zilker Rd,,Austin,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Parks and Recreation,,J1772,240V,J1772,"30.266457, -97.774745",$4.17/month PIE members $2/hr Non-Members,40A
DOMAIN / STATION 2,11601 Alterra Parkway,,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,General,J1772,240V,J1772,"30.402314, -97.718842",$4.17/month PIE members $2/hr Non-Members,40A
1801 E 6TH / AUSTIN 1801 3,1805 E 6th St,,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Parking,Commercial,J1772,240V,J1772,"30.261633, -97.723906",$4.17/month PIE members $2/hr Non-Members,40A
DEVLOPER / TRAMMELL CROW 6,500 W 2nd St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,General,J1772,240V,J1772,"30.265909, -97.748953",$4.17/month PIE members $2/hr Non-Members,40A
DSMCUT / EVSE01 FLOOR L7,501-573 E 15th St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"30.275261, -97.73458",$4.17/month PIE members $2/hr Non-Members,40A
ENDEAVOR REG / LEVEL 4 - #1,4301 Bull Creek Rd,,Austin,Texas,78731,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,General,J1772,240V,J1772,"30.317777, -97.754969",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / PUBACCRIVERSID2,1230-1290 Grove Blvd,,Austin,Texas,78741,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,Commercial,J1772,240V,J1772,"30.235079, -97.705153",$4.17/month PIE members $2/hr Non-Members,40A
COA FLEET - PIE / RUTHERFORD #1,1520 Rutherford Ln,,Austin,Texas,78754,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Municipal,Municipal Fleet,NEMA 5-20R,240V,J1772,"30.335861, -97.679398",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / PUBDENNYSNORTH1,1601 Interstate 35 Frontage Road,,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,Commercial,J1772,240V,J1772,"30.276513, -97.729639",$4.17/month PIE members $2/hr Non-Members,40A
AUSTIN / AUSTIN 200 3,200 W Cesar Chavez St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,High-Tech,J1772,240V,J1772,"30.264505, -97.746067",$4.17/month PIE members $2/hr Non-Members,40A
100 CONGRESS / STATION 1,100 Congress Ave,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,Commercial,J1772,240V,J1772,"30.263961, -97.744801",$4.17/month PIE members $2/hr Non-Members,40A
REPUBLICSQUARE / GABLES REPUB1,311 W 5th St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,Apartment,J1772,240V,J1772,"30.267609, -97.746544",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / PUB ACC EVIEW2,3401 Webberville Rd,,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,Commercial,J1772,240V,J1772,"30.268166, -97.706101",$4.17/month PIE members $2/hr Non-Members,40A
SALTILLO / BLOCK 3,1109 E 5th St,,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,Apartment,J1772,240V,J1772,"30.263129, -97.731254",$4.17/month PIE members $2/hr Non-Members,20A
PIE PRESERVE / MAIN GATEWAY 1,5604 Southwest Pkwy,,Austin,Texas,78735,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,Apartment,J1772,240V,J1772,"30.246834, -97.846018",$4.17/month PIE members $2/hr Non-Members,40A
7700 PARMER / 7700 PARMER 3,7700 W PARMER LN,,Austin,Texas,78729,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,High-Tech,J1772,240V,J1772,"30.458615, -97.752557",$4.17/month PIE members $2/hr Non-Members,40A
GPT / GPT 2,830 W 3rd St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,Apartment,J1772,240V,J1772,"30.268498, -97.754605",$4.17/month PIE members $2/hr Non-Members,40A
7700 PARMER / 7700 PARMER,7700 W Parmer Ln,,Austin,Texas,78729,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,General,J1772,240V,J1772,"30.460477, -97.750024",$4.17/month PIE members $2/hr Non-Members,40A
RPP GARAGE / GARAGE GW,12455 Research Park Loop,,Austin,Texas,78727,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,General,J1772,240V,J1772,"30.429363, -97.755248",$4.17/month PIE members $2/hr Non-Members,40A
CATHERINE / CATHERINE 2,300 Barton Springs Rd,,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,Apartment,J1772,240V,J1772,"30.259099, -97.747754",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / TLC STATION 1,721 Barton Springs Rd,,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,Commercial,J1772,240V,J1772,"30.258379, -97.751993",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / PUBDITTMAR1,1007 W Dittmar Rd,,Austin,Texas,78745,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Parks and Recreation,,J1772,240V,J1772,"30.185301, -97.801234",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / TECHNICENTER1,4101 Ed Bluestein Blvd,,Austin,Texas,78721,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,Commercial,J1772,240V,J1772,"30.276909, -97.666756",$4.17/month PIE members $2/hr Non-Members,40A
ENDEAVOR REG / LEVEL 2 - #1,4301 Bull Creek Rd,,Austin,Texas,78731,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,General,J1772,240V,J1772,"30.317656, -97.754999",$4.17/month PIE members $2/hr Non-Members,40A
SILVER DOLLAR 1 / VAPRO SUPPLY,3600 Silver Dollar Cir,,Austin,Texas,78744,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,General,J1772,240V,J1772,"30.205844, -97.711346",$4.17/month PIE members $2/hr Non-Members,40A
MUELLER MARKET / MUELLER ST1,"1801 E 51st St Austin, TX 78723",,Austin,Texas,78723,1,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,General,J1772,--,--,"30.300963, -97.699557",$4.17/month PIE members $2/hr Non-Members,40A
SAS / SAMSUNG 5,12100 samsung blvd,,Austin,Texas,78754,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,General,J1772,240V,J1772,"30.377397, -97.639766",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / NWRECCENTER 4,2913 Northland Dr,,Austin,Texas,78757,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,Commercial,J1772,240V,J1772,"30.333969, -97.751358",$4.17/month PIE members $2/hr Non-Members,40A
PRESIDIUM / ELEVATION,1911 Willow Creek Dr,,Austin,Texas,78741,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,Apartment,J1772,240V,J1772,"30.233914, -97.727254",$4.17/month PIE members $2/hr Non-Members,40A
HANOVER / L2,100-110 San Antonio St,,Austin,Texas,78701,1,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Multifamily Commercial,Apartment,J1772,--,--,"30.265147, -97.749142",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / PUBHEBBRODIEST1,6636-6804 Brodie Ln,,Austin,Texas,78745,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,Commercial,J1772,240V,J1772,"30.216125, -97.829537",$4.17/month PIE members $2/hr Non-Members,40A
SCHOOL / KEALING1,1607 Pennsylvania Ave,,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Education,High School / Other,J1772,240V,J1772,"30.271324, -97.722928",$4.17/month PIE members $2/hr Non-Members,40A
COA / LOT J NW,10137 Hotel Dr,,Austin,Texas,78719,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Workplace,General,J1772,240V,J1772,"30.207439, -97.661026",$4.17/month PIE members $2/hr Non-Members,40A
CIELO CENTER / STATION 2,1250 S Capital of Texas Hwy,,Austin,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,General,J1772,240V,J1772,"30.280288, -97.823472",$4.17/month PIE members $2/hr Non-Members,40A
HAWTHORNE / STATION 1,2239 Cromwell Cir,,Austin,Texas,78741,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,Apartment,J1772,240V,J1772,"30.227434, -97.71854",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / PUB DELL2,1345 Philomena St,,Austin,Texas,78723,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,Commercial,J1772,240V,J1772,"30.302551, -97.707079",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / ANIMAL SERVICE4,7201 Levander Loop,,Austin,Texas,78721,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,Commercial,J1772,240V,J1772,"30.251539, -97.690799",$4.17/month PIE members $2/hr Non-Members,40A
COA FLEET - PIE / SPRING #1,800-816 Springdale Rd,,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Municipal,Municipal Fleet,NEMA 5-20R,240V,J1772,"30.259113, -97.699699",$4.17/month PIE members $2/hr Non-Members,40A
ST. JOHNS WEST / ST JOHNS SW,601 W St Johns Ave,,Austin,Texas,78752,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,Apartment,J1772,240V,J1772,"30.337843, -97.714871",$4.17/month PIE members $2/hr Non-Members,40A
LAS CIMAS4 / LAS CIMAS #1,900 S Capital of Texas Hwy,,West Lake Hills,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,High-Tech,J1772,240V,J1772,"30.28771, -97.829448",$4.17/month PIE members $2/hr Non-Members,40A
PARK PLAZA / STATION1,115 Sandra Muraida Way,,Austin,Texas,78703,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Retail,Strip Mall,J1772,240V,J1772,"30.268266, -97.755017",$4.17/month PIE members $2/hr Non-Members,40A
GPT / GPT 3,787-799 W 3rd St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,Apartment,J1772,240V,J1772,"30.268396, -97.754401",$4.17/month PIE members $2/hr Non-Members,40A
PRESIDIUM / VIOLET,409 E William Cannon Dr,,Austin,Texas,78745,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,Apartment,J1772,240V,J1772,"30.191582, -97.775626",$4.17/month PIE members $2/hr Non-Members,40A
FOUNDRY / STATION 1,310 Comal St,,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,General,J1772,240V,J1772,"30.261032, -97.727974",$4.17/month PIE members $2/hr Non-Members,40A
PALOMA RIDGE / PALOMA BDG C #2,13620 Ranch Rd 620 N,,Austin,Texas,78717,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,General,J1772,240V,J1772,"30.478106, -97.77793",$4.17/month PIE members $2/hr Non-Members,40A
NATIONAL INSTRU / 11&12;,11500 N Mopac Expy,,Austin,Texas,78759,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,High-Tech,J1772,240V,J1772,"30.408722, -97.725271",$4.17/month PIE members $2/hr Non-Members,40A
ST. JOHNS WEST / ST JOHNS NW,601 W St Johns Ave,,Austin,Texas,78752,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,Apartment,J1772,240V,J1772,"30.337818, -97.714804",$4.17/month PIE members $2/hr Non-Members,40A
SAS / STATION 1,12100 samsung blvd,,Austin,Texas,78754,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,General,J1772,240V,J1772,"30.377935, -97.639951",$4.17/month PIE members $2/hr Non-Members,40A
PARMER AUSTIN / STATION PIC 3,507 E Howard Ln,,Austin,Texas,78753,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,High-Tech,J1772,240V,J1772,"30.41332, -97.654591",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / PUBCHASEESCAL2,4301 Westbank Dr,,Austin,Texas,78746,1,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,Commercial,J1772,--,--,"30.275649, -97.817129",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / 2201 E 6TH ST,2201 E 6th St,,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,Commercial,NEMA 5-20R,240V,J1772,"30.259958, -97.718567",$4.17/month PIE members $2/hr Non-Members,40A
TR DOMAIN 11 / STATION2,11920 Alterra Pkwy,,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,General,J1772,240V,J1772,"30.40522, -97.719541",$4.17/month PIE members $2/hr Non-Members,
PIE AE / ROSEWOOD PARK1,Rosewood Neighborhood Park Pedestrian Walkway,,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,Commercial,J1772,240V,J1772,"30.271704, -97.713959",$4.17/month PIE members $2/hr Non-Members,40A
LEASING OFFICE / STATION 1,8000 US-290,,Austin,Texas,78737,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,Apartment,J1772,240V,J1772,"30.231128, -97.889867",$4.17/month PIE members $2/hr Non-Members,40A
SUSTAINABLEFOOD / SUSTAINABLEFOOD,2921 E 17th St,,Austin,Texas,78702,1,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,General,J1772,--,--,"30.278063, -97.710153",$4.17/month PIE members $2/hr Non-Members,40A
AMD GO GREEN / P100 FL2 RIGHT,7171 Southwest Pkwy,,Austin,Texas,78735,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,Apartment,J1772,240V,J1772,"30.250788, -97.861771",$4.17/month PIE members $2/hr Non-Members,40A
BEXLEYTECHRIDGE / CLUBHOUSE,1200 East Parmer Lane,,Austin,Texas,78753,1,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Parking,Commercial,J1772,--,--,"30.394787, -97.653242",$4.17/month PIE members $2/hr Non-Members,40A
NORTHPOINTCENTR / NORTHPOINT,6834 Austin Center Blvd,,Austin,Texas,78731,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,General,J1772,240V,J1772,"30.351629, -97.752035",$4.17/month PIE members $2/hr Non-Members,40A
HANOVER / L3,110 San Antonio St,,Austin,Texas,78701,1,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Multifamily Commercial,Apartment,J1772,--,--,"30.265425, -97.749045",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / ERCOT 3,7620 Metro Center Dr,,Austin,Texas,78744,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Municipal,Municipal Workplace,J1772,240V,J1772,"30.216443, -97.69223",$4.17/month PIE members $2/hr Non-Members,40A
THE MEDVE GROUP / BARTON HILLS,1244-1298 Barton Hills Dr,,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,Apartment,J1772,240V,J1772,"30.261911, -97.773946",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / SMART CHARGE 1,2016 Centimeter Cir,,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,General,J1772,240V,J1772,"30.381571, -97.713503",$4.17/month PIE members $2/hr Non-Members,40A
COA FLEET - PIE / ROOF3,700-798 E 9th St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Municipal,Municipal Fleet,NEMA 5-20R,240V,J1772,"30.268894, -97.734703",$4.17/month PIE members $2/hr Non-Members,40A
ACC-AE / NORTHRIDGE1,11928 Stonehollow,,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,Commercial,J1772,240V,J1772,"30.404225, -97.705798",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / KRAMER 01,2526 Kramer Ln,,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Municipal,Municipal Parking,NEMA 5-20R,240V,J1772,"30.394697, -97.716885",$4.17/month PIE members $2/hr Non-Members,40A
DSMCUT / EVSE04 FLOOR L4,501-573 E 15th St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"30.275239, -97.734584",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / CONVENTION CTR3,2nd & Brazos,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,Commercial,J1772,240V,J1772,"30.263774, -97.743466",$4.17/month PIE members $2/hr Non-Members,40A
GALLERY DOMAIN / GALLERY DOMAIN,11100 Alterra Pkwy,,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,Apartment,J1772,240V,J1772,"30.396207, -97.722102",$4.17/month PIE members $2/hr Non-Members,30A
COA FLEET - PIE / ROOF4,700-798 E 9th St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Municipal,Municipal Fleet,NEMA 5-20R,240V,J1772,"30.268885, -97.734673",$4.17/month PIE members $2/hr Non-Members,40A
NATIONAL INSTRU / 1&2,11500 N Mopac Expy,,Austin,Texas,78759,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,High-Tech,J1772,240V,J1772,"30.408792, -97.725312",$4.17/month PIE members $2/hr Non-Members,40A
COA FLEET - PIE / ROOF 1,709 E 10th St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Municipal,Municipal Fleet,J1772,240V,J1772,"30.269205, -97.734184",$4.17/month PIE members $2/hr Non-Members,
DSMCUT / EVSE09 FLOOR LL,1305 Red River St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"30.275215, -97.734598",$4.17/month PIE members $2/hr Non-Members,40A
FLATIRON DOMAIN / FLATIRON DOM 2,10727 domain dr,,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,Apartment,J1772,240V,J1772,"30.392852, -97.723729",$4.17/month PIE members $2/hr Non-Members,40A
DOMAIN / STATION 1,11601 Alterra Parkway,,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,General,J1772,240V,J1772,"30.40227, -97.718828",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / PUBACCSOAUSTIN2,5517 Manchaca Rd,,Austin,Texas,78745,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,Commercial,J1772,240V,J1772,"30.216052, -97.796295",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / PUBDENNYSNORTH2,1601 Interstate 35 Frontage Road,,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,Commercial,J1772,240V,J1772,"30.276571, -97.729718",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / PUBPEARSON CTR1,905 W Howard Ln,,Austin,Texas,78753,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,Commercial,J1772,240V,J1772,"30.416583, -97.666048",$4.17/month PIE members $2/hr Non-Members,40A
HYATT PLACE / HP STATION 1,Presidential Blvd,,Austin,Texas,78719,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Hospitality,Hotel / Resort,J1772,240V,J1772,"30.210412, -97.664797",$4.17/month PIE members $2/hr Non-Members,40A
ROSCOE PROPERTI / MESH MAIN,2100-2134 Elmont Dr,,Austin,Texas,78741,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,Apartment,J1772,240V,J1772,"30.240977, -97.726259",$4.17/month PIE members $2/hr Non-Members,40A
