barrels08,charge120,charge240,city08,city08U,cityE,comb08,comb08U,combE,drive,engId,eng_dscr,fuelCost08,fuelType,fuelType1,ghgScore,highway08,highway08U,highwayE,hlv,hpv,id,lv2,lv4,make,model,pv2,pv4,range,rangeCity,rangeCityA,rangeHwy,rangeHwyA,trany,UCity,UHighway,VClass,year,youSaveSpend,baseModel,tCharger,sCharger,atvType,evMotor,mfrCode,c240Dscr,charge240b,c240bDscr
0.0744,0.0,11.0,118,118.0,29.0,108,108.0,31.0,Front-Wheel Drive,903,,700,Electricity,Electricity,10,97,97.0,35.0,24,92,41276,0,0,Nissan,Leaf (62 kW-hr battery pack),0,0,226,245.0,0.0,202.2,0.0,Automatic (A1),176.5,143.3,Midsize Cars,2019,5750,Leaf,,,EV,160 kW DCPM,NSX,,0.0,
0.0768,0.0,11.0,114,114.45,29.4495,104,104.4048,32.283,Front-Wheel Drive,904,,750,Electricity,Electricity,10,94,94.29,35.7461,24,92,41277,0,0,Nissan,Leaf SV/SL (62 kW-hr battery pack),0,0,215,233.7,0.0,192.5,0.0,Automatic (A1),163.5,134.7,Midsize Cars,2019,5500,Leaf,,,EV,160 kW DCPM,NSX,,0.0,
0.1104,0.0,10.0,74,74.37,45.3207,74,73.9677,45.5672,All-Wheel Drive,200,,1050,Electricity,Electricity,10,73,73.482,45.8684,0,0,41393,0,0,Audi,e-tron,0,0,204,205.4,0.0,202.9,0.0,Automatic (A1),100.5,99.3,Standard Sport Utility Vehicle 4WD,2019,4000,e-tron,,,EV,141 and 172 kW Asynchron 3-Phase,VGA,,0.0,
0.1056,0.0,13.0,80,79.8,42.2368,76,76.0705,44.3076,4-Wheel Drive,590,,1000,Electricity,Electricity,10,72,71.96,46.8385,0,0,41413,0,0,Jaguar,I-Pace,0,0,234,244.8,0.0,221.0,0.0,Automatic (A1),113.9926,102.8212,Small Sport Utility Vehicle 4WD,2020,4250,I-Pace,,,EV,147 and 147 kW AC 3-Phase,JLX,,0.0,
0.0624,0.0,8.5,138,138.11,24.4045,131,131.1902,25.6917,Rear-Wheel Drive,30,,600,Electricity,Electricity,10,124,123.62,27.265,0,0,41415,0,15,Tesla,Model 3 Standard Range,0,97,220,230.5,0.0,206.3,0.0,Automatic (A1),197.3,176.6,Midsize Cars,2019,6250,Model 3,,,EV,211 kW AC 3-Phase,TSL,standard charger,0.0,
0.06,0.0,9.5,140,140.42,24.003,133,132.7591,25.3881,Rear-Wheel Drive,31,,550,Electricity,Electricity,10,124,124.46,27.081,0,0,41416,0,15,Tesla,Model 3 Standard Range Plus,0,97,240,253.0,0.0,224.1,0.0,Automatic (A1),200.6,177.8,Midsize Cars,2019,6500,Model 3,,,EV,211 kW AC 3-Phase,TSL,standard charger,0.0,
0.072,0.0,12.0,115,114.9369,29.3248,111,111.3381,30.2726,All-Wheel Drive,14,,700,Electricity,Electricity,10,107,107.2345,31.4311,26,94,41417,0,0,Tesla,Model S Long Range,0,0,370,381.5,0.0,355.9,0.0,Automatic (A1),153.7,143.4,Large Cars,2019,5750,Model S,,,EV,193 and 205 kW AC 3-Phase,TSL,standard charger,8.0,with 72A high power charger connector option
0.0768,0.0,12.0,104,104.2314,32.3367,104,103.9244,32.4322,All-Wheel Drive,22,,750,Electricity,Electricity,10,104,103.5516,32.549,26,94,41418,0,0,Tesla,Model S Performance (19in Wheels),0,0,345,346.0,0.0,343.8,0.0,Automatic (A1),138.0,137.1,Large Cars,2019,5500,Model S,,,EV,193 and 205 kW AC 3-Phase,TSL,standard charger,8.0,with 72A high power charger connector option
0.0839999999999999,0.0,12.0,98,98.1135,34.3531,97,97.0458,34.731,All-Wheel Drive,12,,800,Electricity,Electricity,10,96,95.772,35.1929,26,94,41419,0,0,Tesla,Model S Performance (21in Wheels),0,0,325,328.6,0.0,320.7,0.0,Automatic (A1),129.9,126.8,Large Cars,2019,5250,Model S,,,EV,193 and 205 kW AC 3-Phase,TSL,standard charger,8.0,with 72A high power charger connector option
0.0744,0.0,9.2,113,113.4413,29.7114,109,109.3663,30.8184,All-Wheel Drive,15,,700,Electricity,Electricity,10,105,104.7668,32.1715,26,94,41513,0,0,Tesla,Model S Standard Range,0,0,285,295.4316,0.0,272.8643,0.0,Automatic (A1),151.7,140.1,Large Cars,2019,5750,Model S,,,EV,193 and 205 kW AC 3-Phase,TSL,standard charger,6.2,with 72A high power charger connector option
0.0839999999999999,0.0,12.0,99,98.7448,34.1335,96,96.2122,35.0319,All-Wheel Drive,19,,800,Electricity,Electricity,10,93,93.288,36.13,0,0,41514,0,0,Tesla,Model X Long Range,0,0,325,333.2241,0.0,314.8933,0.0,Automatic (A1),132.1,124.8,Standard Sport Utility Vehicle 4WD,2019,5250,Model X,,,EV,"193 (front), 205/375 (rear) kW ACPM",TSL,standard charger,8.0,with 72A high power charger connector option
0.1032,0.0,12.0,80,80.0673,42.0959,79,78.731,42.8103,All-Wheel Drive,21,,950,Electricity,Electricity,10,77,77.1571,43.6836,0,0,41515,0,0,Tesla,Model X Performance (22in Wheels),0,0,270,274.2684,0.0,264.2426,0.0,Automatic (A1),107.3,103.4,Standard Sport Utility Vehicle 4WD,2019,4500,Model X,,,EV,"193 (front), 205/375 (rear) kW ACPM",TSL,standard charger,8.0,with 72A high power charger connector option
0.1128,0.0,5.0,73,73.15,46.0766,72,72.2873,46.6265,Front-Wheel Drive,1,,1050,Electricity,Electricity,10,71,71.26,47.2986,16,88,42088,0,0,BYD,e6,0,0,187,188.7,0.0,184.3,0.0,Automatic (A1),104.5,101.8,Small Sport Utility Vehicle 2WD,2020,4000,e6,,,EV,75 kW DCPM,BYD,,0.0,
0.0648,0.0,9.0,132,136.85,24.6292,120,122.6523,27.4801,Front-Wheel Drive,47,,600,Electricity,Electricity,10,108,108.85,30.9646,0,0,42089,0,0,Hyundai,Kona Electric,0,0,258,284.1242,0.0,226.0235,0.0,Automatic (A1),195.5,155.5,Small Sport Utility Vehicle 2WD,2020,6250,Kona,,,EV,150 kW AC PMSM,HYX,,0.0,
0.0696,0.0,10.0,127,127.19,26.4997,118,117.6,28.6629,Front-Wheel Drive,101,,650,Electricity,Electricity,10,108,107.66,31.3069,0,0,42191,0,17,Chevrolet,Bolt EV,0,94,259,277.7,0.0,235.1,0.0,Automatic (variable gear ratios),181.7,153.8,Small Station Wagons,2020,6000,Bolt EV,,,EV,150 kW ACPM,GMX,,0.0,
0.06,0.0,5.8,145,144.62,23.3059,133,132.768,25.3864,Front-Wheel Drive,53,,550,Electricity,Electricity,10,121,120.68,27.9292,0,0,42273,0,23,Hyundai,Ioniq Electric,0,96,170,183.8,0.0,153.3,0.0,Automatic (A1),206.6,172.4,Midsize Cars,2020,6500,Ioniq,,,EV,100 kW AC PMSM,HYX,,0.0,
0.0624,0.0,10.0,136,136.5,24.6923,130,130.2464,25.8779,Rear-Wheel Drive,33,,600,Electricity,Electricity,10,123,123.34,27.3269,0,0,42274,0,15,Tesla,Model 3 Long Range,0,97,330,345.0,0.0,311.7,0.0,Automatic (A1),195.0,176.2,Midsize Cars,2020,6250,Model 3,,,EV,211 kW AC 3-Phase,TSL,standard charger,8.5,with 48A high power charger connector option
0.0672,0.0,10.0,124,124.1,27.1563,121,120.5,27.9607,All-Wheel Drive,35,,650,Electricity,Electricity,10,116,116.4,28.9438,0,0,42275,0,15,Tesla,Model 3 Long Range AWD,0,97,322,331.1,0.0,310.6,0.0,Automatic (A1),176.5,159.1,Midsize Cars,2020,6000,Model 3,,,EV,147 and 188 kW AC 3-Phase,TSL,standard charger,8.5,with 48A high power charger connector option
0.0648,0.0,10.0,128,127.68,26.398,123,122.6274,27.4857,Rear-Wheel Drive,32,,600,Electricity,Electricity,10,117,116.97,28.8151,0,0,42276,0,15,Tesla,Model 3 Mid Range,0,97,264,274.1,0.0,251.2,0.0,Automatic (A1),182.4,167.1,Midsize Cars,2020,6250,Model 3,,,EV,211 kW AC 3-Phase,TSL,standard charger,8.5,with 48A high power charger connector option
0.0624,0.0,8.5,138,138.11,24.4045,131,131.1902,25.6917,Rear-Wheel Drive,30,,600,Electricity,Electricity,10,124,123.62,27.265,0,0,42277,0,15,Tesla,Model 3 Standard Range,0,97,220,230.5,0.0,206.3,0.0,Automatic (A1),197.3,176.6,Midsize Cars,2020,6250,Model 3,,,EV,211 kW AC 3-Phase,TSL,standard charger,0.0,
0.0576,0.0,8.5,148,148.4372,22.7066,141,140.5603,23.979,Rear-Wheel Drive,31,,550,Electricity,Electricity,10,132,131.9991,25.5343,0,0,42278,0,15,Tesla,Model 3 Standard Range Plus,0,97,250,260.9,0.0,232.1,0.0,Automatic (A1),210.4,187.1,Midsize Cars,2020,6500,Model 3,,,EV,211 kW AC 3-Phase,TSL,standard charger,0.0,
0.0672,0.0,10.0,124,124.0,27.0,121,121.0,28.0,All-Wheel Drive,36,,650,Electricity,Electricity,10,116,116.0,29.0,0,0,42279,0,15,Tesla,Model 3 Long Range Performance AWD (18in),0,97,322,332.1556,0.0,319.1864,0.0,Automatic (A1),182.7,170.2,Midsize Cars,2020,6000,Model 3,,,EV,147 and 211 kW AC 3-Phase,TSL,standard charger,8.5,with 48A high power charger connector option
0.0696,0.0,10.0,119,118.8673,28.3552,116,115.7185,29.1267,All-Wheel Drive,37,,650,Electricity,Electricity,10,112,112.0894,30.0697,0,0,42280,0,15,Tesla,Model 3 Long Range Performance AWD (19in),0,97,304,312.1,0.0,294.4,0.0,Automatic (A1),163.1,153.8,Midsize Cars,2020,6000,Model 3,,,EV,147 and 211 kW AC 3-Phase,TSL,standard charger,8.5,with 48A high power charger connector option
0.072,0.0,10.0,118,117.9575,28.5739,113,112.8023,29.8797,All-Wheel Drive,38,,650,Electricity,Electricity,10,107,107.0825,31.4757,0,0,42281,0,15,Tesla,Model 3 Long Range Performance AWD (20in),0,97,299,312.1146,0.0,283.3343,0.0,Automatic (A1),162.7,147.7,Midsize Cars,2020,6000,Model 3,,,EV,147 and 211 kW AC 3-Phase,TSL,standard charger,8.5,with 48A high power charger connector option
0.072,0.0,12.0,115,114.9369,29.3248,111,111.3381,30.2726,All-Wheel Drive,14,,700,Electricity,Electricity,10,107,107.2345,31.4311,26,94,42282,0,0,Tesla,Model S Long Range,0,0,373,384.3318,0.0,358.5551,0.0,Automatic (A1),153.7,143.4,Large Cars,2020,5750,Model S,,,EV,193 and 205 kW AC 3-Phase,TSL,standard charger,8.0,with 72A high power charger connector option
0.0768,0.0,12.0,104,104.2314,32.3367,104,103.9244,32.4322,All-Wheel Drive,22,,750,Electricity,Electricity,10,104,103.5516,32.549,26,94,42283,0,0,Tesla,Model S Performance (19in Wheels),0,0,348,349.2432,0.0,346.9773,0.0,Automatic (A1),138.0,137.1,Large Cars,2020,5500,Model S,,,EV,193 and 205 kW AC 3-Phase,TSL,standard charger,8.0,with 72A high power charger connector option
0.0839999999999999,0.0,12.0,98,98.1135,34.3531,97,97.0458,34.731,All-Wheel Drive,12,,800,Electricity,Electricity,10,96,95.772,35.1929,26,94,42284,0,0,Tesla,Model S Performance (21in Wheels),0,0,326,329.8471,0.0,321.924,0.0,Automatic (A1),129.9,126.8,Large Cars,2020,5250,Model S,,,EV,193 and 205 kW AC 3-Phase,TSL,standard charger,8.0,with 72A high power charger connector option
0.0744,0.0,9.2,113,113.4413,29.7114,109,109.3663,30.8184,All-Wheel Drive,15,,700,Electricity,Electricity,10,105,104.7668,32.1715,26,94,42285,0,0,Tesla,Model S Standard Range,0,0,287,297.5048,0.0,274.7791,0.0,Automatic (A1),151.7,140.1,Large Cars,2020,5750,Model S,,,EV,193 and 205 kW AC 3-Phase,TSL,standard charger,6.2,with 72A high power charger connector option
0.0839999999999999,0.0,12.0,99,98.7448,34.1335,96,96.2122,35.0319,All-Wheel Drive,19,,800,Electricity,Electricity,10,93,93.288,36.13,0,0,42286,0,0,Tesla,Model X Long Range,0,0,328,336.3,0.0,317.8,0.0,Automatic (A1),132.1,124.8,Standard Sport Utility Vehicle 4WD,2020,5250,Model X,,,EV,193 and 205 kW AC 3-Phase,TSL,standard charger,8.0,with 72A high power charger connector option
0.0911999999999999,0.0,12.0,90,90.2902,37.3296,90,89.7149,37.569,All-Wheel Drive,20,,850,Electricity,Electricity,10,89,89.0217,37.8616,0,0,42287,0,0,Tesla,Model X Performance (20in Wheels),0,0,305,306.6,0.0,302.2,0.0,Automatic (A1),121.0,119.3,Standard Sport Utility Vehicle 4WD,2020,5000,Model X,,,EV,205 and 375 kW AC 3-Phase,TSL,standard charger,8.0,with 72A high power charger connector option
0.1032,0.0,12.0,80,80.0673,42.0959,79,78.731,42.8103,All-Wheel Drive,21,,950,Electricity,Electricity,10,77,77.1571,43.6836,0,0,42288,0,0,Tesla,Model X Performance (22in Wheels),0,0,272,276.3,0.0,266.2,0.0,Automatic (A1),107.3,103.4,Standard Sport Utility Vehicle 4WD,2020,4500,Model X,,,EV,205 and 375 kW AC 3-Phase,TSL,standard charger,8.0,with 72A high power charger connector option
0.0791999999999999,0.0,9.2,105,104.65,32.2074,101,101.3306,33.2624,All-Wheel Drive,23,,750,Electricity,Electricity,10,98,97.5488,34.552,0,0,42289,0,0,Tesla,Model X Standard Range,0,0,258,265.9,0.0,247.9,0.0,Automatic (A1),140.0,130.5,Standard Sport Utility Vehicle 4WD,2020,5500,Model X,,,EV,193 and 205 kW AC 3-Phase,TSL,standard charger,6.2,with 72A high power charger connector option
0.1176,0.0,10.0,68,67.83,49.6904,69,69.2421,48.677,All-Wheel Drive,721,,1100,Electricity,Electricity,10,71,71.05,47.4384,0,0,42383,0,16,Porsche,Taycan Turbo,0,108,201,196.7859,0.0,206.1614,0.0,Automatic (A2),96.9,101.5,Large Cars,2020,3750,Taycan,,,EV,170 kW ACPM,PRX,,0.0,
0.12,0.0,10.5,67,66.92,50.3661,68,67.5429,49.9016,All-Wheel Drive,723,,1100,Electricity,Electricity,10,68,68.32,49.334,0,0,42427,0,16,Porsche,Taycan Turbo S,0,108,192,190.2139,0.0,194.1546,0.0,Automatic (A2),95.6,97.6,Large Cars,2020,3750,Taycan,,,EV,120 and 170 kW ACPM,PRX,,0.0,
0.0672,0.0,10.0,129,128.52,26.2255,121,120.5015,27.9706,All-Wheel Drive,46,,650,Electricity,Electricity,10,112,111.9636,30.1035,0,0,42474,0,0,Tesla,Model Y Performance AWD,0,0,315,334.0396,0.0,290.9763,0.0,Automatic (A1),170.0,148.1,Small Sport Utility Vehicle 4WD,2020,6000,Model Y,,,EV,147 and 211 kW AC 3-Phase,TSL,standard charger,0.0,with 72A high power charger connector option
0.0744,0.0,4.0,115,114.87,29.3419,108,107.7542,31.2795,Front-Wheel Drive,92,,700,Electricity,Electricity,10,100,100.17,33.6478,9,80,42508,0,0,MINI,Cooper SE Hardtop 2 door,0,0,110,116.9,0.0,101.9,0.0,Automatic (A1),164.1,143.1,Subcompact Cars,2020,5750,Cooper,,,EV,135 kW DCPM,BMX,,0.0,
0.072,0.0,7.0,124,124.39,27.0962,113,113.1242,29.7947,Rear-Wheel Drive,100,,650,Electricity,Electricity,10,102,101.85,33.0928,0,0,42512,0,15,BMW,i3,0,84,153,166.5,0.0,136.4,0.0,Automatic (A1),177.7,145.5,Subcompact Cars,2020,6000,i3,,,EV,125 kW AC Induction,BMX,,0.0,
0.072,0.0,7.0,124,124.39,27.0962,113,113.1242,29.7947,Rear-Wheel Drive,101,,650,Electricity,Electricity,10,102,101.85,33.0928,0,0,42513,0,15,BMW,i3s,0,84,153,166.5,0.0,136.4,0.0,Automatic (A1),177.7,145.5,Subcompact Cars,2020,6000,i3,,,EV,135 kW AC Induction,BMX,,0.0,
0.072,0.0,9.5,123,123.06,27.3891,112,112.3234,30.0071,Front-Wheel Drive,39,,700,Electricity,Electricity,10,102,101.5,33.2069,0,0,42514,0,22,Kia,Niro Electric,0,97,239,259.0,0.0,213.6,0.0,Automatic (A1),175.8,145.0,Small Station Wagons,2020,5750,Niro,,,EV,150 kW IPMSM,KMX,,0.0,
0.072,0.0,8.0,123,122.92,27.4203,111,110.7755,30.4264,Front-Wheel Drive,902,,700,Electricity,Electricity,10,99,98.84,34.1006,24,92,42561,0,0,Nissan,Leaf (40 kW-hr battery pack),0,0,149,163.2,0.0,131.3,0.0,Automatic (A1),175.6,141.2,Midsize Cars,2020,5750,Leaf,,,EV,110 kW DCPM,NSX,,0.0,
0.0744,0.0,11.0,118,117.95,28.5757,108,107.6674,31.3048,Front-Wheel Drive,903,,700,Electricity,Electricity,10,97,97.3,34.6403,24,92,42562,0,0,Nissan,Leaf (62 kW-hr battery pack),0,0,226,245.0238,0.0,202.181,0.0,Automatic (A1),168.5,139.0,Midsize Cars,2020,5750,Leaf,,,EV,160 kW DCPM,NSX,,0.0,
0.0768,0.0,11.0,114,114.45,29.4495,104,104.4048,32.283,Front-Wheel Drive,904,,750,Electricity,Electricity,10,94,94.29,35.7461,24,92,42563,0,0,Nissan,Leaf SV/SL (62 kW-hr battery pack),0,0,215,233.6614,0.0,192.4944,0.0,Automatic (A1),163.5,134.7,Midsize Cars,2020,5500,Leaf,,,EV,160 kW DCPM,NSX,,0.0,
0.1176,0.0,10.5,68,67.76,49.7417,69,69.0521,48.8109,All-Wheel Drive,712,,1100,Electricity,Electricity,10,71,70.7,47.6733,0,0,42590,0,16,Porsche,Taycan 4S Perf Battery Plus,0,108,203,198.8812,0.0,207.413,0.0,Automatic (A2),96.8,101.0,Large Cars,2020,3750,Taycan,,,EV,120 kW ACPM,PRX,,0.0,
0.0744,0.0,4.0,115,114.87,29.3419,108,107.7542,31.2795,Front-Wheel Drive,92,,700,Electricity,Electricity,10,100,100.17,33.6478,9,80,42634,0,0,MINI,Cooper SE Hardtop 2 door,0,0,110,116.9,0.0,101.9,0.0,Automatic (A1),164.1,143.1,Subcompact Cars,2021,5750,Cooper,,,EV,135 kW DCPM,BMX,,0.0,
0.1056,0.0,10.0,76,75.7625,44.4877,77,76.6286,43.9849,All-Wheel Drive,250,,1000,Electricity,Electricity,10,78,77.7144,43.3703,0,0,42674,0,0,Audi,e-tron Sportback,0,0,218,215.9,0.0,221.5,0.0,Automatic (A1),102.3817,105.0195,Standard Sport Utility Vehicle 4WD,2020,4250,e-tron,,,EV,141 and 172 kW Asynchron 3-Phase,VGA,,0.0,
0.0696,0.0,15.3,121,121.1,27.83,117,116.7,28.9,All-Wheel Drive,61,,650,Electricity,Electricity,10,112,111.7,30.2,26,94,42755,0,0,Tesla,Model S Long Range Plus,0,0,402,416.2,0.0,383.8,0.0,Automatic (A1),163.0,150.3,Large Cars,2020,6000,Model S,,,EV,193 and 375 kW AC 3-Phase,TSL,standard charger,0.0,with 72A high power charger connector option
0.072,0.0,10.0,116,115.5072,29.18,111,111.0419,30.3534,All-Wheel Drive,47,,700,Electricity,Electricity,10,106,106.032,31.7876,0,0,42816,0,0,Tesla,Model Y Performance AWD (21in Wheels),0,0,291,301.9,0.0,277.2,0.0,Automatic (A1),153.6,141.0,Small Sport Utility Vehicle 4WD,2020,5750,Model Y,,,EV,158 and 219 kW AC 3-Phase,TSL,standard charger,0.0,with 72A high power charger connector option
0.0672,0.0,10.0,127,127.088,26.521,121,120.9983,27.8558,All-Wheel Drive,45,,650,Electricity,Electricity,10,114,114.304,29.4872,0,0,42916,0,0,Tesla,Model Y Long Range AWD,0,0,316,330.7138,0.0,297.435,0.0,Automatic (A1),169.0,152.0,Small Sport Utility Vehicle 4WD,2020,6000,Model Y,,,EV,158 and 203 kW AC 3-Phase,TSL,standard charger,0.0,with 72A high power charger connector option
0.0887999999999999,0.0,8.0,96,95.62,35.2489,92,91.9254,36.6656,All-Wheel Drive,145,,800,Electricity,Electricity,10,88,87.78,38.3971,26,89,43294,0,0,Polestar,2,0,0,233,241.9,0.0,222.1,0.0,Automatic (A1),136.6,125.4,Midsize Cars,2021,5250,2,,,EV,150 kW ACPM,VVX,,0.0,
0.1032,0.0,8.0,85,85.47,39.4349,79,78.736,42.8076,All-Wheel Drive,142,,950,Electricity,Electricity,10,72,71.82,46.9298,0,0,43295,0,25,Volvo,XC40 AWD BEV,0,98,208,223.6,0.0,188.0,0.0,Automatic (A1),122.1,102.6,Small Sport Utility Vehicle 4WD,2021,4500,XC40,,,EV,150 kW ACPM,VVX,,0.0,
0.06,0.0,11.2,141,140.6978,23.9556,134,134.2346,25.109,All-Wheel Drive,35,,550,Electricity,Electricity,10,127,127.0987,26.5188,0,0,43401,0,15,Tesla,Model 3 Long Range AWD,0,97,353,369.5,0.0,333.8,0.0,Automatic (A1),188.3,170.1,Midsize Cars,2021,6500,Model 3,,,EV,98 and 195 kW AC 3-Phase,TSL,standard charger,9.3,with 48A high power charger connector option
0.072,0.0,11.6,118,117.5346,28.6767,113,112.5105,29.9572,All-Wheel Drive,38,,650,Electricity,Electricity,10,107,106.9243,31.5223,0,0,43402,0,15,Tesla,Model 3 Performance AWD,0,97,315,328.7,0.0,299.0,0.0,Automatic (A1),157.3,143.1,Midsize Cars,2021,6000,Model 3,,,EV,131 and 190 kW AC 3-Phase,TSL,standard charger,9.6,with 48A high power charger connector option
0.0768,0.0,15.0,109,108.7652,30.9888,105,105.3171,32.0033,All-Wheel Drive,75,,700,Electricity,Electricity,10,101,101.3887,33.2434,0,0,43403,0,0,Tesla,Model X Long Range Plus,0,0,371,382.2,0.0,356.3,0.0,Automatic (A1),144.5,134.7,Standard Sport Utility Vehicle 4WD,2021,5750,Model X,,,EV,180 and 189 kW AC 3-Phase,TSL,standard charger,8.3,with 72A high power charger connector option
0.0839999999999999,0.0,15.0,100,99.5204,33.8674,97,97.4262,34.5954,All-Wheel Drive,20,,800,Electricity,Electricity,10,95,94.9833,35.4852,0,0,43404,0,0,Tesla,Model X Performance (20in Wheels),0,0,341,348.0,0.0,332.2,0.0,Automatic (A1),133.8,127.7,Standard Sport Utility Vehicle 4WD,2021,5250,Model X,,,EV,151 and 273 kW AC 3-Phase,TSL,standard charger,8.3,with 72A high power charger connector option
0.0936,0.0,15.0,89,88.5122,38.0795,86,85.8038,39.2815,All-Wheel Drive,21,,900,Electricity,Electricity,10,83,82.7106,40.7505,0,0,43405,0,0,Tesla,Model X Performance (22in Wheels),0,0,300,309.3,0.0,289.0,0.0,Automatic (A1),119.0,111.2,Standard Sport Utility Vehicle 4WD,2021,4750,Model X,,,EV,151 and 273 kW AC 3-Phase,TSL,standard charger,8.3,with 72A high power charger connector option
0.0648,0.0,10.0,131,131.4219,25.6464,125,124.6231,27.0455,All-Wheel Drive,45,,600,Electricity,Electricity,10,117,117.2121,28.7556,0,0,43406,0,0,Tesla,Model Y Long Range AWD,0,0,326,342.5,0.0,305.5,0.0,Automatic (A1),171.1,152.6,Small Sport Utility Vehicle 4WD,2021,6250,Model Y,,,EV,69 and 201 kW AC 3-Phase,TSL,standard charger,6.2,with 72A high power charger connector option
0.072,0.0,11.8,115,114.9078,29.3322,111,110.5307,30.4938,All-Wheel Drive,47,,700,Electricity,Electricity,10,106,105.6138,31.9135,0,0,43407,0,0,Tesla,Model Y Performance AWD,0,0,303,314.4,0.0,289.0,0.0,Automatic (A1),149.6,137.5,Small Sport Utility Vehicle 4WD,2021,5750,Model Y,,,EV,133 and 179 kW AC 3-Phase,TSL,standard charger,6.6,with 72A high power charger connector option
0.0696,0.0,9.5,127,127.0,25.9849,114,114.0,29.1732,Front-Wheel Drive,9,,650,Electricity,Electricity,10,101,101.0,33.0701,0,0,43412,0,23,Kia,Soul Electric,0,98,243,268.6829,0.0,211.0939,0.0,Automatic (A1),185.3,145.6,Small Station Wagons,2020,6000,Soul,,,EV,201 kW AC PMSM,KMX,,0.0,
0.0768,0.0,12.0,108,108.4231,31.0865,105,104.8153,32.1566,All-Wheel Drive,75,,700,Electricity,Electricity,10,101,100.719,33.4644,0,0,43413,0,0,Tesla,Model X Long Range Plus,0,0,351,362.5,0.0,336.7,0.0,Automatic (A1),153.4,142.5,Standard Sport Utility Vehicle 4WD,2020,5750,Model X,,,EV,193 and 205 kW AC 3-Phase,TSL,standard charger,8.0,with 72A high power charger connector option
0.1032,0.0,10.0,78,77.7719,43.3383,78,77.6455,43.4088,All-Wheel Drive,200,,1000,Electricity,Electricity,10,77,77.4914,43.4952,0,0,43498,0,0,Audi,e-tron,0,0,222,222.74,0.0,221.9408,0.0,Automatic (A1),105.0972,104.7181,Standard Sport Utility Vehicle 4WD,2021,4250,e-tron,,,EV,141 and 172 kW Asynchron 3-Phase,VGA,,0.0,
0.1056,0.0,10.0,76,75.78,44.4774,77,76.636,43.9807,All-Wheel Drive,250,,1000,Electricity,Electricity,10,78,77.7087,43.3735,0,0,43499,0,0,Audi,e-tron Sportback,0,0,218,215.9764,0.0,221.4746,0.0,Automatic (A1),102.4054,105.0118,Standard Sport Utility Vehicle 4WD,2021,4250,e-tron,,,EV,141 and 172 kW Asynchron 3-Phase,VGA,,0.0,
0.0744,0.0,14.7,114,113.608,29.6678,110,110.2588,30.569,All-Wheel Drive,22,,700,Electricity,Electricity,10,106,106.4242,31.6704,26,94,43516,0,0,Tesla,Model S Performance (19in Wheels),0,0,387,398.3,0.0,373.2,0.0,Automatic (A1),153.4,143.7,Large Cars,2021,5750,Model S,,,EV,149 and 276 kW AC 3-Phase,TSL,standard charger,8.2,with 72A high power charger connector option
0.0839999999999999,0.0,14.7,98,98.2036,34.3216,96,95.6238,35.2475,All-Wheel Drive,12,,800,Electricity,Electricity,10,93,92.6491,36.3792,26,94,43517,0,0,Tesla,Model S Performance (21in Wheels),0,0,334,342.6,0.0,323.2,0.0,Automatic (A1),132.6,125.1,Large Cars,2021,5250,Model S,,,EV,149 and 276 kW AC 3-Phase,TSL,standard charger,8.2,with 72A high power charger connector option
0.0839999999999999,0.0,7.5,104,104.0,32.1858,97,97.0,35.0,Rear-Wheel Drive,500,,800,Electricity,Electricity,10,89,89.0,37.2967,0,0,43557,0,0,Volkswagen,ID.4 1st,0,0,250,266.7659,0.0,230.1587,0.0,Automatic (A1),149.6,129.1,Small Sport Utility Vehicle 2WD,2021,5250,ID.4,,,EV,150 kW AC 3-Phase,VGA,,0.0,
0.0839999999999999,0.0,7.5,104,104.0,32.1858,97,97.0,35.0,Rear-Wheel Drive,501,,800,Electricity,Electricity,10,89,89.0,37.2967,0,0,43558,0,0,Volkswagen,ID.4 Pro S,0,0,250,266.7659,0.0,230.1587,0.0,Automatic (A1),149.6,129.1,Small Sport Utility Vehicle 2WD,2021,5250,ID.4,,,EV,150 kW AC 3-Phase,VGA,,0.0,
0.0863999999999999,0.0,8.5,100,99.61,33.8571,93,92.7822,36.3643,All-Wheel Drive,147,,800,Electricity,Electricity,10,86,85.61,39.4286,0,0,43602,0,24,Ford,Mustang Mach-E AWD,0,101,211,225.5,0.0,193.7,0.0,Automatic (A1),142.3,122.3,Small Station Wagons,2021,5250,Mustang Mach-E,,,EV,198 and 198 kW AC PMSM,FMX,,0.0,
0.0887999999999999,0.0,10.7,96,96.4888,34.9419,90,90.4336,37.2743,All-Wheel Drive,173,,850,Electricity,Electricity,10,84,83.9914,40.125,0,0,43603,0,24,Ford,Mustang Mach-E AWD Extended,0,101,270,286.4,0.0,249.2,0.0,Automatic (A1),137.8412,119.9877,Small Station Wagons,2021,5000,Mustang Mach-E,,,EV,209 and 209 kW AC PMSM,FMX,,0.0,
0.0815999999999999,0.0,8.8,105,105.35,32.0,100,99.6045,33.8643,Rear-Wheel Drive,52,,750,Electricity,Electricity,10,93,93.38,36.1429,0,0,43604,0,24,Ford,Mustang Mach-E RWD,0,101,230,242.4,0.0,215.0,0.0,Automatic (A1),150.5,133.4,Small Station Wagons,2021,5500,Mustang Mach-E,,,EV,198 kW AC PMSM,FMX,,0.0,
