Created;Station ID;Station name;Start time;Stop time;Duration;Energy (Wh);Plug type;Cumulative energy (Wh);Colonna1
23/04/2019 14.50;1140;Hämeenkatu 8;23/04/2019 14.50;23/04/2019 14.50;1;0;AC;9401230;0
23/04/2019 14.51;1140;Hämeenkatu 8;23/04/2019 14.51;23/04/2019 14.51;1;0;AC;9401230;0
23/04/2019 14.51;1140;Hämeenkatu 8;23/04/2019 14.51;23/04/2019 15.55;65;6700;AC;9407930;6184.615385
23/04/2019 15.04;1138;Hämeenkatu 8;23/04/2019 15.04;23/04/2019 15.19;16;830;AC;9408760;3112.5
23/04/2019 15.34;2653;Puistokatu 10;23/04/2019 15.34;23/04/2019 16.56;82;4620;AC;9413380;3380.487805
23/04/2019 16.06;1086;Turun linja-autoasema;23/04/2019 16.06;23/04/2019 17.45;99;16630;AC;9430010;10078.78788
23/04/2019 16.07;1138;Hämeenkatu 8;23/04/2019 16.07;23/04/2019 17.31;85;1260;AC;9431270;889.4117647
23/04/2019 16.16;1100;Puutarhakatu 4;23/04/2019 16.16;23/04/2019 16.16;1;0;AC;9431270;0
23/04/2019 16.18;1100;Puutarhakatu 4;23/04/2019 16.18;23/04/2019 16.53;36;3790;AC;9435060;6316.666667
23/04/2019 16.24;1126;ABC Tammisilta;23/04/2019 16.24;23/04/2019 17.47;83;29949;DC;9465009;21649.87952
23/04/2019 16.38;2501;Stedingkinkatu 2;23/04/2019 16.38;23/04/2019 18.49;131;0;AC;9465009;0
23/04/2019 17.00;1140;Hämeenkatu 8;23/04/2019 17.00;23/04/2019 18.40;100;4580;AC;9469589;2748
23/04/2019 17.12;1100;Puutarhakatu 4;23/04/2019 17.12;23/04/2019 17.12;1;0;AC;9469589;0
23/04/2019 17.13;1100;Puutarhakatu 4;23/04/2019 17.13;23/04/2019 20.10;178;0;AC;9469589;0
23/04/2019 17.57;1086;Turun linja-autoasema;23/04/2019 17.57;23/04/2019 21.13;196;5510;AC;9475099;1686.734694
23/04/2019 18.45;2653;Puistokatu 10;23/04/2019 18.45;23/04/2019 21.28;164;0;AC;9475099;0
23/04/2019 18.56;1138;Hämeenkatu 8;23/04/2019 18.56;23/04/2019 21.16;141;6250;AC;9481349;2659.574468
23/04/2019 19.02;1140;Hämeenkatu 8;23/04/2019 19.02;23/04/2019 22.33;211;2510;AC;9483859;713.7440758
23/04/2019 20.07;1126;ABC Tammisilta;23/04/2019 20.07;23/04/2019 20.55;49;11958;DC;9495817;14642.44898
23/04/2019 20.10;1100;Puutarhakatu 4;23/04/2019 20.10;23/04/2019 20.56;47;0;AC;9495817;0
23/04/2019 20.57;1100;Puutarhakatu 4;23/04/2019 20.57;23/04/2019 23.18;141;7060;AC;9502877;3004.255319
24/04/2019 07.26;2501;Stedingkinkatu 2;24/04/2019 07.26;24/04/2019 09.20;114;0;AC;9502877;0
24/04/2019 07.36;1100;Puutarhakatu 4;24/04/2019 07.36;24/04/2019 12.00;265;8770;AC;9511647;1985.660377
24/04/2019 08.07;1138;Hämeenkatu 8;24/04/2019 08.07;24/04/2019 08.22;16;790;AC;9512437;2962.5
24/04/2019 08.12;1140;Hämeenkatu 8;24/04/2019 08.12;24/04/2019 13.19;307;5890;AC;9518327;1151.140065
24/04/2019 08.21;3022;Turun linja-autoasema;24/04/2019 08.21;24/04/2019 08.21;1;0;AC;9518327;0
24/04/2019 08.22;1086;Turun linja-autoasema;24/04/2019 08.22;24/04/2019 12.17;235;7150;AC;9525477;1825.531915
24/04/2019 08.25;2653;Puistokatu 10;24/04/2019 08.25;24/04/2019 10.46;142;0;AC;9525477;0
24/04/2019 09.00;1138;Hämeenkatu 8;24/04/2019 09.00;24/04/2019 11.56;176;9040;AC;9534517;3081.818182
24/04/2019 09.33;4666;Logomo;24/04/2019 09.33;24/04/2019 13.04;212;2510;AC;9537027;710.3773585
24/04/2019 11.22;3023;Turun linja-autoasema;24/04/2019 11.22;24/04/2019 11.41;20;5923;DC;9542950;17769
24/04/2019 12.32;1086;Turun linja-autoasema;24/04/2019 12.32;24/04/2019 12.58;26;1280;AC;9544230;2953.846154
24/04/2019 12.51;1100;Puutarhakatu 4;24/04/2019 12.51;24/04/2019 13.32;41;4190;AC;9548420;6131.707317
24/04/2019 13.20;1126;ABC Tammisilta;24/04/2019 13.20;24/04/2019 13.40;20;5983;DC;9554403;17949
24/04/2019 13.23;4666;Logomo;24/04/2019 13.23;24/04/2019 16.30;188;11540;AC;9565943;3682.978723
24/04/2019 13.32;1140;Hämeenkatu 8;24/04/2019 13.32;24/04/2019 15.45;134;0;AC;9565943;0
24/04/2019 14.04;1138;Hämeenkatu 8;24/04/2019 14.04;24/04/2019 14.23;20;1020;AC;9566963;3060
24/04/2019 14.53;3023;Turun linja-autoasema;24/04/2019 14.53;24/04/2019 15.32;40;3812;DC;9570775;5718
24/04/2019 15.20;1138;Hämeenkatu 8;24/04/2019 15.20;24/04/2019 16.06;46;2480;AC;9573255;3234.782609
24/04/2019 15.26;2501;Stedingkinkatu 2;24/04/2019 15.26;24/04/2019 16.23;57;0;AC;9573255;0
24/04/2019 16.14;1100;Puutarhakatu 4;24/04/2019 16.14;24/04/2019 18.03;109;5370;AC;9578625;2955.963303
24/04/2019 17.57;1126;ABC Tammisilta;24/04/2019 17.57;24/04/2019 18.27;31;18454;DC;9597079;35717.41935
25/04/2019 07.37;3023;Turun linja-autoasema;25/04/2019 07.37;25/04/2019 08.49;73;24486;DC;9621565;20125.47945
25/04/2019 07.42;2501;Stedingkinkatu 2;25/04/2019 07.42;25/04/2019 09.50;128;0;AC;9621565;0
25/04/2019 08.04;1140;Hämeenkatu 8;25/04/2019 08.04;25/04/2019 09.50;106;5950;AC;9627515;3367.924528
25/04/2019 08.09;1138;Hämeenkatu 8;25/04/2019 08.09;25/04/2019 11.31;203;6840;AC;9634355;2021.674877
25/04/2019 08.12;1100;Puutarhakatu 4;25/04/2019 08.12;25/04/2019 12.16;244;5000;AC;9639355;1229.508197
25/04/2019 08.36;1086;Turun linja-autoasema;25/04/2019 08.36;25/04/2019 11.59;203;0;AC;9639355;0
25/04/2019 08.59;3023;Turun linja-autoasema;25/04/2019 08.59;25/04/2019 09.31;33;1340;DC;9640695;2436.363636
25/04/2019 10.26;3023;Turun linja-autoasema;25/04/2019 10.26;25/04/2019 10.26;1;13;DC;9640708;780
25/04/2019 11.30;1140;Hämeenkatu 8;25/04/2019 11.30;25/04/2019 16.20;291;6440;AC;9647148;1327.835052
25/04/2019 11.31;3023;Turun linja-autoasema;25/04/2019 11.31;25/04/2019 11.45;14;1482;DC;9648630;6351.428571
25/04/2019 11.59;1086;Turun linja-autoasema;25/04/2019 11.59;25/04/2019 11.59;1;0;AC;9648630;0
25/04/2019 13.02;1100;Puutarhakatu 4;25/04/2019 13.02;25/04/2019 13.33;31;0;AC;9648630;0
25/04/2019 13.33;1100;Puutarhakatu 4;25/04/2019 13.33;25/04/2019 16.18;165;0;AC;9648630;0
25/04/2019 14.49;1138;Hämeenkatu 8;25/04/2019 14.49;25/04/2019 16.17;88;3630;AC;9652260;2475
25/04/2019 16.16;3023;Turun linja-autoasema;25/04/2019 16.16;25/04/2019 16.37;22;4743;DC;9657003;12935.45455
25/04/2019 16.21;1100;Puutarhakatu 4;25/04/2019 16.21;25/04/2019 17.36;76;2520;AC;9659523;1989.473684
25/04/2019 16.57;2653;Puistokatu 10;25/04/2019 16.57;25/04/2019 18.50;113;0;AC;9659523;0
25/04/2019 17.06;2501;Stedingkinkatu 2;25/04/2019 17.06;25/04/2019 19.32;146;0;AC;9659523;0
25/04/2019 17.08;1140;Hämeenkatu 8;25/04/2019 17.08;25/04/2019 19.49;161;8320;AC;9667843;3100.621118
25/04/2019 18.47;1086;Turun linja-autoasema;25/04/2019 18.47;25/04/2019 21.22;155;5560;AC;9673403;2152.258065
25/04/2019 19.02;3023;Turun linja-autoasema;25/04/2019 19.02;25/04/2019 19.02;1;39;DC;9673442;2340
25/04/2019 19.03;3023;Turun linja-autoasema;25/04/2019 19.03;25/04/2019 20.02;60;21432;DC;9694874;21432
25/04/2019 19.11;1100;Puutarhakatu 4;25/04/2019 19.11;25/04/2019 21.49;158;7850;AC;9702724;2981.012658
25/04/2019 21.12;2501;Stedingkinkatu 2;25/04/2019 21.12;25/04/2019 22.59;107;0;AC;9702724;0
25/04/2019 23.00;2501;Stedingkinkatu 2;25/04/2019 23.00;25/04/2019 23.10;10;500;AC;9703224;3000
26/04/2019 07.45;2501;Stedingkinkatu 2;26/04/2019 07.45;26/04/2019 09.40;116;0;AC;9703224;0
26/04/2019 08.06;3022;Turun linja-autoasema;26/04/2019 08.06;26/04/2019 08.55;50;2654;AC;9705878;3184.8
26/04/2019 08.06;1140;Hämeenkatu 8;26/04/2019 08.06;26/04/2019 12.28;262;6310;AC;9712188;1445.038168
26/04/2019 08.17;4666;Logomo;26/04/2019 08.17;26/04/2019 09.12;56;2980;AC;9715168;3192.857143
26/04/2019 08.18;1086;Turun linja-autoasema;26/04/2019 08.18;26/04/2019 12.30;252;5360;AC;9720528;1276.190476
26/04/2019 08.46;1138;Hämeenkatu 8;26/04/2019 08.46;26/04/2019 09.39;54;17660;AC;9738188;19622.22222
26/04/2019 09.41;1100;Puutarhakatu 4;26/04/2019 09.41;26/04/2019 10.36;56;2810;AC;9740998;3010.714286
26/04/2019 10.50;4666;Logomo;26/04/2019 10.50;26/04/2019 11.42;52;2930;AC;9743928;3380.769231
26/04/2019 10.58;1100;Puutarhakatu 4;26/04/2019 10.58;26/04/2019 12.48;111;6180;AC;9750108;3340.540541
26/04/2019 11.33;1126;ABC Tammisilta;26/04/2019 11.33;26/04/2019 11.49;17;8121;DC;9758229;28662.35294
26/04/2019 12.13;1138;Hämeenkatu 8;26/04/2019 12.13;26/04/2019 16.43;271;10630;AC;9768859;2353.505535
26/04/2019 12.29;3022;Turun linja-autoasema;26/04/2019 12.29;26/04/2019 14.14;106;5040;AC;9773899;2852.830189
26/04/2019 12.33;3023;Turun linja-autoasema;26/04/2019 12.33;26/04/2019 12.57;25;5780;DC;9779679;13872
26/04/2019 12.43;4666;Logomo;26/04/2019 12.43;26/04/2019 12.44;2;0;AC;9779679;0
26/04/2019 12.57;2501;Stedingkinkatu 2;26/04/2019 12.57;26/04/2019 13.59;62;0;AC;9779679;0
26/04/2019 13.10;1100;Puutarhakatu 4;26/04/2019 13.10;26/04/2019 13.10;1;0;AC;9779679;0
26/04/2019 13.13;1100;Puutarhakatu 4;26/04/2019 13.13;26/04/2019 13.14;2;0;AC;9779679;0
26/04/2019 13.16;1100;Puutarhakatu 4;26/04/2019 13.16;26/04/2019 13.17;1;0;AC;9779679;0
26/04/2019 13.36;1100;Puutarhakatu 4;26/04/2019 13.36;26/04/2019 13.37;2;0;AC;9779679;0
26/04/2019 13.54;1100;Puutarhakatu 4;26/04/2019 13.54;26/04/2019 14.49;55;2620;AC;9782299;2858.181818
26/04/2019 13.55;1086;Turun linja-autoasema;26/04/2019 13.55;26/04/2019 17.43;228;7250;AC;9789549;1907.894737
26/04/2019 14.46;1126;ABC Tammisilta;26/04/2019 14.46;26/04/2019 15.09;23;4411;DC;9793960;11506.95652
26/04/2019 15.09;1126;ABC Tammisilta;26/04/2019 15.09;26/04/2019 15.25;16;893;DC;9794853;3348.75
26/04/2019 15.26;1126;ABC Tammisilta;26/04/2019 15.26;26/04/2019 15.30;4;129;DC;9794982;1935
26/04/2019 16.35;2501;Stedingkinkatu 2;26/04/2019 16.35;26/04/2019 17.26;52;0;AC;9794982;0
26/04/2019 16.39;3022;Turun linja-autoasema;26/04/2019 16.39;26/04/2019 19.08;150;25702;AC;9820684;10280.8
26/04/2019 17.12;1100;Puutarhakatu 4;26/04/2019 17.12;26/04/2019 17.41;30;970;AC;9821654;1940
26/04/2019 19.43;1100;Puutarhakatu 4;26/04/2019 19.43;26/04/2019 20.18;35;1840;AC;9823494;3154.285714
26/04/2019 21.19;1100;Puutarhakatu 4;26/04/2019 21.19;26/04/2019 21.28;10;500;AC;9823994;3000
27/04/2019 07.06;2501;Stedingkinkatu 2;27/04/2019 07.06;27/04/2019 07.45;39;1930;AC;9825924;2969.230769
27/04/2019 08.45;2501;Stedingkinkatu 2;27/04/2019 08.45;27/04/2019 11.30;165;0;AC;9825924;0
27/04/2019 09.02;1100;Puutarhakatu 4;27/04/2019 09.02;27/04/2019 14.53;351;7480;AC;9833404;1278.632479
27/04/2019 11.13;1086;Turun linja-autoasema;27/04/2019 11.13;27/04/2019 15.09;236;2160;AC;9835564;549.1525424
27/04/2019 12.42;3022;Turun linja-autoasema;27/04/2019 12.42;27/04/2019 15.08;147;7943;AC;9843507;3242.040816
27/04/2019 14.35;3023;Turun linja-autoasema;27/04/2019 14.35;27/04/2019 14.57;22;9513;DC;9853020;25944.54545
27/04/2019 14.39;2501;Stedingkinkatu 2;27/04/2019 14.39;27/04/2019 15.37;58;0;AC;9853020;0
27/04/2019 16.03;1100;Puutarhakatu 4;27/04/2019 16.03;27/04/2019 19.05;183;5960;AC;9858980;1954.098361
27/04/2019 16.32;1138;Hämeenkatu 8;27/04/2019 16.32;27/04/2019 19.07;155;5760;AC;9864740;2229.677419
27/04/2019 16.57;2501;Stedingkinkatu 2;27/04/2019 16.57;27/04/2019 18.47;110;0;AC;9864740;0
27/04/2019 20.36;2501;Stedingkinkatu 2;27/04/2019 20.36;27/04/2019 22.41;125;0;AC;9864740;0
28/04/2019 10.13;3023;Turun linja-autoasema;28/04/2019 10.13;28/04/2019 10.13;1;38;DC;9864778;2280
28/04/2019 10.14;3023;Turun linja-autoasema;28/04/2019 10.14;28/04/2019 11.14;61;13421;DC;9878199;13200.98361
28/04/2019 11.22;2653;Puistokatu 10;28/04/2019 11.22;28/04/2019 12.35;73;3970;AC;9882169;3263.013699
28/04/2019 17.00;1138;Hämeenkatu 8;28/04/2019 17.00;28/04/2019 19.13;133;6620;AC;9888789;2986.466165
28/04/2019 19.10;1100;Puutarhakatu 4;28/04/2019 19.10;28/04/2019 21.05;115;5100;AC;9893889;2660.869565
29/04/2019 08.27;1140;Hämeenkatu 8;29/04/2019 08.27;29/04/2019 12.38;252;6060;AC;9899949;1442.857143
29/04/2019 08.29;4666;Logomo;29/04/2019 08.29;29/04/2019 16.51;502;43430;AC;9943379;5190.836653
29/04/2019 08.49;1138;Hämeenkatu 8;29/04/2019 08.49;29/04/2019 10.10;82;4470;AC;9947849;3270.731707
29/04/2019 09.58;1100;Puutarhakatu 4;29/04/2019 09.58;29/04/2019 13.44;226;8350;AC;9956199;2216.814159
29/04/2019 10.47;3022;Turun linja-autoasema;29/04/2019 10.47;29/04/2019 11.45;59;3395;AC;9959594;3452.542373
29/04/2019 11.34;1138;Hämeenkatu 8;29/04/2019 11.34;29/04/2019 12.10;36;1780;AC;9961374;2966.666667
29/04/2019 13.14;3022;Turun linja-autoasema;29/04/2019 13.14;29/04/2019 14.11;58;2954;AC;9964328;3055.862069
29/04/2019 14.54;1100;Puutarhakatu 4;29/04/2019 14.54;29/04/2019 16.33;99;10160;AC;9974488;6157.575758
29/04/2019 15.57;3022;Turun linja-autoasema;29/04/2019 15.57;29/04/2019 18.17;141;7324;AC;9981812;3116.595745
29/04/2019 16.33;2500;Stedingkinkatu 2;29/04/2019 16.33;29/04/2019 17.35;63;0;AC;9981812;0
29/04/2019 16.33;1138;Hämeenkatu 8;29/04/2019 16.33;29/04/2019 20.25;232;5490;AC;9987302;1419.827586
29/04/2019 17.31;1100;Puutarhakatu 4;29/04/2019 17.31;29/04/2019 19.17;107;3980;AC;9991282;2231.775701
29/04/2019 17.52;1140;Hämeenkatu 8;29/04/2019 17.52;29/04/2019 20.58;186;6430;AC;9997712;2074.193548
29/04/2019 18.09;2653;Puistokatu 10;29/04/2019 18.09;29/04/2019 19.08;59;0;AC;9997712;0
30/04/2019 07.48;1100;Puutarhakatu 4;30/04/2019 07.48;30/04/2019 11.49;241;6000;AC;10003712;1493.775934
30/04/2019 08.12;2653;Puistokatu 10;30/04/2019 08.12;30/04/2019 09.06;54;0;AC;10003712;0
30/04/2019 08.22;1140;Hämeenkatu 8;30/04/2019 08.22;30/04/2019 15.45;443;6220;AC;10009932;842.4379233
30/04/2019 09.10;3022;Turun linja-autoasema;30/04/2019 09.10;30/04/2019 09.10;1;0;AC;10009932;0
30/04/2019 09.11;1086;Turun linja-autoasema;30/04/2019 09.11;30/04/2019 13.06;236;7310;AC;10017242;1858.474576
30/04/2019 09.38;6442;Turun Messukeskus;30/04/2019 09.38;30/04/2019 11.58;141;6044;AC;10023286;2571.914894
30/04/2019 10.03;2500;Stedingkinkatu 2;30/04/2019 10.03;30/04/2019 10.54;51;2520;AC;10025806;2964.705882
30/04/2019 11.12;4666;Logomo;30/04/2019 11.12;30/04/2019 13.45;154;4010;AC;10029816;1562.337662
30/04/2019 11.16;1138;Hämeenkatu 8;30/04/2019 11.16;30/04/2019 11.35;20;690;AC;10030506;2070
30/04/2019 11.31;3022;Turun linja-autoasema;30/04/2019 11.31;30/04/2019 12.19;49;2792;AC;10033298;3418.77551
30/04/2019 12.43;1100;Puutarhakatu 4;30/04/2019 12.43;30/04/2019 18.15;333;5900;AC;10039198;1063.063063
30/04/2019 15.13;1138;Hämeenkatu 8;30/04/2019 15.13;30/04/2019 16.30;77;3880;AC;10043078;3023.376623
30/04/2019 18.18;1138;Hämeenkatu 8;30/04/2019 18.18;30/04/2019 20.18;121;5260;AC;10048338;2608.264463
30/04/2019 19.43;1100;Puutarhakatu 4;30/04/2019 19.43;30/04/2019 22.11;148;0;AC;10048338;0
01/05/2019 08.46;1100;Puutarhakatu 4;01/05/2019 08.46;01/05/2019 12.31;226;4560;AC;10052898;1210.619469
01/05/2019 12.52;1140;Hämeenkatu 8;01/05/2019 12.52;01/05/2019 13.49;57;1810;AC;10054708;1905.263158
01/05/2019 12.58;1138;Hämeenkatu 8;01/05/2019 12.58;01/05/2019 15.57;180;8500;AC;10063208;2833.333333
01/05/2019 13.54;1100;Puutarhakatu 4;01/05/2019 13.54;01/05/2019 14.28;35;8800;AC;10072008;15085.71429
01/05/2019 14.06;3022;Turun linja-autoasema;01/05/2019 14.06;01/05/2019 15.48;103;5338;AC;10077346;3109.514563
01/05/2019 14.36;1140;Hämeenkatu 8;01/05/2019 14.36;01/05/2019 15.25;50;0;AC;10077346;0
01/05/2019 15.25;1140;Hämeenkatu 8;01/05/2019 15.25;02/05/2019 08.03;999;0;AC;10077346;0
01/05/2019 15.42;3023;Turun linja-autoasema;01/05/2019 15.42;01/05/2019 16.22;40;12076;DC;10089422;18114
01/05/2019 16.21;2653;Puistokatu 10;01/05/2019 16.21;01/05/2019 17.47;86;0;AC;10089422;0
01/05/2019 17.21;3023;Turun linja-autoasema;01/05/2019 17.21;01/05/2019 17.49;29;4087;DC;10093509;8455.862069
01/05/2019 19.31;2500;Stedingkinkatu 2;01/05/2019 19.31;01/05/2019 22.32;181;0;AC;10093509;0
02/05/2019 07.46;2500;Stedingkinkatu 2;02/05/2019 07.46;02/05/2019 08.59;73;0;AC;10093509;0
02/05/2019 07.54;1086;Turun linja-autoasema;02/05/2019 07.54;02/05/2019 08.38;45;2200;AC;10095709;2933.333333
02/05/2019 08.04;1138;Hämeenkatu 8;02/05/2019 08.04;02/05/2019 11.18;194;8550;AC;10104259;2644.329897
02/05/2019 08.18;1100;Puutarhakatu 4;02/05/2019 08.18;02/05/2019 09.43;86;3870;AC;10108129;2700
02/05/2019 08.19;1140;Hämeenkatu 8;02/05/2019 08.19;02/05/2019 12.01;223;6020;AC;10114149;1619.730942
02/05/2019 08.51;2653;Puistokatu 10;02/05/2019 08.51;02/05/2019 11.20;149;0;AC;10114149;0
02/05/2019 09.29;1086;Turun linja-autoasema;02/05/2019 09.29;02/05/2019 13.19;230;7430;AC;10121579;1938.26087
02/05/2019 09.58;1100;Puutarhakatu 4;02/05/2019 09.58;02/05/2019 14.14;256;8610;AC;10130189;2017.96875
02/05/2019 11.30;3022;Turun linja-autoasema;02/05/2019 11.30;02/05/2019 12.44;75;4284;AC;10134473;3427.2
02/05/2019 12.37;6442;Turun Messukeskus;02/05/2019 12.37;02/05/2019 14.48;132;6147;AC;10140620;2794.090909
02/05/2019 12.38;1140;Hämeenkatu 8;02/05/2019 12.38;02/05/2019 16.16;219;3020;AC;10143640;827.3972603
02/05/2019 12.38;2653;Puistokatu 10;02/05/2019 12.38;02/05/2019 14.19;102;0;AC;10143640;0
02/05/2019 12.44;2652;Puistokatu 10;02/05/2019 12.44;02/05/2019 14.59;135;0;AC;10143640;0
02/05/2019 12.55;4666;Logomo;02/05/2019 12.55;02/05/2019 14.07;72;3740;AC;10147380;3116.666667
02/05/2019 13.23;1138;Hämeenkatu 8;02/05/2019 13.23;02/05/2019 14.29;66;3610;AC;10150990;3281.818182
02/05/2019 13.27;3022;Turun linja-autoasema;02/05/2019 13.27;02/05/2019 15.46;140;6875;AC;10157865;2946.428571
02/05/2019 16.27;1100;Puutarhakatu 4;02/05/2019 16.27;02/05/2019 20.38;251;9940;AC;10167805;2376.095618
02/05/2019 17.05;1086;Turun linja-autoasema;02/05/2019 17.05;02/05/2019 18.51;106;5630;AC;10173435;3186.792453
02/05/2019 17.26;1140;Hämeenkatu 8;02/05/2019 17.26;02/05/2019 18.57;91;0;AC;10173435;0
02/05/2019 17.31;1126;ABC Tammisilta;02/05/2019 17.31;02/05/2019 17.32;1;3;DC;10173438;180
02/05/2019 17.33;1126;ABC Tammisilta;02/05/2019 17.33;02/05/2019 17.34;1;5;DC;10173443;300
02/05/2019 17.40;1126;ABC Tammisilta;02/05/2019 17.40;02/05/2019 17.41;1;4;DC;10173447;240
02/05/2019 17.46;2500;Stedingkinkatu 2;02/05/2019 17.46;02/05/2019 20.12;146;0;AC;10173447;0
02/05/2019 19.00;1138;Hämeenkatu 8;02/05/2019 19.00;02/05/2019 20.39;99;5390;AC;10178837;3266.666667
02/05/2019 19.08;3023;Turun linja-autoasema;02/05/2019 19.08;02/05/2019 19.08;1;38;DC;10178875;2280
02/05/2019 19.09;3023;Turun linja-autoasema;02/05/2019 19.09;02/05/2019 20.06;57;24527;DC;10203402;25817.89474
02/05/2019 19.45;2653;Puistokatu 10;02/05/2019 19.45;02/05/2019 23.21;216;0;AC;10203402;0
02/05/2019 21.43;2652;Puistokatu 10;02/05/2019 21.43;02/05/2019 23.15;92;0;AC;10203402;0
03/05/2019 05.55;3023;Turun linja-autoasema;03/05/2019 05.55;03/05/2019 06.05;11;4318;DC;10207720;23552.72727
03/05/2019 06.13;3023;Turun linja-autoasema;03/05/2019 06.13;03/05/2019 06.15;3;838;DC;10208558;16760
03/05/2019 06.16;3023;Turun linja-autoasema;03/05/2019 06.16;03/05/2019 06.22;6;2467;DC;10211025;24670
03/05/2019 07.26;2500;Stedingkinkatu 2;03/05/2019 07.26;03/05/2019 09.21;116;0;AC;10211025;0
03/05/2019 07.48;1138;Hämeenkatu 8;03/05/2019 07.48;03/05/2019 13.39;351;5980;AC;10217005;1022.222222
03/05/2019 08.22;1100;Puutarhakatu 4;03/05/2019 08.22;03/05/2019 10.01;100;5200;AC;10222205;3120
03/05/2019 08.24;3022;Turun linja-autoasema;03/05/2019 08.24;03/05/2019 10.44;141;5755;AC;10227960;2448.93617
03/05/2019 08.50;1140;Hämeenkatu 8;03/05/2019 08.50;03/05/2019 15.07;377;5830;AC;10233790;927.8514589
03/05/2019 08.57;2653;Puistokatu 10;03/05/2019 08.57;03/05/2019 15.57;421;0;AC;10233790;0
03/05/2019 09.05;1086;Turun linja-autoasema;03/05/2019 09.05;03/05/2019 10.26;82;4400;AC;10238190;3219.512195
03/05/2019 10.06;1100;Puutarhakatu 4;03/05/2019 10.06;03/05/2019 12.23;138;6380;AC;10244570;2773.913043
03/05/2019 12.38;1100;Puutarhakatu 4;03/05/2019 12.38;03/05/2019 13.25;48;2670;AC;10247240;3337.5
03/05/2019 13.03;1086;Turun linja-autoasema;03/05/2019 13.03;03/05/2019 13.55;52;2810;AC;10250050;3242.307692
03/05/2019 13.29;1100;Puutarhakatu 4;03/05/2019 13.29;03/05/2019 16.21;173;7570;AC;10257620;2625.433526
03/05/2019 14.34;1086;Turun linja-autoasema;03/05/2019 14.34;03/05/2019 16.52;139;7100;AC;10264720;3064.748201
03/05/2019 15.48;3022;Turun linja-autoasema;03/05/2019 15.48;03/05/2019 15.52;4;0;AC;10264720;0
03/05/2019 15.55;3022;Turun linja-autoasema;03/05/2019 15.55;03/05/2019 15.55;1;0;AC;10264720;0
03/05/2019 15.56;3022;Turun linja-autoasema;03/05/2019 15.56;03/05/2019 15.57;2;0;AC;10264720;0
03/05/2019 16.19;2653;Puistokatu 10;03/05/2019 16.19;03/05/2019 16.20;1;30;AC;10264750;1800
03/05/2019 16.19;3022;Turun linja-autoasema;03/05/2019 16.19;03/05/2019 17.46;87;4461;AC;10269211;3076.551724
03/05/2019 16.20;2653;Puistokatu 10;03/05/2019 16.20;03/05/2019 16.46;26;1400;AC;10270611;3230.769231
03/05/2019 16.42;1100;Puutarhakatu 4;03/05/2019 16.42;03/05/2019 17.50;68;3260;AC;10273871;2876.470588
03/05/2019 17.45;1138;Hämeenkatu 8;03/05/2019 17.45;03/05/2019 17.45;1;0;AC;10273871;0
03/05/2019 17.47;1138;Hämeenkatu 8;03/05/2019 17.47;03/05/2019 17.47;1;0;AC;10273871;0
03/05/2019 17.48;1138;Hämeenkatu 8;03/05/2019 17.48;03/05/2019 19.57;130;5290;AC;10279161;2441.538462
03/05/2019 17.55;3023;Turun linja-autoasema;03/05/2019 17.55;03/05/2019 19.07;72;28987;DC;10308148;24155.83333
03/05/2019 18.45;1086;Turun linja-autoasema;03/05/2019 18.45;03/05/2019 19.41;57;5350;AC;10313498;5631.578947
03/05/2019 18.51;1100;Puutarhakatu 4;03/05/2019 18.51;03/05/2019 20.26;96;4920;AC;10318418;3075
03/05/2019 19.42;2500;Stedingkinkatu 2;03/05/2019 19.42;03/05/2019 21.57;135;0;AC;10318418;0
03/05/2019 20.04;1138;Hämeenkatu 8;03/05/2019 20.04;03/05/2019 23.30;206;5240;AC;10323658;1526.213592
03/05/2019 20.17;1126;ABC Tammisilta;03/05/2019 20.17;03/05/2019 20.18;1;12;DC;10323670;720
03/05/2019 20.21;1126;ABC Tammisilta;03/05/2019 20.21;03/05/2019 20.22;1;10;DC;10323680;600
04/05/2019 00.02;1086;Turun linja-autoasema;04/05/2019 00.02;04/05/2019 00.13;12;580;AC;10324260;2900
04/05/2019 07.04;3023;Turun linja-autoasema;04/05/2019 07.04;04/05/2019 08.24;81;27546;DC;10351806;20404.44444
04/05/2019 07.08;1086;Turun linja-autoasema;04/05/2019 07.08;04/05/2019 07.49;41;4270;AC;10356076;6248.780488
04/05/2019 08.27;2653;Puistokatu 10;04/05/2019 08.27;04/05/2019 10.28;122;0;AC;10356076;0
04/05/2019 08.31;1100;Puutarhakatu 4;04/05/2019 08.31;04/05/2019 09.17;46;2510;AC;10358586;3273.913043
04/05/2019 09.39;1100;Puutarhakatu 4;04/05/2019 09.39;04/05/2019 12.05;147;5720;AC;10364306;2334.693878
04/05/2019 10.38;1140;Hämeenkatu 8;04/05/2019 10.38;04/05/2019 14.32;234;6490;AC;10370796;1664.102564
04/05/2019 11.56;3022;Turun linja-autoasema;04/05/2019 11.56;04/05/2019 13.27;91;4574;AC;10375370;3015.824176
04/05/2019 12.30;1138;Hämeenkatu 8;04/05/2019 12.30;04/05/2019 16.42;253;5380;AC;10380750;1275.889328
04/05/2019 12.36;1086;Turun linja-autoasema;04/05/2019 12.36;04/05/2019 16.23;227;6370;AC;10387120;1683.700441
04/05/2019 12.53;1100;Puutarhakatu 4;04/05/2019 12.53;04/05/2019 15.32;160;7420;AC;10394540;2782.5
