Created;Station ID;Station name;Start time;Stop time;Duration;Energy (Wh);Plug type;Cumulative energy (Wh);Colonna1
04/05/2019 13.26;2500;Stedingkinkatu 2;04/05/2019 13.26;04/05/2019 13.48;23;0;AC;10394540;0
04/05/2019 14.42;1140;Hämeenkatu 8;04/05/2019 14.42;04/05/2019 16.24;102;2900;AC;10397440;1705.882353
04/05/2019 15.02;3022;Turun linja-autoasema;04/05/2019 15.02;04/05/2019 19.44;283;49255;AC;10446695;10442.75618
04/05/2019 15.27;4666;Logomo;04/05/2019 15.27;04/05/2019 15.27;1;0;AC;10446695;0
04/05/2019 15.29;4666;Logomo;04/05/2019 15.29;04/05/2019 15.46;17;760;AC;10447455;2682.352941
04/05/2019 18.42;1100;Puutarhakatu 4;04/05/2019 18.42;04/05/2019 19.42;61;3110;AC;10450565;3059.016393
04/05/2019 21.09;1100;Puutarhakatu 4;04/05/2019 21.09;04/05/2019 21.09;1;0;AC;10450565;0
04/05/2019 21.18;1100;Puutarhakatu 4;04/05/2019 21.18;05/05/2019 00.31;194;8490;AC;10459055;2625.773196
05/05/2019 10.30;1100;Puutarhakatu 4;05/05/2019 10.30;05/05/2019 12.30;120;3570;AC;10462625;1785
05/05/2019 11.12;1126;ABC Tammisilta;05/05/2019 11.12;05/05/2019 11.13;1;4;DC;10462629;240
05/05/2019 13.01;1138;Hämeenkatu 8;05/05/2019 13.01;05/05/2019 15.37;156;6390;AC;10469019;2457.692308
05/05/2019 13.18;2652;Puistokatu 10;05/05/2019 13.18;05/05/2019 13.43;25;0;AC;10469019;0
05/05/2019 13.24;1086;Turun linja-autoasema;05/05/2019 13.24;05/05/2019 14.28;65;3570;AC;10472589;3295.384615
05/05/2019 13.31;2500;Stedingkinkatu 2;05/05/2019 13.31;05/05/2019 13.58;27;1490;AC;10474079;3311.111111
05/05/2019 13.52;1140;Hämeenkatu 8;05/05/2019 13.52;05/05/2019 15.31;99;10330;AC;10484409;6260.606061
05/05/2019 13.56;2652;Puistokatu 10;05/05/2019 13.56;05/05/2019 16.48;172;0;AC;10484409;0
05/05/2019 14.40;1100;Puutarhakatu 4;05/05/2019 14.40;05/05/2019 15.46;67;3610;AC;10488019;3232.835821
05/05/2019 14.56;2500;Stedingkinkatu 2;05/05/2019 14.56;05/05/2019 18.07;191;0;AC;10488019;0
05/05/2019 15.46;4666;Logomo;05/05/2019 15.46;05/05/2019 18.31;165;14240;AC;10502259;5178.181818
05/05/2019 16.05;1140;Hämeenkatu 8;05/05/2019 16.05;06/05/2019 08.05;960;6260;AC;10508519;391.25
05/05/2019 16.28;1138;Hämeenkatu 8;05/05/2019 16.28;05/05/2019 18.23;115;6320;AC;10514839;3297.391304
05/05/2019 16.41;1100;Puutarhakatu 4;05/05/2019 16.41;05/05/2019 18.42;122;3660;AC;10518499;1800
05/05/2019 16.55;1126;ABC Tammisilta;05/05/2019 16.55;05/05/2019 16.55;1;9;DC;10518508;540
05/05/2019 17.38;1086;Turun linja-autoasema;05/05/2019 17.38;05/05/2019 20.21;164;6850;AC;10525358;2506.097561
05/05/2019 19.36;1100;Puutarhakatu 4;05/05/2019 19.36;06/05/2019 07.33;718;6250;AC;10531608;522.2841226
05/05/2019 20.13;2653;Puistokatu 10;05/05/2019 20.13;05/05/2019 22.05;113;0;AC;10531608;0
06/05/2019 08.27;1140;Hämeenkatu 8;06/05/2019 08.27;06/05/2019 16.14;467;6230;AC;10537838;800.4282655
06/05/2019 08.28;1100;Puutarhakatu 4;06/05/2019 08.28;06/05/2019 11.42;194;7160;AC;10544998;2214.43299
06/05/2019 08.34;3022;Turun linja-autoasema;06/05/2019 08.34;06/05/2019 10.09;95;4814;AC;10549812;3040.421053
06/05/2019 08.48;2652;Puistokatu 10;06/05/2019 08.48;06/05/2019 11.26;158;0;AC;10549812;0
06/05/2019 09.31;1138;Hämeenkatu 8;06/05/2019 09.31;06/05/2019 13.53;262;7460;AC;10557272;1708.396947
06/05/2019 11.09;4666;Logomo;06/05/2019 11.09;06/05/2019 11.53;44;2380;AC;10559652;3245.454545
06/05/2019 11.16;1086;Turun linja-autoasema;06/05/2019 11.16;06/05/2019 15.03;228;9290;AC;10568942;2444.736842
06/05/2019 11.33;3022;Turun linja-autoasema;06/05/2019 11.33;06/05/2019 12.22;50;2339;AC;10571281;2806.8
06/05/2019 11.46;1100;Puutarhakatu 4;06/05/2019 11.46;06/05/2019 13.54;129;3920;AC;10575201;1823.255814
06/05/2019 13.56;3022;Turun linja-autoasema;06/05/2019 13.56;06/05/2019 13.57;1;0;AC;10575201;0
06/05/2019 14.04;1100;Puutarhakatu 4;06/05/2019 14.04;06/05/2019 15.52;108;5880;AC;10581081;3266.666667
06/05/2019 14.44;4666;Logomo;06/05/2019 14.44;06/05/2019 16.10;86;2180;AC;10583261;1520.930233
06/05/2019 15.42;2500;Stedingkinkatu 2;06/05/2019 15.42;06/05/2019 17.58;136;0;AC;10583261;0
06/05/2019 16.12;1100;Puutarhakatu 4;06/05/2019 16.12;06/05/2019 19.42;210;10430;AC;10593691;2980
06/05/2019 16.12;3023;Turun linja-autoasema;06/05/2019 16.12;06/05/2019 16.29;17;3941;DC;10597632;13909.41176
06/05/2019 16.15;4667;Logomo;06/05/2019 16.15;06/05/2019 16.16;1;0;AC;10597632;0
06/05/2019 16.57;1086;Turun linja-autoasema;06/05/2019 16.57;06/05/2019 17.16;19;890;AC;10598522;2810.526316
06/05/2019 17.19;2653;Puistokatu 10;06/05/2019 17.19;07/05/2019 19.18;1560;3410;AC;10601932;131.1538462
06/05/2019 17.52;1086;Turun linja-autoasema;06/05/2019 17.52;06/05/2019 20.18;147;6970;AC;10608902;2844.897959
06/05/2019 20.33;1100;Puutarhakatu 4;06/05/2019 20.33;07/05/2019 07.32;660;5910;AC;10614812;537.2727273
06/05/2019 21.12;3023;Turun linja-autoasema;06/05/2019 21.12;06/05/2019 21.31;20;4334;DC;10619146;13002
07/05/2019 07.56;2500;Stedingkinkatu 2;07/05/2019 07.56;08/05/2019 07.44;1429;5660;AC;10624806;237.6487054
07/05/2019 08.06;2652;Puistokatu 10;07/05/2019 08.06;07/05/2019 19.20;675;5030;AC;10629836;447.1111111
07/05/2019 08.18;1100;Puutarhakatu 4;07/05/2019 08.18;07/05/2019 12.45;267;6460;AC;10636296;1451.685393
07/05/2019 08.26;1140;Hämeenkatu 8;07/05/2019 08.26;07/05/2019 11.23;177;5790;AC;10642086;1962.711864
07/05/2019 08.58;6442;Turun Messukeskus;07/05/2019 08.58;07/05/2019 11.27;149;5188;AC;10647274;2089.127517
07/05/2019 09.05;1138;Hämeenkatu 8;07/05/2019 09.05;07/05/2019 13.22;258;3310;AC;10650584;769.7674419
07/05/2019 09.26;3023;Turun linja-autoasema;07/05/2019 09.26;07/05/2019 09.40;15;2551;DC;10653135;10204
07/05/2019 09.42;1086;Turun linja-autoasema;07/05/2019 09.42;07/05/2019 10.00;19;930;AC;10654065;2936.842105
07/05/2019 10.52;4667;Logomo;07/05/2019 10.52;07/05/2019 12.11;79;4040;AC;10658105;3068.35443
07/05/2019 11.42;1140;Hämeenkatu 8;07/05/2019 11.42;07/05/2019 16.07;266;0;AC;10658105;0
07/05/2019 12.18;1126;ABC Tammisilta;07/05/2019 12.18;07/05/2019 12.35;17;3931;DC;10662036;13874.11765
07/05/2019 12.24;3022;Turun linja-autoasema;07/05/2019 12.24;07/05/2019 12.55;31;1760;AC;10663796;3406.451613
07/05/2019 12.47;4667;Logomo;07/05/2019 12.47;07/05/2019 13.09;23;1140;AC;10664936;2973.913043
07/05/2019 13.31;1100;Puutarhakatu 4;07/05/2019 13.31;07/05/2019 13.31;1;0;AC;10664936;0
07/05/2019 13.38;1100;Puutarhakatu 4;07/05/2019 13.38;07/05/2019 14.18;41;1960;AC;10666896;2868.292683
07/05/2019 13.51;1126;ABC Tammisilta;07/05/2019 13.51;07/05/2019 14.07;16;3365;DC;10670261;12618.75
07/05/2019 14.25;1100;Puutarhakatu 4;07/05/2019 14.25;07/05/2019 16.00;95;3930;AC;10674191;2482.105263
07/05/2019 15.30;1126;ABC Tammisilta;07/05/2019 15.30;07/05/2019 15.52;23;4887;DC;10679078;12748.69565
07/05/2019 16.15;1100;Puutarhakatu 4;07/05/2019 16.15;07/05/2019 18.15;121;3330;AC;10682408;1651.239669
07/05/2019 16.29;3022;Turun linja-autoasema;07/05/2019 16.29;07/05/2019 16.29;1;0;AC;10682408;0
07/05/2019 16.30;3022;Turun linja-autoasema;07/05/2019 16.30;07/05/2019 17.40;70;3703;AC;10686111;3174
07/05/2019 16.31;1086;Turun linja-autoasema;07/05/2019 16.31;07/05/2019 19.32;182;7320;AC;10693431;2413.186813
07/05/2019 18.37;1100;Puutarhakatu 4;07/05/2019 18.37;07/05/2019 19.21;44;1560;AC;10694991;2127.272727
07/05/2019 18.56;3023;Turun linja-autoasema;07/05/2019 18.56;07/05/2019 19.19;23;4454;DC;10699445;11619.13043
07/05/2019 19.22;2653;Puistokatu 10;07/05/2019 19.22;07/05/2019 22.12;171;12510;AC;10711955;4389.473684
07/05/2019 19.23;2652;Puistokatu 10;07/05/2019 19.23;08/05/2019 09.03;820;0;AC;10711955;0
07/05/2019 19.23;2652;Puistokatu 10;07/05/2019 19.23;08/05/2019 09.03;820;10210;AC;10722165;747.0731707
07/05/2019 19.30;3023;Turun linja-autoasema;07/05/2019 19.30;07/05/2019 19.36;6;474;DC;10722639;4740
07/05/2019 20.17;1100;Puutarhakatu 4;07/05/2019 20.17;08/05/2019 07.18;662;6040;AC;10728679;547.4320242
08/05/2019 00.40;3022;Turun linja-autoasema;08/05/2019 00.40;08/05/2019 03.20;161;19638;AC;10748317;7318.509317
08/05/2019 05.15;2653;Puistokatu 10;08/05/2019 05.15;08/05/2019 16.49;694;21820;AC;10770137;1886.455331
08/05/2019 07.13;1126;ABC Tammisilta;08/05/2019 07.13;08/05/2019 07.46;34;22254;DC;10792391;39271.76471
08/05/2019 07.45;2500;Stedingkinkatu 2;08/05/2019 07.45;08/05/2019 13.41;357;5590;AC;10797981;939.4957983
08/05/2019 08.06;1138;Hämeenkatu 8;08/05/2019 08.06;08/05/2019 12.18;252;8020;AC;10806001;1909.52381
08/05/2019 08.14;1086;Turun linja-autoasema;08/05/2019 08.14;08/05/2019 10.11;117;4520;AC;10810521;2317.948718
08/05/2019 08.27;1140;Hämeenkatu 8;08/05/2019 08.27;08/05/2019 11.51;205;6310;AC;10816831;1846.829268
08/05/2019 08.35;4666;Logomo;08/05/2019 08.35;08/05/2019 12.58;264;3370;AC;10820201;765.9090909
08/05/2019 08.51;6442;Turun Messukeskus;08/05/2019 08.51;08/05/2019 10.58;127;5524;AC;10825725;2609.76378
08/05/2019 09.04;3022;Turun linja-autoasema;08/05/2019 09.04;08/05/2019 11.25;142;7402;AC;10833127;3127.605634
08/05/2019 09.05;2652;Puistokatu 10;08/05/2019 09.05;09/05/2019 17.26;1941;5210;AC;10838337;161.0510046
08/05/2019 09.52;1100;Puutarhakatu 4;08/05/2019 09.52;08/05/2019 09.52;1;0;AC;10838337;0
08/05/2019 09.53;1100;Puutarhakatu 4;08/05/2019 09.53;08/05/2019 13.50;238;8720;AC;10847057;2198.319328
08/05/2019 11.17;1086;Turun linja-autoasema;08/05/2019 11.17;08/05/2019 16.29;312;6330;AC;10853387;1217.307692
08/05/2019 12.40;1140;Hämeenkatu 8;08/05/2019 12.40;08/05/2019 15.52;193;1850;AC;10855237;575.1295337
08/05/2019 13.21;6442;Turun Messukeskus;08/05/2019 13.21;08/05/2019 14.04;44;2302;AC;10857539;3139.090909
08/05/2019 13.29;1138;Hämeenkatu 8;08/05/2019 13.29;08/05/2019 13.56;28;1410;AC;10858949;3021.428571
08/05/2019 13.54;1126;ABC Tammisilta;08/05/2019 13.54;08/05/2019 14.16;22;13721;DC;10872670;37420.90909
08/05/2019 14.03;1138;Hämeenkatu 8;08/05/2019 14.03;08/05/2019 14.27;24;1280;AC;10873950;3200
08/05/2019 14.04;3022;Turun linja-autoasema;08/05/2019 14.04;08/05/2019 15.03;60;3226;AC;10877176;3226
08/05/2019 14.26;1100;Puutarhakatu 4;08/05/2019 14.26;08/05/2019 16.26;121;5230;AC;10882406;2593.38843
08/05/2019 14.41;2500;Stedingkinkatu 2;08/05/2019 14.41;12/05/2019 15.51;5830;7750;AC;10890156;79.75986278
08/05/2019 16.52;2653;Puistokatu 10;08/05/2019 16.52;09/05/2019 10.11;1040;0;AC;10890156;0
08/05/2019 17.39;1100;Puutarhakatu 4;08/05/2019 17.39;08/05/2019 20.28;170;6730;AC;10896886;2375.294118
08/05/2019 17.54;1086;Turun linja-autoasema;08/05/2019 17.54;08/05/2019 19.18;85;1500;AC;10898386;1058.823529
08/05/2019 18.52;3023;Turun linja-autoasema;08/05/2019 18.52;08/05/2019 19.01;9;2151;DC;10900537;14340
08/05/2019 20.05;3023;Turun linja-autoasema;08/05/2019 20.05;08/05/2019 20.05;1;29;DC;10900566;1740
08/05/2019 20.06;3023;Turun linja-autoasema;08/05/2019 20.06;08/05/2019 21.08;63;19250;DC;10919816;18333.33333
08/05/2019 23.02;1140;Hämeenkatu 8;08/05/2019 23.02;09/05/2019 07.16;494;6070;AC;10925886;737.2469636
09/05/2019 07.54;1138;Hämeenkatu 8;09/05/2019 07.54;09/05/2019 15.29;455;6490;AC;10932376;855.8241758
09/05/2019 08.05;1100;Puutarhakatu 4;09/05/2019 08.05;09/05/2019 12.09;245;5600;AC;10937976;1371.428571
09/05/2019 08.33;1140;Hämeenkatu 8;09/05/2019 08.33;09/05/2019 10.10;98;5300;AC;10943276;3244.897959
09/05/2019 09.08;1086;Turun linja-autoasema;09/05/2019 09.08;09/05/2019 12.08;181;7160;AC;10950436;2373.480663
09/05/2019 10.14;2653;Puistokatu 10;09/05/2019 10.14;09/05/2019 17.25;432;7910;AC;10958346;1098.611111
09/05/2019 10.42;1140;Hämeenkatu 8;09/05/2019 10.42;09/05/2019 12.25;103;11170;AC;10969516;6506.796117
09/05/2019 11.37;4666;Logomo;09/05/2019 11.37;09/05/2019 12.41;65;3510;AC;10973026;3240
09/05/2019 12.28;1140;Hämeenkatu 8;09/05/2019 12.28;09/05/2019 14.25;118;3690;AC;10976716;1876.271186
09/05/2019 12.47;1126;ABC Tammisilta;09/05/2019 12.47;09/05/2019 13.14;28;11516;DC;10988232;24677.14286
09/05/2019 12.49;1100;Puutarhakatu 4;09/05/2019 12.49;09/05/2019 17.02;254;4210;AC;10992442;994.488189
09/05/2019 13.55;3022;Turun linja-autoasema;09/05/2019 13.55;09/05/2019 14.56;61;3528;AC;10995970;3470.163934
09/05/2019 15.10;1086;Turun linja-autoasema;09/05/2019 15.10;09/05/2019 15.49;39;2190;AC;10998160;3369.230769
09/05/2019 16.45;1140;Hämeenkatu 8;09/05/2019 16.45;09/05/2019 20.07;202;5420;AC;11003580;1609.90099
09/05/2019 16.51;1138;Hämeenkatu 8;09/05/2019 16.51;09/05/2019 21.19;268;5870;AC;11009450;1314.179104
09/05/2019 16.57;6442;Turun Messukeskus;09/05/2019 16.57;09/05/2019 18.40;103;5325;AC;11014775;3101.941748
09/05/2019 17.11;1100;Puutarhakatu 4;09/05/2019 17.11;10/05/2019 07.38;867;1020;AC;11015795;70.58823529
09/05/2019 17.27;2653;Puistokatu 10;09/05/2019 17.27;09/05/2019 18.21;54;2900;AC;11018695;3222.222222
09/05/2019 17.34;2652;Puistokatu 10;09/05/2019 17.34;09/05/2019 19.37;123;6290;AC;11024985;3068.292683
09/05/2019 18.45;2653;Puistokatu 10;09/05/2019 18.45;09/05/2019 21.10;145;12930;AC;11037915;5350.344828
09/05/2019 18.57;1126;ABC Tammisilta;09/05/2019 18.57;09/05/2019 18.59;2;727;DC;11038642;21810
09/05/2019 19.00;1126;ABC Tammisilta;09/05/2019 19.00;09/05/2019 19.57;57;29819;DC;11068461;31388.42105
09/05/2019 19.06;3023;Turun linja-autoasema;09/05/2019 19.06;09/05/2019 19.06;1;41;DC;11068502;2460
09/05/2019 19.07;3023;Turun linja-autoasema;09/05/2019 19.07;09/05/2019 19.58;52;10213;DC;11078715;11784.23077
10/05/2019 07.57;3022;Turun linja-autoasema;10/05/2019 07.57;10/05/2019 08.52;55;2941;AC;11081656;3208.363636
10/05/2019 08.24;1140;Hämeenkatu 8;10/05/2019 08.24;10/05/2019 11.36;193;6320;AC;11087976;1964.766839
10/05/2019 08.25;1086;Turun linja-autoasema;10/05/2019 08.25;10/05/2019 12.26;241;6060;AC;11094036;1508.713693
10/05/2019 08.26;1100;Puutarhakatu 4;10/05/2019 08.26;10/05/2019 11.42;197;5310;AC;11099346;1617.258883
10/05/2019 09.18;2652;Puistokatu 10;10/05/2019 09.18;10/05/2019 16.26;428;7810;AC;11107156;1094.859813
10/05/2019 10.09;1126;ABC Tammisilta;10/05/2019 10.09;10/05/2019 10.27;19;5404;DC;11112560;17065.26316
10/05/2019 11.47;1100;Puutarhakatu 4;10/05/2019 11.47;10/05/2019 11.48;1;0;AC;11112560;0
10/05/2019 11.49;1100;Puutarhakatu 4;10/05/2019 11.49;10/05/2019 11.50;2;0;AC;11112560;0
10/05/2019 11.50;1100;Puutarhakatu 4;10/05/2019 11.50;10/05/2019 12.22;32;1590;AC;11114150;2981.25
10/05/2019 12.10;1138;Hämeenkatu 8;10/05/2019 12.10;10/05/2019 12.34;25;970;AC;11115120;2328
10/05/2019 12.25;1100;Puutarhakatu 4;10/05/2019 12.25;10/05/2019 12.44;19;1000;AC;11116120;3157.894737
10/05/2019 12.39;3023;Turun linja-autoasema;10/05/2019 12.39;10/05/2019 13.02;23;10439;DC;11126559;27232.17391
10/05/2019 12.49;1100;Puutarhakatu 4;10/05/2019 12.49;10/05/2019 14.35;107;1560;AC;11128119;874.7663551
10/05/2019 13.25;3022;Turun linja-autoasema;10/05/2019 13.25;10/05/2019 13.42;17;978;AC;11129097;3451.764706
10/05/2019 13.37;1086;Turun linja-autoasema;10/05/2019 13.37;10/05/2019 17.38;242;7420;AC;11136517;1839.669421
10/05/2019 13.44;1140;Hämeenkatu 8;10/05/2019 13.44;10/05/2019 16.28;165;3470;AC;11139987;1261.818182
10/05/2019 14.06;3022;Turun linja-autoasema;10/05/2019 14.06;10/05/2019 14.07;2;0;AC;11139987;0
10/05/2019 14.37;2653;Puistokatu 10;10/05/2019 14.37;10/05/2019 14.54;17;830;AC;11140817;2929.411765
10/05/2019 14.56;2653;Puistokatu 10;10/05/2019 14.56;10/05/2019 18.06;190;9250;AC;11150067;2921.052632
10/05/2019 16.00;1100;Puutarhakatu 4;10/05/2019 16.00;10/05/2019 20.23;264;7200;AC;11157267;1636.363636
10/05/2019 16.03;1126;ABC Tammisilta;10/05/2019 16.03;10/05/2019 16.20;17;4908;DC;11162175;17322.35294
10/05/2019 16.27;2652;Puistokatu 10;10/05/2019 16.27;10/05/2019 17.15;49;2440;AC;11164615;2987.755102
10/05/2019 17.37;2652;Puistokatu 10;10/05/2019 17.37;11/05/2019 14.00;1223;0;AC;11164615;0
10/05/2019 17.58;1138;Hämeenkatu 8;10/05/2019 17.58;10/05/2019 20.03;125;4140;AC;11168755;1987.2
10/05/2019 18.08;1140;Hämeenkatu 8;10/05/2019 18.08;10/05/2019 20.55;167;6160;AC;11174915;2213.173653
10/05/2019 20.35;1126;ABC Tammisilta;10/05/2019 20.35;10/05/2019 20.45;10;2154;DC;11177069;12924
10/05/2019 22.33;1086;Turun linja-autoasema;10/05/2019 22.33;10/05/2019 22.47;14;720;AC;11177789;3085.714286
11/05/2019 10.32;4666;Logomo;11/05/2019 10.32;11/05/2019 12.20;108;4850;AC;11182639;2694.444444
11/05/2019 11.31;3023;Turun linja-autoasema;11/05/2019 11.31;11/05/2019 11.31;1;38;DC;11182677;2280
11/05/2019 11.37;3023;Turun linja-autoasema;11/05/2019 11.37;11/05/2019 11.55;18;7789;DC;11190466;25963.33333
11/05/2019 11.59;1100;Puutarhakatu 4;11/05/2019 11.59;11/05/2019 13.44;105;3260;AC;11193726;1862.857143
11/05/2019 12.31;2653;Puistokatu 10;11/05/2019 12.31;13/05/2019 07.14;2563;6460;AC;11200186;151.2290285
11/05/2019 13.09;1126;ABC Tammisilta;11/05/2019 13.09;11/05/2019 14.15;67;34473;DC;11234659;30871.34328
11/05/2019 13.13;4666;Logomo;11/05/2019 13.13;11/05/2019 15.49;156;2320;AC;11236979;892.3076923
11/05/2019 13.20;1140;Hämeenkatu 8;11/05/2019 13.20;11/05/2019 17.27;248;6970;AC;11243949;1686.290323
11/05/2019 13.32;3022;Turun linja-autoasema;11/05/2019 13.32;11/05/2019 13.33;1;0;AC;11243949;0
11/05/2019 13.34;1086;Turun linja-autoasema;11/05/2019 13.34;11/05/2019 14.05;32;1680;AC;11245629;3150
11/05/2019 14.00;2652;Puistokatu 10;11/05/2019 14.00;11/05/2019 16.48;169;7190;AC;11252819;2552.662722
11/05/2019 15.57;1100;Puutarhakatu 4;11/05/2019 15.57;11/05/2019 16.13;16;0;AC;11252819;0
11/05/2019 16.29;2501;Stedingkinkatu 2;11/05/2019 16.29;12/05/2019 15.55;1407;0;AC;11252819;0
11/05/2019 17.12;2652;Puistokatu 10;11/05/2019 17.12;13/05/2019 07.14;2282;580;AC;11253399;15.24978089
11/05/2019 18.52;1100;Puutarhakatu 4;11/05/2019 18.52;11/05/2019 19.28;37;1950;AC;11255349;3162.162162
11/05/2019 19.06;1140;Hämeenkatu 8;11/05/2019 19.06;11/05/2019 20.30;84;3410;AC;11258759;2435.714286
11/05/2019 19.09;1086;Turun linja-autoasema;11/05/2019 19.09;11/05/2019 20.05;57;3030;AC;11261789;3189.473684
11/05/2019 19.26;3023;Turun linja-autoasema;11/05/2019 19.26;11/05/2019 19.48;23;3120;DC;11264909;8139.130435
11/05/2019 19.29;4666;Logomo;11/05/2019 19.29;11/05/2019 20.52;84;2770;AC;11267679;1978.571429
11/05/2019 19.50;3023;Turun linja-autoasema;11/05/2019 19.50;11/05/2019 20.09;20;960;DC;11268639;2880
11/05/2019 20.22;1126;ABC Tammisilta;11/05/2019 20.22;11/05/2019 21.04;43;15870;DC;11284509;22144.18605
12/05/2019 10.20;1138;Hämeenkatu 8;12/05/2019 10.20;12/05/2019 12.21;122;670;AC;11285179;329.5081967
12/05/2019 13.03;1140;Hämeenkatu 8;12/05/2019 13.03;12/05/2019 15.10;128;6200;AC;11291379;2906.25
12/05/2019 13.31;1138;Hämeenkatu 8;12/05/2019 13.31;12/05/2019 14.46;75;4020;AC;11295399;3216
12/05/2019 14.21;1126;ABC Tammisilta;12/05/2019 14.21;12/05/2019 14.42;22;4869;DC;11300268;13279.09091
12/05/2019 14.24;4667;Logomo;12/05/2019 14.24;12/05/2019 16.14;111;10830;AC;11311098;5854.054054
12/05/2019 15.51;2500;Stedingkinkatu 2;12/05/2019 15.51;12/05/2019 17.53;123;9600;AC;11320698;4682.926829
12/05/2019 15.56;2501;Stedingkinkatu 2;12/05/2019 15.56;13/05/2019 07.30;935;4410;AC;11325108;282.9946524
12/05/2019 17.09;1086;Turun linja-autoasema;12/05/2019 17.09;12/05/2019 17.55;46;2460;AC;11327568;3208.695652
12/05/2019 17.47;3022;Turun linja-autoasema;12/05/2019 17.47;12/05/2019 17.52;5;30;AC;11327598;360
12/05/2019 18.13;1126;ABC Tammisilta;12/05/2019 18.13;12/05/2019 18.35;22;4942;DC;11332540;13478.18182
12/05/2019 19.09;1140;Hämeenkatu 8;12/05/2019 19.09;12/05/2019 22.21;192;5870;AC;11338410;1834.375
12/05/2019 20.12;1100;Puutarhakatu 4;12/05/2019 20.12;12/05/2019 20.25;13;620;AC;11339030;2861.538462
12/05/2019 20.42;1100;Puutarhakatu 4;12/05/2019 20.42;12/05/2019 23.23;161;8000;AC;11347030;2981.36646
12/05/2019 22.05;3022;Turun linja-autoasema;12/05/2019 22.05;12/05/2019 22.16;12;598;AC;11347628;2990
13/05/2019 07.15;2652;Puistokatu 10;13/05/2019 07.15;13/05/2019 09.56;162;7890;AC;11355518;2922.222222
13/05/2019 07.31;2501;Stedingkinkatu 2;13/05/2019 07.31;14/05/2019 07.26;1436;5990;AC;11361508;250.2785515
13/05/2019 07.54;1100;Puutarhakatu 4;13/05/2019 07.54;13/05/2019 12.51;298;7200;AC;11368708;1449.66443
13/05/2019 08.13;6442;Turun Messukeskus;13/05/2019 08.13;13/05/2019 09.58;106;5140;AC;11373848;2909.433962
13/05/2019 08.17;4666;Logomo;13/05/2019 08.17;13/05/2019 11.39;203;3260;AC;11377108;963.546798
13/05/2019 08.40;1138;Hämeenkatu 8;13/05/2019 08.40;13/05/2019 11.19;159;6580;AC;11383688;2483.018868
13/05/2019 08.48;1086;Turun linja-autoasema;13/05/2019 08.48;13/05/2019 09.55;67;2750;AC;11386438;2462.686567
13/05/2019 08.54;3023;Turun linja-autoasema;13/05/2019 08.54;13/05/2019 08.54;1;38;DC;11386476;2280
13/05/2019 09.37;2653;Puistokatu 10;13/05/2019 09.37;14/05/2019 11.23;1547;7680;AC;11394156;297.866839
13/05/2019 09.43;1140;Hämeenkatu 8;13/05/2019 09.43;13/05/2019 11.46;123;2660;AC;11396816;1297.560976
13/05/2019 10.46;3023;Turun linja-autoasema;13/05/2019 10.46;13/05/2019 11.08;22;5865;DC;11402681;15995.45455
13/05/2019 11.02;1086;Turun linja-autoasema;13/05/2019 11.02;13/05/2019 11.24;23;1120;AC;11403801;2921.73913
13/05/2019 12.02;1086;Turun linja-autoasema;13/05/2019 12.02;13/05/2019 16.40;279;7840;AC;11411641;1686.021505
13/05/2019 12.49;3022;Turun linja-autoasema;13/05/2019 12.49;13/05/2019 12.52;3;0;AC;11411641;0
13/05/2019 14.44;2500;Stedingkinkatu 2;13/05/2019 14.44;13/05/2019 14.45;1;10;AC;11411651;600
13/05/2019 14.45;2500;Stedingkinkatu 2;13/05/2019 14.45;16/05/2019 13.22;4238;0;AC;11411651;0
13/05/2019 15.12;1100;Puutarhakatu 4;13/05/2019 15.12;13/05/2019 17.55;163;7430;AC;11419081;2734.969325
13/05/2019 16.31;3023;Turun linja-autoasema;13/05/2019 16.31;13/05/2019 16.50;20;4397;DC;11423478;13191
13/05/2019 16.43;1086;Turun linja-autoasema;13/05/2019 16.43;13/05/2019 19.43;180;7110;AC;11430588;2370
13/05/2019 16.49;1138;Hämeenkatu 8;13/05/2019 16.49;13/05/2019 19.16;147;4770;AC;11435358;1946.938776
13/05/2019 16.59;1140;Hämeenkatu 8;13/05/2019 16.59;13/05/2019 18.27;88;4920;AC;11440278;3354.545455
13/05/2019 18.21;1100;Puutarhakatu 4;13/05/2019 18.21;13/05/2019 18.45;24;1350;AC;11441628;3375
13/05/2019 18.56;1140;Hämeenkatu 8;13/05/2019 18.56;13/05/2019 21.01;126;7120;AC;11448748;3390.47619
13/05/2019 19.25;1100;Puutarhakatu 4;13/05/2019 19.25;13/05/2019 19.33;9;830;AC;11449578;5533.333333
14/05/2019 07.27;2501;Stedingkinkatu 2;14/05/2019 07.27;14/05/2019 10.22;176;2240;AC;11451818;763.6363636
14/05/2019 08.28;1100;Puutarhakatu 4;14/05/2019 08.28;14/05/2019 12.53;266;4250;AC;11456068;958.6466165
14/05/2019 08.49;2652;Puistokatu 10;14/05/2019 08.49;15/05/2019 07.34;1366;2350;AC;11458418;103.2210835
14/05/2019 08.49;1086;Turun linja-autoasema;14/05/2019 08.49;14/05/2019 12.46;237;7310;AC;11465728;1850.632911
14/05/2019 09.45;4667;Logomo;14/05/2019 09.45;14/05/2019 16.15;391;5920;AC;11471648;908.4398977
14/05/2019 10.09;1126;ABC Tammisilta;14/05/2019 10.09;14/05/2019 11.06;57;21434;DC;11493082;22562.10526
