location,start_date,station_name,charging_time_hh_mm_ss,energy_kwh,address_1,address_2,city,state_province,zip_postal_code,fee,model_number,latitude,longitude,location_2
POINT(-78.779701 35.785385),1648770944,TOWN OF CARY / DT DECK P2 (2),02:34:03,9.417,113 Walnut St,,Cary,North Carolina,27511,0.0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.779701 35.785385)
POINT(-78.779701 35.785385),1648679498,TOWN OF CARY / DT DECK P2 (2),01:23:33,8.708,113 Walnut St,,Cary,North Carolina,27511,0.0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.779701 35.785385)
POINT(-78.825554 35.781303),1648660189,TOWN OF CARY / BOND PARK BH,01:13:00,4.394,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.779701 35.785385),1648647698,TOWN OF CARY / DT DECK P2 (2),01:14:07,6.926,113 Walnut St,,Cary,North Carolina,27511,0.0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.779701 35.785385)
POINT(-78.825554 35.781303),1648646123,TOWN OF CARY / BOND PARK BH,00:31:06,1.725,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.778816 35.789215),1648647147,TOWN OF CARY / TOWN HALL-PWH,00:00:00,0.0,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.778816 35.789215)
POINT(-78.825554 35.781303),1648589494,TOWN OF CARY / BOND PARK BH,00:11:05,1.213,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.779701 35.785385),1648569288,TOWN OF CARY / DT DECK P2 (2),03:13:45,10.66,113 Walnut St,,Cary,North Carolina,27511,0.0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.779701 35.785385)
POINT(-78.779701 35.785385),1648476493,TOWN OF CARY / DT DECK P2 (2),05:39:42,34.995,113 Walnut St,,Cary,North Carolina,27511,0.0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.779701 35.785385)
POINT(-78.825554 35.781303),1648499101,TOWN OF CARY / BOND PARK BH,01:02:45,6.763,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.779701 35.785385),1648476329,TOWN OF CARY / DT DECK P2 (2),01:18:36,6.707,113 Walnut St,,Cary,North Carolina,27511,0.0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.779701 35.785385)
POINT(-78.779411 35.785446),1648473321,TOWN OF CARY / DT DECK P2 (1),02:02:50,6.868,113 Walnut St,,Cary,North Carolina,27511,0.0,CT4025-HD-GW,35.785446,-78.779411,POINT(-78.779411 35.785446)
POINT(-78.825554 35.781303),1648336061,TOWN OF CARY / BOND PARK BH,00:48:37,5.845,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.779701 35.785385),1648325497,TOWN OF CARY / DT DECK P2 (2),02:14:20,14.08,113 Walnut St,,Cary,North Carolina,27511,0.0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.779701 35.785385)
POINT(-78.825554 35.781303),1648321155,TOWN OF CARY / BOND PARK BH,00:30:19,3.274,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.825554 35.781303),1648300474,TOWN OF CARY / BOND PARK BH,00:58:48,3.375,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.779411 35.785446),1648242898,TOWN OF CARY / DT DECK P2 (1),02:38:52,10.225,113 Walnut St,,Cary,North Carolina,27511,0.0,CT4025-HD-GW,35.785446,-78.779411,POINT(-78.779411 35.785446)
POINT(-78.778816 35.789215),1648157308,TOWN OF CARY / TOWN HALL-PWH,00:43:00,2.551,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.778816 35.789215)
POINT(-78.778816 35.789215),1647980429,TOWN OF CARY / TOWN HALL-PWH,00:45:16,4.612,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.778816 35.789215)
POINT(-78.825554 35.781303),1647884686,TOWN OF CARY / BOND PARK BH,02:08:23,13.51,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.779411 35.785446),1647791956,TOWN OF CARY / DT DECK P2 (1),02:55:11,9.003,113 Walnut St,,Cary,North Carolina,27511,0.0,CT4025-HD-GW,35.785446,-78.779411,POINT(-78.779411 35.785446)
POINT(-78.825554 35.781303),1647805525,TOWN OF CARY / BOND PARK BH,03:06:43,9.944,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.825554 35.781303),1647804127,TOWN OF CARY / BOND PARK BH,03:45:26,26.489,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.779701 35.785385),1647795252,TOWN OF CARY / DT DECK P2 (2),00:41:35,4.312,113 Walnut St,,Cary,North Carolina,27511,0.0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.779701 35.785385)
POINT(-78.779701 35.785385),1647703979,TOWN OF CARY / DT DECK P2 (2),03:41:14,22.694,113 Walnut St,,Cary,North Carolina,27511,0.0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.779701 35.785385)
POINT(-78.778816 35.789215),1647732392,TOWN OF CARY / TOWN HALL-PWH,00:48:12,2.419,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.778816 35.789215)
POINT(-78.825554 35.781303),1647720700,TOWN OF CARY / BOND PARK BH,01:27:31,10.183,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.778816 35.789215),1647720209,TOWN OF CARY / TOWN HALL-PWH,00:49:29,2.575,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.778816 35.789215)
POINT(-78.825554 35.781303),1647710870,TOWN OF CARY / BOND PARK BH,02:31:37,8.591,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.825554 35.781303),1647708052,TOWN OF CARY / BOND PARK BH,02:49:47,20.477,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.825554 35.781303),1647625220,TOWN OF CARY / BOND PARK BH,01:49:40,9.762,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.825554 35.781303),1647620389,TOWN OF CARY / BOND PARK BH,00:20:57,2.526,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.825554 35.781303),1647608460,TOWN OF CARY / BOND PARK BH,01:56:53,14.086,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.779411 35.785446),1647549660,TOWN OF CARY / DT DECK P2 (1),00:21:53,1.189,113 Walnut St,,Cary,North Carolina,27511,0.0,CT4025-HD-GW,35.785446,-78.779411,POINT(-78.779411 35.785446)
POINT(-78.778816 35.789215),1647532367,TOWN OF CARY / TOWN HALL-PWH,04:30:11,26.941,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.778816 35.789215)
POINT(-78.778816 35.789215),1647532536,TOWN OF CARY / TOWN HALL-PWH,01:29:35,4.248,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.778816 35.789215)
POINT(-78.825554 35.781303),1647523755,TOWN OF CARY / BOND PARK BH,00:30:07,1.711,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.825554 35.781303),1647448935,TOWN OF CARY / BOND PARK BH,03:22:10,10.015,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.778816 35.789215),1647442913,TOWN OF CARY / TOWN HALL-PWH,03:17:57,19.621,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.778816 35.789215)
POINT(-78.825554 35.781303),1647375891,TOWN OF CARY / BOND PARK BH,01:50:44,4.931,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.825554 35.781303),1647379173,TOWN OF CARY / BOND PARK BH,00:55:24,3.372,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.778816 35.789215),1647362438,TOWN OF CARY / TOWN HALL-PWH,01:58:46,11.607,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.778816 35.789215)
POINT(-78.779411 35.785446),1647305152,TOWN OF CARY / DT DECK P2 (1),01:05:10,6.685,113 Walnut St,,Cary,North Carolina,27511,0.0,CT4025-HD-GW,35.785446,-78.779411,POINT(-78.779411 35.785446)
POINT(-78.825554 35.781303),1647300400,TOWN OF CARY / BOND PARK BH,00:00:00,0.0,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.778816 35.789215),1647259972,TOWN OF CARY / TOWN HALL-PWH,01:52:49,4.547,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.778816 35.789215)
POINT(-78.825554 35.781303),1647268161,TOWN OF CARY / BOND PARK BH,00:00:00,0.0,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.825554 35.781303),1647195286,TOWN OF CARY / BOND PARK BH,00:57:02,6.763,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.779701 35.785385),1647186354,TOWN OF CARY / DT DECK P2 (2),02:05:32,13.172,113 Walnut St,,Cary,North Carolina,27511,0.0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.779701 35.785385)
POINT(-78.778816 35.789215),1647092067,TOWN OF CARY / TOWN HALL-PWH,00:33:11,1.867,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.778816 35.789215)
POINT(-78.825554 35.781303),1647039232,TOWN OF CARY / BOND PARK BH,00:26:18,1.445,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.778816 35.789215),1647019869,TOWN OF CARY / TOWN HALL-PWH,02:30:43,6.655,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.778816 35.789215)
POINT(-78.825554 35.781303),1647013917,TOWN OF CARY / BOND PARK BH,01:22:52,7.521,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.778816 35.789215),1646964373,TOWN OF CARY / TOWN HALL-PWH,10:54:05,47.741,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.778816 35.789215)
POINT(-78.779701 35.785385),1646965747,TOWN OF CARY / DT DECK P2 (2),01:06:37,6.862,113 Walnut St,,Cary,North Carolina,27511,0.0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.779701 35.785385)
POINT(-78.779701 35.785385),1646955466,TOWN OF CARY / DT DECK P2 (2),02:39:35,8.429,113 Walnut St,,Cary,North Carolina,27511,0.0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.779701 35.785385)
POINT(-78.825554 35.781303),1646944902,TOWN OF CARY / BOND PARK BH,01:00:47,2.282,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.779701 35.785385),1646849974,TOWN OF CARY / DT DECK P2 (2),04:00:00,9.517,113 Walnut St,,Cary,North Carolina,27511,0.0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.779701 35.785385)
POINT(-78.825554 35.781303),1646837312,TOWN OF CARY / BOND PARK BH,00:42:37,4.541,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.825554 35.781303),1646770966,TOWN OF CARY / BOND PARK BH,01:09:05,7.379,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.778816 35.789215),1646684806,TOWN OF CARY / TOWN HALL-PWH,02:26:01,14.825,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.778816 35.789215)
POINT(-78.825554 35.781303),1646689919,TOWN OF CARY / BOND PARK BH,00:34:25,2.155,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.778816 35.789215),1646668575,TOWN OF CARY / TOWN HALL-PWH,01:52:29,6.132,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.778816 35.789215)
POINT(-78.779411 35.785446),1646604644,TOWN OF CARY / DT DECK P2 (1),00:38:49,2.119,113 Walnut St,,Cary,North Carolina,27511,0.0,CT4025-HD-GW,35.785446,-78.779411,POINT(-78.779411 35.785446)
POINT(-78.779701 35.785385),1646596239,TOWN OF CARY / DT DECK P2 (2),01:57:54,5.505,113 Walnut St,,Cary,North Carolina,27511,0.0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.779701 35.785385)
POINT(-78.825554 35.781303),1646595825,TOWN OF CARY / BOND PARK BH,00:41:48,4.494,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.825554 35.781303),1646524811,TOWN OF CARY / BOND PARK BH,00:02:40,0.296,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.825554 35.781303),1646517639,TOWN OF CARY / BOND PARK BH,01:10:11,8.632,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.825554 35.781303),1646510866,TOWN OF CARY / BOND PARK BH,01:12:11,8.508,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.825554 35.781303),1646502066,TOWN OF CARY / BOND PARK BH,00:29:38,3.451,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.825554 35.781303),1646492573,TOWN OF CARY / BOND PARK BH,00:47:22,2.699,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.825554 35.781303),1646487622,TOWN OF CARY / BOND PARK BH,01:06:14,7.252,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.825554 35.781303),1646430819,TOWN OF CARY / BOND PARK BH,00:32:22,3.924,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.778816 35.789215),1646347559,TOWN OF CARY / TOWN HALL-PWH,02:37:25,16.153,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.778816 35.789215)
POINT(-78.778816 35.789215),1646336342,TOWN OF CARY / TOWN HALL-PWH,04:19:14,26.316,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.778816 35.789215)
POINT(-78.779701 35.785385),1646342234,TOWN OF CARY / DT DECK P2 (2),01:16:47,4.886,113 Walnut St,,Cary,North Carolina,27511,0.0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.779701 35.785385)
POINT(-78.778816 35.789215),1646329069,TOWN OF CARY / TOWN HALL-PWH,01:58:06,6.616,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.778816 35.789215)
POINT(-78.779411 35.785446),1646324410,TOWN OF CARY / DT DECK P2 (1),01:40:17,10.561,113 Walnut St,,Cary,North Carolina,27511,0.0,CT4025-HD-GW,35.785446,-78.779411,POINT(-78.779411 35.785446)
POINT(-78.778816 35.789215),1646313337,TOWN OF CARY / TOWN HALL-PWH,03:53:27,23.852,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.778816 35.789215)
POINT(-78.779701 35.785385),1646261372,TOWN OF CARY / DT DECK P2 (2),00:44:43,4.592,113 Walnut St,,Cary,North Carolina,27511,0.0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.779701 35.785385)
POINT(-78.825554 35.781303),1646239603,TOWN OF CARY / BOND PARK BH,03:26:47,9.598,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.825554 35.781303),1646231848,TOWN OF CARY / BOND PARK BH,01:36:58,10.071,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.825554 35.781303),1646168153,TOWN OF CARY / BOND PARK BH,01:36:47,10.112,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.825554 35.781303),1646156174,TOWN OF CARY / BOND PARK BH,00:20:00,2.28,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.779701 35.785385),1646100217,TOWN OF CARY / DT DECK P2 (2),01:01:54,3.151,113 Walnut St,,Cary,North Carolina,27511,0.0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.779701 35.785385)
POINT(-78.825554 35.781303),1646071922,TOWN OF CARY / BOND PARK BH,03:36:07,13.715,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.778816 35.789215),1645981286,TOWN OF CARY / TOWN HALL-PWH,04:32:44,28.09,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.778816 35.789215)
POINT(-78.825554 35.781303),1645971811,TOWN OF CARY / BOND PARK BH,00:26:03,1.452,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.825554 35.781303),1645915064,TOWN OF CARY / BOND PARK BH,00:52:17,5.61,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.779701 35.785385),1645913154,TOWN OF CARY / DT DECK P2 (2),00:21:28,2.216,113 Walnut St,,Cary,North Carolina,27511,0.0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.779701 35.785385)
POINT(-78.778816 35.789215),1645905599,TOWN OF CARY / TOWN HALL-PWH,01:49:35,11.36,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.778816 35.789215)
POINT(-78.825554 35.781303),1645899937,TOWN OF CARY / BOND PARK BH,00:27:47,3.281,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.778816 35.789215),1645841223,TOWN OF CARY / TOWN HALL-PWH,01:13:22,3.708,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.778816 35.789215)
POINT(-78.778816 35.789215),1645818237,TOWN OF CARY / TOWN HALL-PWH,02:12:54,12.334,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.778816 35.789215)
POINT(-78.778816 35.789215),1645799840,TOWN OF CARY / TOWN HALL-PWH,03:08:00,16.887,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.778816 35.789215)
POINT(-78.779411 35.785446),1645712718,TOWN OF CARY / DT DECK P2 (1),09:53:35,59.968,113 Walnut St,,Cary,North Carolina,27511,0.0,CT4025-HD-GW,35.785446,-78.779411,POINT(-78.779411 35.785446)
POINT(-78.779701 35.785385),1645666134,TOWN OF CARY / DT DECK P2 (2),00:49:40,2.526,113 Walnut St,,Cary,North Carolina,27511,0.0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.779701 35.785385)
POINT(-78.779701 35.785385),1645657438,TOWN OF CARY / DT DECK P2 (2),01:15:23,7.813,113 Walnut St,,Cary,North Carolina,27511,0.0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.779701 35.785385)
POINT(-78.825554 35.781303),1645639324,TOWN OF CARY / BOND PARK BH,02:08:56,14.033,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.778816 35.789215),1645631969,TOWN OF CARY / TOWN HALL-PWH,02:11:00,7.243,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.778816 35.789215)
POINT(-78.825554 35.781303),1645622076,TOWN OF CARY / BOND PARK BH,02:11:56,7.673,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.779701 35.785385),1645491076,TOWN OF CARY / DT DECK P2 (2),00:54:35,2.765,113 Walnut St,,Cary,North Carolina,27511,0.0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.779701 35.785385)
POINT(-78.825554 35.781303),1645480305,TOWN OF CARY / BOND PARK BH,00:44:00,5.319,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.825554 35.781303),1645480663,TOWN OF CARY / BOND PARK BH,00:20:35,0.759,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.825554 35.781303),1645472397,TOWN OF CARY / BOND PARK BH,02:01:33,12.706,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.778816 35.789215),1645403915,TOWN OF CARY / TOWN HALL-PWH,01:26:44,4.361,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.778816 35.789215)
POINT(-78.825554 35.781303),1645384568,TOWN OF CARY / BOND PARK BH,00:14:08,1.557,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.825554 35.781303),1645365309,TOWN OF CARY / BOND PARK BH,00:20:37,1.814,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.825554 35.781303),1645298702,TOWN OF CARY / BOND PARK BH,00:37:45,3.958,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.825554 35.781303),1645292022,TOWN OF CARY / BOND PARK BH,01:12:59,8.955,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
POINT(-78.778816 35.789215),1645288409,TOWN OF CARY / TOWN HALL-PWH,00:31:15,3.166,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.778816 35.789215)
POINT(-78.779701 35.785385),1645286898,TOWN OF CARY / DT DECK P2 (2),00:04:25,0.244,113 Walnut St,,Cary,North Carolina,27511,0.0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.779701 35.785385)
POINT(-78.778816 35.789215),1645278673,TOWN OF CARY / TOWN HALL-PWH,00:36:08,2.049,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.778816 35.789215)
POINT(-78.778816 35.789215),1645216157,TOWN OF CARY / TOWN HALL-PWH,01:16:56,6.804,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.778816 35.789215)
POINT(-78.825554 35.781303),1645189188,TOWN OF CARY / BOND PARK BH,01:01:47,3.925,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0.0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.825554 35.781303)
