ID,PROMOTOR-GESTOR,ACCES,TIPUS VELOCITAT,TIPUS CONNEXIÓ,LATITUD,LONGITUD,DESIGNACIÓ-DESCRIPTIVA,POTENCIA,TIPUS DE CORRENT,ADREÇA,PROVINCIA,CODIPROV,MUNICIPI,CODIMUN,NPLACES ESTACIÓ,TIPUS VEHICLE,Georeferència
44182674,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID i NORMAL,Schuko,41.40177,2.150899,EdR Barcelona Riera  de Cassoles 6,0,AC,Avinguda  Riera de Cassoles 6,Barcelona,8,Barcelona,80193,,,POINT (2.150899 41.401771)
44182216,Institut Català d'Energia - Ajuntament de Sant Feliu de Guíxols,tarjeta,RAPID i semiRAPID,CCS Combo2+ChadeMO+MENNEKES.M,41.791656,3.048749,EdRR Guíxols (AC-DC50kW),55,AC/DC,"Urbanitzacio St Pol Platja, 5, 17220 SAga...",Girona,17,Sant Feliu de Guíxols,171609,,,POINT (3.048749 41.791657)
44182259,Institut Català d'Energia - Ajuntament de Lleida,tarjeta,semiRAPID,MENNEKES.M,41.61146,0.680775,EdR CIM Lleida1,22,AC,"CIM LLEIDA, Carrer V, PARCELA 7",Lleida,25,Lleida,251207,,,POINT (0.680775 41.611461)
44186303,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID i NORMAL,Schuko,41.387108,2.17143,"EdR Barcelona Fontanella, 1",0,AC,"Fontanella, 1 - Plaça  Catalunya",Barcelona,8,Barcelona,80193,,,POINT (2.17143 41.387108)
44182182,Institut Català d'Energia - Ajuntament de Móra d'Ebre,tarjeta,RAPID i semiRAPID,CCS Combo2+ChadeMO+MENNEKES.M,41.08972,0.643364,EdRR Mòra d'Ebre (AC-DC50kW),55,AC/DC,"Av. de les Comarques Catalanes, 2, 43740 M...",Tarragona,43,Móra d'Ebre,430939,,,POINT (0.643364 41.089721)
44185779,Institut Català d'Energia - Ajuntament de la Jonquera,tarjeta,superRAPID i semiRAPID,CCS Combo2,42.40263,2.87852,EdRUR La Jonquera-2 (DC350kW),120,DC,ESTACIÓN DE SERVICIO ANDAMUR - Carrer,Girona,17,la Jonquera,170865,,,POINT (2.87852 42.40263)
44182635,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID i NORMAL,Schuko,41.395523,2.153667,"EdR Barcelona Av. Diagonal, 508 (lateral Muntanya)",0,AC,"Avinguda  Diagonal, 508 (lateral Muntanya) ? entre Balmes i Tusset",Barcelona,8,Barcelona,80193,,,POINT (2.153667 41.395522)
44186344,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID i NORMAL,Schuko,41.3962,2.158994,"EdR Barcelona Av. Diagonal, 387 (lateral mar)",0,AC,"Avinguda  Diagonal, 387 (lateral mar) - Córsega",Barcelona,8,Barcelona,80193,,,POINT (2.158994 41.396199)
44186326,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID i NORMAL,Schuko,41.38143,2.181947,"EdR Barcelona Via Laietana, 1",0,AC,"Via Laietana, 1 - Plaça  Antonio López, 1",Barcelona,8,Barcelona,80193,,,POINT (2.181947 41.38143)
44186214,Institut Català d'Energia - Ajuntament de Colera,tarjeta,semiRAPID,MENNEKES.M,42.403614,3.152229,22XP22T3KK4AK00047,22,AC,"Carrer dels Horts, 38, 17496 Colera, Girona,",Girona,17,Colera,170545,,,POINT (3.152229 42.403615)
44182048,Institut Català d'Energia - Ajuntament de Cambrils,tarjeta,semiRAPID,MENNEKES.M,41.064697,1.05762,EdR Cambrils,12,AC,"Carrer Robert Gerhard, 2",Tarragona,43,Cambrils,430385,,,POINT (1.05762 41.064699)
11423946,Institut Català d'Energia - Ajuntament de Barcelona,,semiRAPID,TESLA i MENNEKES.M,41.44083,2.19849,CC La Maquinista (22kW),0,AC/DC,"Carrer de Potosí, 2",Barcelona,8,Barcelona,80193,4,,POINT (2.19849 41.44083)
44182298,Institut Català d'Energia - Ajuntament de Rubí,tarjeta,semiRAPID,MENNEKES.M,41.502808,2.04375,EdR Rubí,22,AC,Carrer del Futbol s/n (Aparcament Complex ...,Barcelona,8,Rubí,81846,,,POINT (2.04375 41.502806)
44182163,Institut Català d'Energia - Ajuntament de Viladrau,tarjeta,semiRAPID,MENNEKES.M,41.848434,2.388389,"Carrer Balcells i Morató, 3",22,AC,"GI-520, 3a, 17406 Viladrau, Girona, Spain",Girona,17,Viladrau,172207,,,POINT (2.388389 41.848436)
44182104,Institut Català d'Energia - Ajuntament de Torroella de Montgrí,tarjeta,semiRAPID,MENNEKES.M,42.043743,3.184149,EdR L'Estartit,12,AC,"Diseminado Afores, 165, 17258 Torroella de...",Girona,17,Torroella de Montgrí,171997,,,POINT (3.184149 42.043742)
44186000,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,MENNEKES.M,41.389606,2.173645,EdR SABA Urquinaona2 Barcelona,6,AC,"SABA - Pl. d'Urquinaona, 08010 Barcelona,",Barcelona,8,Barcelona,80193,,,POINT (2.173645 41.389607)
44182025,Institut Català d'Energia - Ajuntament de Roquetes,tarjeta,semiRAPID,MENNEKES.M,40.82044,0.497161,Ajuntament de Roquetes - SELBA EdRSR 1,22,AC,"Urb. Torre d'en Gil, 85",Tarragona,43,Roquetes,431331,,,POINT (0.497161 40.820438)
44182590,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID i NORMAL,Schuko,41.392338,2.132172,"EdR Barcelona Av.Sarrià, 126",0,AC,"Avinguda Sarrià, 126",Barcelona,8,Barcelona,80193,,,POINT (2.132172 41.392338)
44186225,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,MENNEKES.M,41.37449,2.142742,EdR BAMSA Vilardell3,22,AC,"BAMSA - Carrer de Vilardell, 20, 08014",Barcelona,8,Barcelona,80193,,,POINT (2.142742 41.374489)
44182191,Institut Català d'Energia - Ajuntament de Mont-roig del Camp,tarjeta,semiRAPID,MENNEKES.M,41.082844,0.958994,"Ctra. de Colldejou, S/N",22,AC,"26 Partida Boveral, 43300, Tarragona, Spain",Tarragona,43,Mont-roig del Camp,430923,,,POINT (0.958994 41.082844)
44186327,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID i NORMAL,Schuko,41.38208,2.191611,"EdR Barcelona Pg. Salvat Papasseit, 3",0,AC,"Pg. Salvat Papasseit, 3 - Ginebra",Barcelona,8,Barcelona,80193,,,POINT (2.191611 41.382081)
44182144,Institut Català d'Energia - Ajuntament de Mataró,tarjeta,semiRAPID,MENNEKES.M,41.538647,2.441875,EdR Mataró,22,AC,"Plaça de les Tereses, 7",Barcelona,8,Mataró,81213,,,POINT (2.441875 41.538645)
44182684,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID i NORMAL,MENNEKES.M+Schuko,41.400993,2.185633,EdR Barcelona Encants,10,AC,Carrer deCastillejos 160,Barcelona,8,Barcelona,80193,,,POINT (2.185633 41.400992)
44186183,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,MENNEKES.M,41.397083,2.175187,61906004710022,22,AC,"ANPORA - Carrer de Roger de Flor, 148, 08013",Barcelona,8,Barcelona,80193,,,POINT (2.175187 41.397083)
44185814,Institut Català d'Energia - Ajuntament de Sitges,tarjeta,semiRAPID,MENNEKES.M,41.26136,1.927352,EdR Port Ginesta,22,AC,"PORT GINESTA - Passeig Marítim, s/n, 08860",Barcelona,8,Sitges,82704,,,POINT (1.927352 41.26136)
44186023,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,MENNEKES.M,41.39019,2.14327,1583000418,22,AC,"BAMSA - Av. de Josep Tarradellas, 139, 08029",Barcelona,8,Barcelona,80193,,,POINT (2.14327 41.390191)
44186020,Institut Català d'Energia - Ajuntament de l'Hospitalet de Llobregat,tarjeta,semiRAPID,MENNEKES.M,41.353382,2.127768,EdR L'Hospitalet de Llobregat,6,AC,"FIRA PABELLON A - Av. Joan Carles I, 64,",Barcelona,8,l'Hospitalet de Llobregat,81017,,,POINT (2.127768 41.353381)
44186247,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,,41.393463,2.204479,EdR Barcelona Ronda del Litoral Sortida 23,0,AC,"Ronda del Litoral Sortida 23 - Avinguda  Litoral, 49",Barcelona,8,Barcelona,80193,,,POINT (2.204479 41.393464)
44186129,Institut Català d'Energia - Ajuntament de l'Hospitalet de Llobregat,tarjeta,semiRAPID,MENNEKES.M,41.35648,2.12949,EdR L'H FIRA,22,AC,"FIRA PABELLON 4 - Av. Joan Carles I, 64,",Barcelona,8,l'Hospitalet de Llobregat,81017,,,POINT (2.12949 41.356481)
44186004,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,MENNEKES.M,41.39381,2.153077,EdR BAMSA Pau Casals6,6,AC,"BAMSA - Av. Pau Casals S/N, 08970 Barcelona,",Barcelona,8,Barcelona,80193,,,POINT (2.153077 41.393809)
44182469,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID i NORMAL,Schuko,41.39441,2.114755,EdR Barcelona Marquès de Mulhacén,0,AC,"Carrer deMarqués de Mulhacen, 51 B",Barcelona,8,Barcelona,80193,,,POINT (2.114755 41.394408)
44185853,Institut Català d'Energia - Ajuntament de Castellterçol,tarjeta,semiRAPID,MENNEKES.M,41.750637,2.123411,EdR AUTOMECANICA Castellterçol,22,AC,"AUTOMECANICA TUNEU - Carrer Moià, 10",Barcelona,8,Castellterçol,80641,,,POINT (2.123411 41.750638)
44186277,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID i NORMAL,MENNEKES.M+Schuko,41.3828,2.19435,EdR Barcelona Hospital del Mar,6,AC,"Pg. Marítim de la Barceloneta, 23-31",Barcelona,8,Barcelona,80193,,,POINT (2.19435 41.3828)
44186040,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,MENNEKES.M,41.401405,2.156667,EdR BAMSA Sol2,22,AC,"BAMSA - Plaça del Sol, 5, 08012 Barcelona,",Barcelona,8,Barcelona,80193,,,POINT (2.156667 41.401406)
44182278,Institut Català d'Energia - Ajuntament de l'Ametlla de Mar,tarjeta,semiRAPID,MENNEKES.M,40.882774,0.803978,EdR L'Ametlla de Mar,22,AC,"Ctra. Puerto, s/n, 43860 LAmetlla de Mar,...",Tarragona,43,l'Ametlla de Mar,430136,,,POINT (0.803978 40.882774)
44666568,Institut Català d'Energia - Ajuntament de Badalona,targeta,RAPID i semiRAPID,CCS Combo2+ChadeMO,41.45492,2.226672,PdRR Badalona: C. Anna Tugas - Pg. Olof Palmer 8917 Badalona ESP,44,DC,PdRR Badalona: C. Anna Tugas - Pg. Olof Palme,Barcelona,8,Badalona,80155,,,POINT (2.226672 41.454923)
44182669,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,RAPID i semiRAPID,CCS Combo2+ChadeMO+MENNEKES.M,41.388336,2.182322,EdRR Barcelona-B:SM 20,41,AC/DC,Passeig Picasso 8,Barcelona,8,Barcelona,80193,,,POINT (2.182322 41.388337)
44185927,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,MENNEKES.M,41.393757,2.143087,EdR BAMSA Pau Casals5,6,AC,BAMSA - Av. Pau Casals S/N,Barcelona,8,Barcelona,80193,,,POINT (2.143087 41.393756)
44185942,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,RAPID i semiRAPID,CCS Combo2+ChadeMO+MENNEKES.M,41.32864,2.156324,EdRR ES PETROMIRALLES Barcelona (DC50-AC13kW),50,AC/DC,"Ml Inflamables, 9",Barcelona,8,Barcelona,80193,,,POINT (2.156324 41.328641)
44182559,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID i NORMAL,Schuko,41.387108,2.17143,"EdR Barcelona Fontanella, 1",0,AC,"Fontanella, 1 - Plaça  Catalunya",Barcelona,8,Barcelona,80193,,,POINT (2.17143 41.387108)
44182243,Institut Català d'Energia - Ajuntament de Martorell,tarjeta,semiRAPID,MENNEKES.M,41.4757,1.928181,EdR Martorell,22,AC,"C. Revall, Barcelona",Barcelona,8,Martorell,81141,,,POINT (1.928181 41.4757)
44185852,Institut Català d'Energia - Ajuntament de Constantí,tarjeta,semiRAPID,MENNEKES.M,41.155033,1.209893,EdR CONSUM Constantí,22,AC,"CONSUM - Pl. Rafael de Casanovas, 1, 43120 -",Tarragona,43,Constantí,430477,,,POINT (1.209893 41.155034)
44186060,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,MENNEKES.M,41.37449,2.142742,EdR BAMSA Vilardell2,22,AC,"BAMSA - Carrer de Vilardell, 20, 08014",Barcelona,8,Barcelona,80193,,,POINT (2.142742 41.374489)
44183265,Institut Català d'Energia - Ajuntament de Sant Feliu de Guíxols,tarjeta,semiRAPID,MENNEKES.M,41.780674,3.022077,EdR Sant Feliu de Guíxols,22,AC,"Carrer Dr. Rovira, 47",Girona,17,Sant Feliu de Guíxols,171609,,,POINT (3.022077 41.780674)
44186186,Institut Català d'Energia - Ajuntament de Girona,tarjeta,semiRAPID,MENNEKES.M,41.981342,2.8206,12113010520007,22,AC,"Pl. de l'Hospital, 17001 Girona, Spain",Girona,17,Girona,170792,,,POINT (2.8206 41.981343)
44182543,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,,41.388424,2.169394,"EdR Barcelona Passeig de Gràcia, 5",0,AC,"Passeig de Gràcia, 5",Barcelona,8,Barcelona,80193,,,POINT (2.169394 41.388423)
44186163,Institut Català d'Energia - Ajuntament de Santa Cristina d'Aro,tarjeta,semiRAPID,MENNEKES.M,41.823563,2.97695,EdR R Bell-Lloc,22,AC,RESTAURANT BELL-LLOC - Carretera Sant Feliu,Girona,17,Santa Cristina d'Aro,171812,,,POINT (2.97695 41.823561)
44666852,Institut Català d'Energia - Ajuntament de Sant Cugat del Vallès,targeta,RAPID i semiRAPID,MENNEKES.M,41.482742,2.051307,"PdRL Sant Cugat del Vallès: Av. Via Augusta, 3 08173 Sant Cugat del Vallès ESP",38,AC,"PdRL Sant Cugat del Vallès: Av. Via Augusta,",Barcelona,8,Sant Cugat del Vallès,82055,,,POINT (2.051307 41.482744)
44182310,Institut Català d'Energia - Ajuntament de Rubí,tarjeta,semiRAPID,MENNEKES.M,41.485634,2.030229,EdR Rubí,12,AC,"S/N, Rambleta de Joan Miró",Barcelona,8,Rubí,81846,,,POINT (2.030229 41.485633)
11423988,Institut Català d'Energia - Ajuntament de S'Agaró,APARCAMENT HOTEL,semiRAPID,TESLA,41.79054,3.0558,TESLA Destinació - Hostal de la Gavina (11kW),0,AC,"Plaça Rosaleda, S/N",Girona,17,Castell-Platja d'Aro,170486,1,cotxe,POINT (3.0558 41.79054)
44182594,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID i NORMAL,Schuko,41.41993,2.181425,"EdR Barcelona Pl. Maragall, 21",0,AC,"Plaça  Maragall, 21 - Olesa",Barcelona,8,Barcelona,80193,,,POINT (2.181425 41.419931)
11423989,Institut Català d'Energia - Ajuntament de Sant Cugat del Vallés,,superRAPID,MENNEKES.M+TESLA,41.49923,2.07282,TESLA Supercarregador - Sant Cugat del Vallès (120kW),0,AC/DC,"Camí de Can Camps, 13",Barcelona,8,Sant Cugat del Vallès,82055,7,,POINT (2.07282 41.49923)
44186133,Institut Català d'Energia - Ajuntament de Sant Cugat del Vallès,tarjeta,semiRAPID,MENNEKES.M,41.462673,2.076862,EdR Golf Sant Cugat,22,AC,"GOLF SANT CUGAT - Carrer de Villà, 79, 08173",Barcelona,8,Sant Cugat del Vallès,82055,,,POINT (2.076862 41.462673)
44182660,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,,41.378246,2.157075,EdR Barcelona CALABRIA ON COTXE,0,AC,Carrer de Calàbria 66,Barcelona,8,Barcelona,80193,,,POINT (2.157075 41.378245)
44182678,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,superRAPID i RAPID i semiRAPID,CCS Combo2+ChadeMO+MENNEKES.M,41.386127,2.116763,EdRR Barcelona-B:SM 22,83,AC/DC,Carrer de John M. Keynes 2-10,Barcelona,8,Barcelona,80193,,,POINT (2.116763 41.386127)
44182687,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID i NORMAL,MENNEKES.M+Schuko,41.403248,2.152312,EdR Barcelona Gràcia Motos,10,AC,"Carrer de Gran de Gràcia,190",Barcelona,8,Barcelona,80193,,,POINT (2.152312 41.403247)
44185848,Institut Català d'Energia - Ajuntament de Puigcerdà,tarjeta,semiRAPID,MENNEKES.M,42.441353,1.940943,EdR Camping STEL Puigcerdà (AC12kW),22,AC,"CAMPING STEL - Carretera Llívia, s/n",Girona,17,Puigcerdà,171411,,,POINT (1.940943 42.441351)
44186095,Institut Català d'Energia - Ajuntament de Sant Carles de la Ràpita,tarjeta,RAPID i semiRAPID,CCS Combo2+ChadeMO+MENNEKES.M,40.61361,0.590008,EdRR La Ràpita (AC-DC50kW),50,AC/DC,"MIAMI SANT CARLES - Passeig Marítim, 18",Tarragona,43,Sant Carles de la Ràpita,431362,,,POINT (0.590008 40.61361)
44185800,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,MENNEKES.M,41.37992,2.189494,EdR Barcelona del Baluard,22,AC,"BAMSA - Carrer del Baluard, 27, 08003",Barcelona,8,Barcelona,80193,,,POINT (2.189494 41.379922)
44185969,Institut Català d'Energia - Ajuntament de Esplugues de Llobregat,tarjeta,RAPID i semiRAPID,CCS Combo2+ChadeMO+MENNEKES.M,41.370304,2.090348,EdRR EndesaX McD's Esplugues (DC50-AC26kW),50,AC/DC,"MCDONALDS - Carrer de Vic, 18, 08950",Barcelona,8,Esplugues de Llobregat,80771,,,POINT (2.090348 41.370303)
44182487,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID i NORMAL,Schuko,41.3828,2.19435,EdR Barcelona Hospital del Mar,0,AC,"Pg. Marítim de la Barceloneta, 23-31",Barcelona,8,Barcelona,80193,,,POINT (2.19435 41.3828)
44185881,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,MENNEKES.M,41.41568,2.180759,EdR PARKIA Maragall1 Barcelona,6,AC,"PARKING PARKIA - Passeig de Maragall, 52",Barcelona,8,Barcelona,80193,,,POINT (2.180759 41.41568)
10349627,Institut Català d'Energia - Ajuntament de Vilablareix,targeta,semiRAPID,MENNEKES.M,41.950302,2.797119,EdRsR Vilablareix Llúria (AC22kW),22,AC,Roger de Llúria,Girona,17,Vilablareix,172155,,,POINT (2.797119 41.950304)
44186097,Institut Català d'Energia - Ajuntament de Olot,tarjeta,semiRAPID,MENNEKES.M,42.186142,2.497409,EdR Consum OLOT,22,AC,"CONSUM - Carrer Mossèn Jacint Verdaguer,",Girona,17,Olot,171143,,,POINT (2.497409 42.186143)
44182060,Institut Català d'Energia - Ajuntament de Mont-ral,tarjeta,semiRAPID,MENNEKES.M,41.311813,1.087452,Mont-ral - SELBA EdRSR 1,22,AC,"Cami de l'Era, 2",Tarragona,43,Mont-ral,430918,,,POINT (1.087452 41.311815)
44182226,Institut Català d'Energia - Ajuntament de Sant Jaume d'Enveja,tarjeta,semiRAPID,MENNEKES.M,40.7073,0.718984,Sant Jaume dEnveja - SELBA EdRSR 1,22,AC,"Av. de Catalunya, 22-30",Tarragona,43,Sant Jaume d'Enveja,439023,,,POINT (0.718984 40.707298)
44186008,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,MENNEKES.M,41.388702,2.130892,EdR Diagonal1 Barcelona,6,AC,"Avinguda Diagonal, 593, 08014 Barcelona,",Barcelona,8,Barcelona,80193,,,POINT (2.130892 41.388701)
44186009,Institut Català d'Energia - Ajuntament de Blanes,tarjeta,semiRAPID,MENNEKES.M,41.67206,2.79064,12008000990003,22,AC,"SABA - Passeig de la Marina, 17300 Blanes,",Girona,17,Blanes,170237,,,POINT (2.79064 41.672057)
44182149,Institut Català d'Energia - Ajuntament de Reus,tarjeta,semiRAPID,MENNEKES.M,41.1296,1.186733,Vial O,22,AC,"Avinguda dels Mercaders, 11, 43204 Reus, T...",Tarragona,43,Reus,431233,,,POINT (1.186733 41.1296)
44186161,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,MENNEKES.M,41.413853,2.171829,62217016550007,22,AC,SABA Hospital Sant Pau - Carrer del Mas,Barcelona,8,Barcelona,80193,,,POINT (2.171829 41.413852)
44185835,Institut Català d'Energia - Ajuntament de el Vendrell,tarjeta,superRAPID i semiRAPID,CCS Combo2,41.187065,1.514849,C6E15BCC21WRHCPAXD,150,DC,"GM FUEL STATIONS COMA-RUGA - N-340, km 1187,",Tarragona,43,el Vendrell,431634,,,POINT (1.514849 41.187067)
44182047,Institut Català d'Energia - Ajuntament de Salou,tarjeta,semiRAPID,MENNEKES.M,41.08753,1.152254,EdR Vila-seca,10,AC,"Unnamed Road Catalunya 43840 ES, 43840, Ta...",Tarragona,43,Salou,439057,,,POINT (1.152254 41.087528)
11423928,Institut Català d'Energia - Ajuntament de Barcelona,VIA PUBLICA ,RAPID,CCS Combo2+ChadeMO+MENNEKES.M,41.415127,2.136311,EdRRx2-Alfons Comín-Vallcarca (DC50kW AC43kW) ,0,AC/DC,"Plaça Alfons Comín, 12- Isaac Newton",Barcelona,8,Barcelona,80193,1,cotxe,POINT (2.136311 41.415125)
44185955,Institut Català d'Energia - Ajuntament de Sant Andreu de Llavaneres,tarjeta,RAPID i semiRAPID,CCS Combo2+ChadeMO+MENNEKES.M,41.55403,2.496102,EdRR ES PETROLIS Sant Andreu de Llavaneres (DC50-AC13kW),50,AC/DC,"PETROLIS MIRAMAR - N-II, 6",Barcelona,8,Sant Andreu de Llavaneres,81976,,,POINT (2.496102 41.554033)
44182180,Institut Català d'Energia - Ajuntament de Banyoles,tarjeta,semiRAPID,MENNEKES.M,42.117718,2.756792,Estany de Banyoles,22,AC,"Passeig de Mossèn Lluís Constans, 4, 17820...",Girona,17,Banyoles,170157,,,POINT (2.756792 42.117716)
11423985,Institut Català d'Energia - Ajuntament de Platja d'Aro,APARCAMENT HOTEL,semiRAPID,TESLA,41.82447,3.07745,TESLA Destinació - Salles Hotel & Spa Cala del Pi (22kW),0,AC,"Av. del Cavall Bernat, 160",Girona,17,Castell-Platja d'Aro,170486,1,cotxe,POINT (3.07745 41.82447)
44182705,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,RAPID i semiRAPID,CCS Combo2+ChadeMO+MENNEKES.M,41.39777,2.162852,EdRR Barcelona-B:SM 31,41,AC/DC,Carrer de Roger de Llúria 124,Barcelona,8,Barcelona,80193,,,POINT (2.162852 41.39777)
8177080,Institut Català d'Energia - Ajuntament de Pau,targeta,semiRAPID,MENNEKES.M,42.316364,3.1186736,EdR Pau (22kW),22,AC,C/Sant Pere 12,Girona,17,Pau,171289,,,POINT (3.1186735 42.3163631)
44185959,Institut Català d'Energia - Ajuntament de Calonge i Sant Antoni,tarjeta,semiRAPID,MENNEKES.M,41.837994,3.088546,EdR Calonge,10,AC,RESTAURANTE TERRAPLATA - C/ Rafael de,Girona,17,Calonge i Sant Antoni,170340,,,POINT (3.088546 41.837993)
11438478,Institut Català d'Energia - Ajuntament de Pallejà,ESTACIO DE SERVEI,superRAPID,CCS Combo2,41.42028,2.00201,IONITY Pallejà (350kW),0,DC,"Ronda de Santa Eulàlia, 31",Barcelona,8,Pallejà,81574,4,cotxe,POINT (2.00201 41.42028)
44182481,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID i NORMAL,MENNEKES.M+Schuko,41.43052,2.18798,EdR Barcelona Sant Andreu Teatre,10,AC,"Carrer dede les Monges, 2",Barcelona,8,Barcelona,80193,,,POINT (2.18798 41.43052)
44172945,Institut Català d'Energia - Ajuntament de Cornellà de Llobregat,tarjeta,RAPID i semiRAPID,MENNEKES.M,41.352894,2.088675,EdRR AMB Cornellà de Llobregat (DC44-AC43kW),38,AC,PdRR Cornellà de Llobregat: Carrer de Baltasa,Barcelona,8,Cornellà de Llobregat,80734,,,POINT (2.088675 41.352895)
44182246,Institut Català d'Energia - Ajuntament de Móra la Nova,tarjeta,semiRAPID,MENNEKES.M,41.10044,0.653326,EdR Móra la Nova,22,AC,Carrer Imperial Tarraco 2,Tarragona,43,Móra la Nova,430944,,,POINT (0.653326 41.100441)
44182300,Institut Català d'Energia - Ajuntament de Calafell,tarjeta,RAPID i semiRAPID,CCS Combo2+ChadeMO+MENNEKES.M,41.19994,1.567828,EdRR Calafell (AC-DC50kW),55,AC/DC,,Tarragona,43,Calafell,430379,,,POINT (1.567828 41.199938)
44185997,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,MENNEKES.M,41.3989,2.153663,EdR BAMSA Placidia1,22,AC,"BAMSA - Plaça de Gal·la Placídia, 2, 08006",Barcelona,8,Barcelona,80193,,,POINT (2.153663 41.3989)
44182070,Institut Català d'Energia - Ajuntament de Manresa,tarjeta,semiRAPID,MENNEKES.M,41.72305,1.82836,EdR Manresa,22,AC,"Carrer de Montserrat, 6",Barcelona,8,Manresa,81136,,,POINT (1.82836 41.72305)
44182509,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID i NORMAL,MENNEKES.M+Schuko,41.4045,2.1972,EdR Barcelona Rambla Poblenou,10,AC,"Rambla del poblenou, 130",Barcelona,8,Barcelona,80193,,,POINT (2.1972 41.4045)
44186339,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID i NORMAL,Schuko,41.434628,2.148196,"EdR Barcelona Arquitecte Moragas, 31",0,AC,"Arquitecte Moragas, 31 - Avinguda  Can Marcet, 36",Barcelona,8,Barcelona,80193,,,POINT (2.148196 41.434627)
44182323,Institut Català d'Energia - Ajuntament de la Pobla de Mafumet,tarjeta,RAPID i semiRAPID,CCS Combo2+ChadeMO+MENNEKES.M,41.187027,1.20879,EdRR La Pobla de Mafumet (AC-DC50kW),55,AC/DC,Avinguda Generalitat 22,Tarragona,43,la Pobla de Mafumet,431093,,,POINT (1.20879 41.187026)
44182039,Institut Català d'Energia - Ajuntament de Sant Carles de la Ràpita,tarjeta,semiRAPID,MENNEKES.M,40.61675,0.593221,Port de la Ràpita - INGETEAM EdRSR 1,22,AC,"Carrer de la Vista Alegre, 1",Tarragona,43,Sant Carles de la Ràpita,431362,,,POINT (0.593221 40.616748)
44186206,Institut Català d'Energia - Ajuntament de Alfés,tarjeta,RAPID i semiRAPID,CCS Combo2+ChadeMO+MENNEKES.M,41.518307,0.619821,EdRR ES Alfes (AC-DC50kW),50,AC/DC,CEEES EMILI GUIU SENTIS (REPSOL ALFES) -,Lleida,25,Alfés,250143,,,POINT (0.619821 41.518308)
11423995,Institut Català d'Energia - Ajuntament de Sitges,APARCAMENT HOTEL,semiRAPID,TESLA,41.23474,1.80399,TESLA Destinació - Hotel Sofia (22kW),0,AC,"Avinguda Sofia, 12",Barcelona,8,Sitges,82704,2,cotxe,POINT (1.80399 41.23474)
44666621,Institut Català d'Energia - Ajuntament de Gavà,targeta,RAPID i semiRAPID,CCS Combo2+ChadeMO,41.29721,2.008393,"PdRR Gavà: C. del Progres, 54 8014 Gavá ESP",44,DC,"PdRR Gavà: C. del Progres, 54",Barcelona,8,Gavà,80898,,,POINT (2.008393 41.297211)
44186071,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,MENNEKES.M,41.385563,2.177321,EdR BAMSA Cambó3 Barcelona,22,AC,"BAMSA - Av. de Francesc Cambó, 10, 08003",Barcelona,8,Barcelona,80193,,,POINT (2.177321 41.385564)
