name,address,description,location_category,location_sub_category,open_date,pricing,free_use,latitude,longitude,port_count,port_level_type,network,manufacturer,power_output_kw,power_output_volts,power_output_amps,renewable_power_supply,CHAdeMO,Tesla_std,Tesla_Fast,Tesla_Roadster,CCS_SAE,J1772,Type2,Commando,Wall_AU
SAS / SAMSUNG 6,12100 samsung blvd,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.3774,-97.6397,2,,,,,240V,40A,,,,,,,,,,
AVIATION / 2ND FLOOR R,3201 Presidential Blvd,,Parking,Airport,,$4.17/month PIE members $2/hr Non-Members,,30.2046,-97.6694,2,,,,,240V,30A,,,,,,,,,,
PIE AE / PUB ACC NRIDGE2,Campus Dr,,Parking,Commercial,,$4.17/month PIE members $2/hr Non-Members,,30.4043,-97.7056,2,,,,,240V,40A,,,,,,,,,,
AMD GO GREEN / P300 FL2,6825 Rialto Blvd,,Workplace,High-Tech,,$4.17/month PIE members $2/hr Non-Members,,30.2496,-97.8608,2,,,,,240V,40A,,,,,,,,,,
FROST / 2,401 Congress,,Parking,Commercial,,$4.17/month PIE members $2/hr Non-Members,,30.267,-97.742,2,,,,,240V,40A,,,,,,,,,,
GIBSON FLATS / STATION 2,1219 S Lamar Blvd,,Multifamily Commercial,Apartment,,$4.17/month PIE members $2/hr Non-Members,,30.2541,-97.762,2,,,,,240V,40A,,,,,,,,,,
BURNET FLATS / BURNET FLATS G1,5453 Burnet Rd,,Multifamily Commercial,Apartment,,$4.17/month PIE members $2/hr Non-Members,,30.33,-97.7393,2,,,,,240V,40A,,,,,,,,,,
NATIONAL INSTRU / 19&20;,11500 N Mopac Expy,,Workplace,High-Tech,,$4.17/month PIE members $2/hr Non-Members,,30.4085,-97.7277,2,,,,,240V,40A,,,,,,,,,,
PIE AE / PALMER STATION8,846-888 Barton Springs Rd,,Parking,Commercial,,$4.17/month PIE members $2/hr Non-Members,,30.2599,-97.7527,2,,,,,240V,40A,,,,,,,,,,
PIE AE / PUBGABLES 5TH 2,1611 W 5th St,,Parking,Commercial,,$4.17/month PIE members $2/hr Non-Members,,30.2744,-97.7647,2,,,,,240V,40A,,,,,,,,,,
GALLERIA OAKS / GALLERIA OAKS 1,3927 Ranch Rd 620 S,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.3131,-97.9465,2,,,,,240V,40A,,,,,,,,,,
MUELLER MARKET / MUELLER ST7,1801 E 51st St,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.3009,-97.6994,1,,,,,--,30A,,,,,,,,,,
COA FLEET - PIE / RUTHERFORD #9,1520 Rutherford Ln,,Municipal,Municipal Fleet,,$4.17/month PIE members $2/hr Non-Members,,30.3359,-97.6794,2,,,,,240V,40A,,,,,,,,,,
AUSTIN HQ / STATION 1,4200 Smith School Dr,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.1926,-97.7143,2,,,,,240V,40A,,,,,,,,,,
AISD PAC / AISD PAC #4,1301-1603 E 51st St,,Education,High School / Other,,$4.17/month PIE members $2/hr Non-Members,,30.3053,-97.7023,2,,,,,240V,40A,,,,,,,,,,
MONOGRAM / PARKING 4-5,615 W 7th St,,Multifamily Commercial,Apartment,,$4.17/month PIE members $2/hr Non-Members,,30.2706,-97.7489,2,,,,,240V,40A,,,,,,,,,,
ENDEAVOR REG / STATION2,11001 Lakeline Blvd,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.4797,-97.794,2,,,,,240V,40A,,,,,,,,,,
1801 E 6TH / AUSTIN 1801 1,1805 E 6th St,,Parking,Commercial,,$4.17/month PIE members $2/hr Non-Members,,30.2617,-97.7235,2,,,,,240V,40A,,,,,,,,,,
SLEEP INN / SLEEP INN 1,8410 E Hwy 290,,Hospitality,Hotel / Resort,,$4.17/month PIE members $2/hr Non-Members,,30.3299,-97.6617,2,,,,,240V,40A,,,,,,,,,,
PALOMA RIDGE / PALOMA BDG C #5,13620 Ranch Rd 620 N,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.478,-97.7781,2,,,,,240V,40A,,,,,,,,,,
PIE AE / PUB-STDAVIDSST2,710 Trinity St,,Municipal,Municipal Workplace,,$4.17/month PIE members $2/hr Non-Members,,30.2689,-97.7391,2,,,,,240V,40A,,,,,,,,,,
FROST / 1,106 E 6th St,,Parking,Commercial,,$4.17/month PIE members $2/hr Non-Members,,30.268,-97.7424,2,,,,,240V,40A,,,,,,,,,,
NATIONAL INSTRU / 7&8,11500 N Mopac Expy,,Workplace,High-Tech,,$4.17/month PIE members $2/hr Non-Members,,30.4085,-97.7277,2,,,,,240V,40A,,,,,,,,,,
HANOVER / LANTANA HILLS,6601Rialto Blvd,,Multifamily Commercial,Apartment,,$4.17/month PIE members $2/hr Non-Members,,30.2491,-97.8624,2,,,,,240V,40A,,,,,,,,,,
FOUNDATION COMM / JORDAN1,2724 Philomena St,,Multifamily Commercial,Apartment,,$4.17/month PIE members $2/hr Non-Members,,30.2987,-97.6948,2,,,,,240V,,,,,,,,,,,
PIE AE / HEB 6EA1,1000 E 41st St,,Parking,Commercial,,$4.17/month PIE members $2/hr Non-Members,,30.2992,-97.7211,2,,,,,240V,40A,,,,,,,,,,
LAMARHEIGHTS-AE / LAMAR 1,5400 N Lamar Blvd,,Multifamily Commercial,Apartment,,$4.17/month PIE members $2/hr Non-Members,,30.3225,-97.7292,2,,,,,240V,40A,,,,,,,,,,
ENDEAVOR REG / VILL WESTLAKE 1,701 S Capital of Texas Hwy,,Parking,Commercial,,$4.17/month PIE members $2/hr Non-Members,,30.2913,-97.8263,2,,,,,240V,40A,,,,,,,,,,
LCPM / GARAGE 1,3800 N. Lamar Blvd,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.3062,-97.7434,1,,,,,--,40A,,,,,,,,,,
3600WESTPARMER! / STATION1,3600 W Parmer Ln,,Retail,Shopping Center,,$4.17/month PIE members $2/hr Non-Members,,30.424,-97.7104,2,,,,,240V,30A,,,,,,,,,,
GARAGE 1 / GARAGE ONE,5010 S Congress Ave,,Multifamily Commercial,Apartment,,$4.17/month PIE members $2/hr Non-Members,,30.2117,-97.7723,2,,,,,240V,40A,,,,,,,,,,
NATIONAL INSTRU / 13&14;,11500 N Mopac Expy,,Workplace,High-Tech,,$4.17/month PIE members $2/hr Non-Members,,30.4088,-97.7252,2,,,,,240V,40A,,,,,,,,,,
AISD PAC / AISD PAC #3,1301-1603 E 51st St,,Education,High School / Other,,$4.17/month PIE members $2/hr Non-Members,,30.3053,-97.7024,2,,,,,240V,40A,,,,,,,,,,
ENDEAVOR REG / LEVEL 2 - #3,4301 Bull Creek Rd,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.3177,-97.755,2,,,,,240V,40A,,,,,,,,,,
WEINSTEIN / TECH RIDGE 1,1200 E Parmer Ln,,Multifamily Commercial,Apartment,,$4.17/month PIE members $2/hr Non-Members,,30.3948,-97.6532,1,,,,,--,40A,,,,,,,,,,
HYATT PLACE / HP STATION 2,Presidential Blvd,,Hospitality,Hotel / Resort,,$4.17/month PIE members $2/hr Non-Members,,30.2104,-97.6649,2,,,,,240V,40A,,,,,,,,,,
MUELLER MARKET / MUELLER 2,1801 E 51st St,,Retail,Shopping Center,,$4.17/month PIE members $2/hr Non-Members,,30.303,-97.6987,1,,,,,--,40A,,,,,,,,,,
PIE AE / PALMER STATION4,846888 Barton Springs Rd,,Parking,Commercial,,$4.17/month PIE members $2/hr Non-Members,,30.2598,-97.7525,2,,,,,240V,40A,,,,,,,,,,
WETT / 2,1901 Capital Pkwy,,Workplace,High-Tech,,$4.17/month PIE members $2/hr Non-Members,,30.2596,-97.7979,2,,,,,240V,40A,,,,,,,,,,
YETI RAMBLERS / EVSE #2,7601 Southwest Pkwy,,Multifamily Commercial,Apartment,,$4.17/month PIE members $2/hr Non-Members,,30.2558,-97.8725,2,,,,,240V,40A,,,,,,,,,,
DEVLOPER / TRAMMELL CROW 4,500 W 2nd St,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.2659,-97.749,2,,,,,240V,40A,,,,,,,,,,
ENDEAVOR REG / 2500 BEE CAVES1,2500 Bee Caves Rd.,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.2674,-97.7834,2,,,,,240V,40A,,,,,,,,,,
AMD GO GREEN / P100 FLOOR 5,7171 Southwest Pkwy,,Workplace,High-Tech,,$4.17/month PIE members $2/hr Non-Members,,30.2515,-97.864,2,,,,,240V,40A,,,,,,,,,,
ENDEAVOR REG / LEVEL 3 - #1,4301 Bull Creek Rd,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.3177,-97.755,2,,,,,240V,40A,,,,,,,,,,
PIE AE / TRAVIS CO L2,316 W 8th St,,Parking,Commercial,,$4.17/month PIE members $2/hr Non-Members,,30.2709,-97.7448,1,,,,,--,40A,,,,,,,,,,
SALTILLO / BLOCK 4,1211 E 5th St,,Multifamily Commercial,Apartment,,$4.17/month PIE members $2/hr Non-Members,,30.2632,-97.7306,2,,,,,240V,40A,,,,,,,,,,
PIE AE / PUBGABLES 5TH 1,1611 W 5th St,,Parking,Commercial,,$4.17/month PIE members $2/hr Non-Members,,30.2742,-97.7648,2,,,,,240V,40A,,,,,,,,,,
HEB / HEB LAKEWAY #2,2000 Ranch Rd 620 S,,Retail,Big Box / Superstore,,$4.17/month PIE members $2/hr Non-Members,,30.3443,-97.9676,2,,,,,240V,30A,,,,,,,,,,
HPI 3700 / EV 1,3700 N Capital of Texas Hwy,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.3369,-97.8066,1,,,,,--,40A,,,,,,,,,,
ENDEAVOR REG / 2500 BEE CAVES3,2500 Bee Caves Rd.,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.2674,-97.7835,2,,,,,240V,40A,,,,,,,,,,
REPUBLICSQUARE / GABLES REPUB3,213 W 4th St,,Multifamily Commercial,Apartment,,$4.17/month PIE members $2/hr Non-Members,,30.2666,-97.7455,2,,,,,240V,40A,,,,,,,,,,
COLONIAL CTR HR / STATION 2,607 W 3rd St,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.2665,-97.7502,2,,,,,240V,40A,,,,,,,,,,
PIE AE / PUB ACC NRIDGE1,Campus Dr,,Parking,Commercial,,$4.17/month PIE members $2/hr Non-Members,,30.4042,-97.7055,2,,,,,240V,40A,,,,,,,,,,
PRESIDIUM / LAUREL,8312 Fathom Cir,,Multifamily Commercial,Apartment,,$4.17/month PIE members $2/hr Non-Members,,30.4366,-97.7776,2,,,,,240V,40A,,,,,,,,,,
PIE AE / ANIMAL SERVICE1,7201 Levander Loop,,Parking,Commercial,,$4.17/month PIE members $2/hr Non-Members,,30.2514,-97.6891,2,,,,,240V,40A,,,,,,,,,,
LADERA BEND / BUILDING 1,7300 Ranch Rd 2222,,Workplace,High-Tech,,$4.17/month PIE members $2/hr Non-Members,,30.374,-97.8026,2,,,,,240V,40A,,,,,,,,,,
FOUNDRY / STATION 3,310 Comal St,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.2611,-97.7278,2,,,,,240V,40A,,,,,,,,,,
CZPROPERTIES / FLOOR 3 UNIT 2,1400 Lavaca St,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.277,-97.7427,2,,,,,240V,40A,,,,,,,,,,
PARK&ZOOM / VALET #3,9518 Hotel Dr,,Parking,Airport,,$4.17/month PIE members $2/hr Non-Members,,30.2117,-97.6623,2,,,,,240V,40A,,,,,,,,,,
ENDEAVOR REG / LEVEL 3 - #2,4301 Bull Creek Rd,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.3177,-97.755,2,,,,,240V,40A,,,,,,,,,,
COA FLEET - PIE / ED BLUE #3,4101 Ed Bluestein Blvd,,Municipal,Municipal Fleet,,$4.17/month PIE members $2/hr Non-Members,,30.277,-97.667,2,,,,,240V,40A,,,,,,,,,,
WEINSTEIN / ANDERSON 1,8601 Anderson Mill Rd,,Multifamily Commercial,Apartment,,$4.17/month PIE members $2/hr Non-Members,,30.4551,-97.7682,2,,,,,240V,40A,,,,,,,,,,
NATIONAL INSTRU / 9&10;,11500 N Mopac Expy,,Workplace,High-Tech,,$4.17/month PIE members $2/hr Non-Members,,30.4087,-97.7253,2,,,,,240V,40A,,,,,,,,,,
COLONIAL CTR HR / STATION 1,607 W 3rd St,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.2665,-97.7502,2,,,,,240V,40A,,,,,,,,,,
PALOMA RIDGE / PALOMA1B,13620 Ranch Rd 620 N,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.4772,-97.7774,2,,,,,240V,40A,,,,,,,,,,
HEB / HEB LAKEWAY #1,2000 Ranch Rd 620 S,,Retail,Big Box / Superstore,,$4.17/month PIE members $2/hr Non-Members,,30.3443,-97.9677,1,,,,,--,40A,,,,,,,,,,
ENCINO STATIONS / STATION 3,5707 Southwest Pkwy,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.2437,-97.8458,1,,,,,--,40A,,,,,,,,,,
PIE AE / PUBACCSVSCTRST1,9101 Tuscany Way,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.3441,-97.6658,2,,,,,240V,40A,,,,,,,,,,
ENDEAVOR REG / LEVEL 2 - #2,4301 Bull Creek Rd,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.3177,-97.755,2,,,,,240V,40A,,,,,,,,,,
AUSTIN / 400 - 1,400 W Cesar Chavez St,,Workplace,High-Tech,,$4.17/month PIE members $2/hr Non-Members,,30.265,-97.7484,2,,,,,240V,40A,,,,,,,,,,
PIE AE / PUBACCHIGHLAND2,5930 Middle Fiskville Rd,,Parking,Commercial,,$4.17/month PIE members $2/hr Non-Members,,30.3227,-97.7128,2,,,,,240V,40A,,,,,,,,,,
HPI 3700 / EV 3,3700 N Capital of Texas Hwy,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.3368,-97.8062,1,,,,,--,40A,,,,,,,,,,
WETT / 1,1901 Capital Pkwy,,Workplace,High-Tech,,$4.17/month PIE members $2/hr Non-Members,,30.2596,-97.7981,2,,,,,240V,40A,,,,,,,,,,
1224 E 12 / PAD STATION 1,1224 E 12th St,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.2729,-97.7267,2,,,,,240V,40A,,,,,,,,,,
PIE AE / MILWOOD LIB 2,12500 Amherst Dr,,Parking,Commercial,,$4.17/month PIE members $2/hr Non-Members,,30.4223,-97.7165,2,,,,,240V,40A,,,,,,,,,,
PIE AE / PUBDITTMAR2,1009 W Dittmar Rd,,Parks and Recreation,,,$4.17/month PIE members $2/hr Non-Members,,30.1853,-97.8012,2,,,,,240V,40A,,,,,,,,,,
300W / 300 W 6TH,300 W 6th,,Parking,Commercial,,$4.17/month PIE members $2/hr Non-Members,,30.2713,-97.746,2,,,,,240V,40A,,,,,,,,,,
ACC-AE / RIO GRANDE GAR1,824 W 12th St,,Education,University / College,,$4.17/month PIE members $2/hr Non-Members,,30.2764,-97.7494,2,,,,,240V,,,,,,,,,,,
RPP GARAGE / GARAGE 2,12455 Research Park Loop,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.4294,-97.7552,2,,,,,240V,40A,,,,,,,,,,
PENNYBACKER / AQUILA BRDG PT1,6504 Bridge Point Pkwy,,Workplace,High-Tech,,$4.17/month PIE members $2/hr Non-Members,,30.3554,-97.8029,2,,,,,240V,40A,,,,,,,,,,
COA FLEET - PIE / ED BLUE #1,4101 Ed Bluestein Blvd,,Municipal,Municipal Fleet,,$4.17/month PIE members $2/hr Non-Members,,30.2771,-97.667,2,,,,,240V,40A,,,,,,,,,,
INT-BIO EV CHGR / INTBIO EV CHGR2,8206 Cross Park Dr,,Workplace,High-Tech,,$4.17/month PIE members $2/hr Non-Members,,30.3309,-97.6689,2,,,,,240V,40A,,,,,,,,,,
COA / NEWCENTRALLIB4,710 W Cesar Chavez St,,Municipal,Library,,$4.17/month PIE members $2/hr Non-Members,,30.2661,-97.7518,2,,,,,240V,40A,,,,,,,,,,
PIE AE / PUBACCPINNACLE1,7748 Hwy 290 W,,Parking,Commercial,,$4.17/month PIE members $2/hr Non-Members,,30.2314,-97.8832,2,,,,,240V,40A,,,,,,,,,,
CZPROPERTIES / FLOOR 2 UNIT 2,1400 Lavaca St,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.2771,-97.7426,2,,,,,240V,40A,,,,,,,,,,
PIE AE / PUB UTANTONIO 1,2420 San Antonio St,,Parking,Commercial,,$4.17/month PIE members $2/hr Non-Members,,30.2887,-97.7426,2,,,,,240V,40A,,,,,,,,,,
DSMCUT / EVSE05 FLOOR L3,501-573 E 15th St,,Healthcare,Hospital / Treatment Center,,$4.17/month PIE members $2/hr Non-Members,,30.2752,-97.7346,2,,,,,240V,40A,,,,,,,,,,
DSMCUT / EVSE07 FLOOR L1,501-573 E 15th St,,Healthcare,Hospital / Treatment Center,,$4.17/month PIE members $2/hr Non-Members,,30.2752,-97.7346,2,,,,,240V,40A,,,,,,,,,,
PIE AE / RUTHERFORDCAMP2,8301 Cameron Rd,,Parking,Commercial,,$4.17/month PIE members $2/hr Non-Members,,30.3372,-97.6806,2,,,,,240V,40A,,,,,,,,,,
ENDEAVOR REG / 901 E 6TH ST 5,901 E 6th St,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.2651,-97.7333,2,,,,,240V,40A,,,,,,,,,,
PIE AE / ROSEWOOD PARK2,Rosewood Neighborhood Park Pedestrian Walkway,,Parking,Commercial,,$4.17/month PIE members $2/hr Non-Members,,30.2718,-97.714,2,,,,,240V,40A,,,,,,,,,,
PALOMA RIDGE / PALOMA BDG C #1,13620 N FM 620,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.4778,-97.7788,2,,,,,240V,40A,,,,,,,,,,
PIE AE / RUTHERFORDCAMP1,8301 Cameron Rd,,Parking,Commercial,,$4.17/month PIE members $2/hr Non-Members,,30.3371,-97.6807,2,,,,,240V,40A,,,,,,,,,,
PARKING LEVEL 1 / KENZIE 2,11301 Domain Dr,,Multifamily Commercial,Apartment,,$4.17/month PIE members $2/hr Non-Members,,30.3995,-97.7235,2,,,,,240V,40A,,,,,,,,,,
PIE AE / OTC 3FL PKGSTA3,505 Barton Springs Rd,,Parking,Commercial,,$4.17/month PIE members $2/hr Non-Members,,30.2569,-97.7492,2,,,,,240V,40A,,,,,,,,,,
PIE AE / PUBLOSTPARROTS1,15116 Storm Dr,,Parking,Commercial,,$4.17/month PIE members $2/hr Non-Members,,30.3826,-97.9339,2,,,,,240V,40A,,,,,,,,,,
ENDEAVOR REG / VILL WESTLAKE 2,701 S Capital of Texas Hwy,,Parking,Commercial,,$4.17/month PIE members $2/hr Non-Members,,30.2913,-97.8263,2,,,,,240V,40A,,,,,,,,,,
COA / NEWCENTRALLIB1,710 W Cesar Chavez St,,Municipal,Library,,$4.17/month PIE members $2/hr Non-Members,,30.2661,-97.7517,2,,,,,240V,40A,,,,,,,,,,
SAS / SAMSUNG 3,12100 samsung blvd,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.3774,-97.6397,2,,,,,240V,40A,,,,,,,,,,
SCHOOL / AKINS1,10701 S 1st St.,,Education,High School / Other,,$4.17/month PIE members $2/hr Non-Members,,30.1476,-97.8013,2,,,,,240V,40A,,,,,,,,,,
PIE AE / CITY HALL STAT2,400 W 2nd St,,Parking,Commercial,,$4.17/month PIE members $2/hr Non-Members,,30.2649,-97.747,2,,,,,240V,40A,,,,,,,,,,
PARK PLAZA / STATION2,115 Sandra muraida way,,Multifamily Commercial,Apartment,,$4.17/month PIE members $2/hr Non-Members,,30.2673,-97.7545,2,,,,,240V,40A,,,,,,,,,,
HPI 3700 / EV 5,4339 N Capital of Texas Hwy,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.3366,-97.8076,1,,,,,--,40A,,,,,,,,,,
GAINESRANCH / GAINES 1,4424 Gaines Ranch Loop,,Multifamily Commercial,Apartment,,$4.17/month PIE members $2/hr Non-Members,,30.244,-97.8184,2,,,,,240V,40A,,,,,,,,,,
PARK&ZOOM / VALET #5,9518 Hotel Dr,,Parking,Airport,,$4.17/month PIE members $2/hr Non-Members,,30.2117,-97.6618,2,,,,,240V,40A,,,,,,,,,,
PIE AE / PUBHILL.CGAL1,12901 Hill Country Blvd,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.3093,-97.9424,2,,,,,240V,40A,,,,,,,,,,
PIE AE / PUB DELL3,1345 Philomena St,,Parking,Commercial,,$4.17/month PIE members $2/hr Non-Members,,30.3025,-97.7069,2,,,,,240V,40A,,,,,,,,,,
ROSCOE PROPERTI / TIMBERCREEK 1,614 S 1st St,,Multifamily Commercial,Apartment,,$4.17/month PIE members $2/hr Non-Members,,30.2565,-97.7518,2,,,,,240V,40A,,,,,,,,,,
ACC-AE / NORTHRIDGE2,11928 Stonehollow,,Parking,Commercial,,$4.17/month PIE members $2/hr Non-Members,,30.4042,-97.7057,2,,,,,240V,40A,,,,,,,,,,
PIE AE / ANIMAL SERVICE2,7201 Levander Loop,,Parking,Commercial,,$4.17/month PIE members $2/hr Non-Members,,30.2514,-97.689,2,,,,,240V,40A,,,,,,,,,,
AUSTIN / AUSTIN 200 1,200 W Cesar Chavez St,,Workplace,High-Tech,,$4.17/month PIE members $2/hr Non-Members,,30.2644,-97.7461,2,,,,,240V,40A,,,,,,,,,,
HABITAT SUITES / SINGLE PORT,500 E Highland Mall Blvd,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.3291,-97.7096,1,,,,,--,40A,,,,,,,,,,
PIE AE / PUB UTPICKLE1,Rd A,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.3897,-97.725,2,,,,,240V,40A,,,,,,,,,,
ROSCOE PROPERTI / VOLUME MAIN,1715 E 32nd St,,Multifamily Commercial,Apartment,,$4.17/month PIE members $2/hr Non-Members,,30.2854,-97.7151,2,,,,,240V,40A,,,,,,,,,,
AVIATION / 1ST FLOOR GARAG,3201 Presidential Blvd,,Parking,Airport,,$4.17/month PIE members $2/hr Non-Members,,30.2046,-97.6693,2,,,,,240V,30A,,,,,,,,,,
MIRA VISTA / STATION 1,2705 Bee Cave Rd,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.2695,-97.787,2,,,,,240V,40A,,,,,,,,,,
PIE AE / PALMER STATION7,846-888 Barton Springs Rd,,Parking,Commercial,,$4.17/month PIE members $2/hr Non-Members,,30.26,-97.7527,2,,,,,240V,40A,,,,,,,,,,
PARK&ZOOM / VALET #4,9518 Hotel Dr,,Parking,Airport,,$4.17/month PIE members $2/hr Non-Members,,30.2115,-97.6621,2,,,,,240V,40A,,,,,,,,,,
AMD GO GREEN / P100 FL4 INNER,7171 Southwest Pkwy,,Workplace,High-Tech,,$4.17/month PIE members $2/hr Non-Members,,30.2511,-97.8631,2,,,,,240V,40A,,,,,,,,,,
1801 E 6TH / AUSTIN 1801 2,1805 E 6th St,,Parking,Commercial,,$4.17/month PIE members $2/hr Non-Members,,30.2617,-97.7235,2,,,,,240V,40A,,,,,,,,,,
STATION 1 / PLAZA 1,5001 Plaza on the Lake,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.3479,-97.8008,2,,,,,240V,40A,,,,,,,,,,
PIE AE / PALMER STATION3,736-820 Barton Springs Rd,,Parking,Commercial,,$4.17/month PIE members $2/hr Non-Members,,30.2592,-97.7518,2,,,,,240V,40A,,,,,,,,,,
COA FLEET - PIE / RUTHERFORD #6,1520 Rutherford Ln,,Municipal,Municipal Fleet,,$4.17/month PIE members $2/hr Non-Members,,30.3358,-97.6794,2,,,,,240V,40A,,,,,,,,,,
CZPROPERTIES / FLOOR 3 UNIT 1,1400 Lavaca St,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.2772,-97.743,2,,,,,240V,,,,,,,,,,,
AMD GO GREEN / P100 FL3 RIGHT,7171 Southwest Pkwy,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.2508,-97.8617,2,,,,,240V,40A,,,,,,,,,,
PARK&ZOOM / VALET #2,2601 Cardinal Loop,,Parking,Airport,,$4.17/month PIE members $2/hr Non-Members,,30.2135,-97.6577,2,,,,,240V,40A,,,,,,,,,,
PALOMA RIDGE / PALOMA BDG C #4,13620 Ranch Rd 620 N,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.478,-97.778,2,,,,,240V,40A,,,,,,,,,,
YETI RAMBLERS / EVSE4,7601 Southwest Pkwy,,Multifamily Commercial,Apartment,,$4.17/month PIE members $2/hr Non-Members,,30.2559,-97.8723,2,,,,,240V,30A,,,,,,,,,,
PALOMA RIDGE / PALOMA BDG C #8,13620 N FM 620,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.478,-97.7782,2,,,,,240V,40A,,,,,,,,,,
HPE AUSTIN / TXN04 B,14231 Tandem Blvd,,Workplace,High-Tech,,$4.17/month PIE members $2/hr Non-Members,,30.4455,-97.6901,2,,,,,240V,40A,,,,,,,,,,
COA FLEET - PIE / SPRING #2,800-816 Springdale Rd,,Municipal,Municipal Fleet,,$4.17/month PIE members $2/hr Non-Members,,30.2593,-97.6996,2,,,,,240V,40A,,,,,,,,,,
AVIATION / 1ST FLOOR R,3201 Presidential Blvd,,Parking,Airport,,$4.17/month PIE members $2/hr Non-Members,,30.2046,-97.6692,2,,,,,240V,40A,,,,,,,,,,
CZPROPERTIES / FLOOR 3 UNIT 3,1400 Lavaca St,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.277,-97.7427,2,,,,,240V,40A,,,,,,,,,,
SAS / STATION 2,12100 samsung blvd,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.3779,-97.6396,2,,,,,240V,40A,,,,,,,,,,
HIDAUSTIN / STATION 02,611 Center Ridge Dr,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.4144,-97.6662,2,,,,,240V,40A,,,,,,,,,,
WEINSTEIN / BEXLEY 1,2801 S Lakeline Blvd,,Workplace,General,,$4.17/month PIE members $2/hr Non-Members,,30.4736,-97.8096,2,,,,,240V,,,,,,,,,,,
AVIATION / 3RD FLOOR,3201 Presidential Blvd,,Municipal,Parks and Recreation (Public),,$4.17/month PIE members $2/hr Non-Members,,30.2129,-97.6663,2,,,,,240V,40A,,,,,,,,,,
PIE AE / PUB UTPICKLE2,Rd A,,Education,University / College,,$4.17/month PIE members $2/hr Non-Members,,30.3896,-97.7251,2,,,,,240V,40A,,,,,,,,,,
SCHOOL / TRAVIS1,2430 S IH 35 Frontage Rd,,Education,High School / Other,,$4.17/month PIE members $2/hr Non-Members,,30.2321,-97.7439,2,,,,,240V,40A,,,,,,,,,,
BRANDYWINE AUST / FOUR POINTS 2,11120 4 Points Dr,,Multifamily Commercial,Apartment,,$4.17/month PIE members $2/hr Non-Members,,30.4054,-97.8481,2,,,,,240V,40A,,,,,,,,,,
LADERA BEND / GATED GARAGE GW,7300 Ranch Rd 2222,,Workplace,High-Tech,,$4.17/month PIE members $2/hr Non-Members,,30.3724,-97.8018,2,,,,,240V,40A,,,,,,,,,,
PIE AE / PUB CAMP MABRY1,Camp Mabry 1 Mile Track,,Parking,Commercial,,$4.17/month PIE members $2/hr Non-Members,,30.3166,-97.7576,2,,,,,240V,40A,,,,,,,,,,
ROSCOE PROPERTI / TRIO MAIN,2413-2433 S Pleasant Valley Rd,,Multifamily Commercial,Apartment,,$4.17/month PIE members $2/hr Non-Members,,30.2288,-97.7263,2,,,,,240V,40A,,,,,,,,,,
