,Location Name,Latitude,Longitude,Town,Postal Code,City,Address,Plugs_Type2,Plugs_Three_Phase,Plugs_CHAdeMO,Plugs_CCS/SAE,Plugs_Tesla,Plugs_J-1772,Plugs_Caravan_Mains_Socket,Plugs_wall_AU/NZ,Power 1,charging_stations,Nearby EVStations,Hospitals,Parks,Restaurants,Malls,Supermarkets
244,WaterMarc Car Park,-37.704042,145.10525,N.A,3088,Melbourne,"1 Flintoff St, Greensborough VIC 3088, Australia",3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N.A,3.0,2,2,15,20,6,7
245,Southbank,-37.81609341,144.9584272,N.A,3000,Melbourne,"8 Whiteman Street, Southbank, Victoria, Australia, VIC 3006",0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,N.A,1.0,20,3,19,20,20,20
246,Eastland Shopping Centre,-37.81425,145.229003,N.A,3134,Melbourne,"175 Maroondah Hwy, Ringwood VIC 3134, Australia",0.0,0.0,0.0,0.0,4.0,0,0.0,0.0,11.0,4.0,2,0,18,20,6,19
247,Tully,-17.93486278,145.9244323,Tully,4858,N.A,"Morris St, Tully QLD 4854, Australia",2.0,0.0,1.0,1.0,0.0,0,0.0,0.0,50,3.0,1,2,6,9,0,5
248,Coburg Town Hall / Moreland City,-37.74058156,144.9694655,N.A,3058,Melbourne,"90 Bell St, Coburg VIC 3058, Australia",1.0,,1.0,1.0,,,,,,,1,0,14,20,7,11
249,BP Northpoint,-37.648097,144.994195,N.A,3076,Melbourne,"1 Scanlon Drive, Epping VIC 3076, Australia",0.0,0.0,4.0,4.0,0.0,0,0.0,0.0,350.0,8.0,2,0,1,10,0,6
250,Ampol Foodary Altona North (Coming Soon),-37.84667,144.809201,N.A,3025,Melbourne,"1 Horsburgh Drive, Altona North, VIC, 3025, Australia",0.0,0.0,2.0,2.0,0.0,0,0.0,0.0,150.0,4.0,2,0,0,3,0,0
251,Frosty Mango,-18.949778, 146.2768679,Mutarnee,N.A,N.A,"1 Bruce Hwy, Mutarnee, Queensland, Australia, QLD 4816",,,,,2.0,,,,22,,1,0,1,1,0,0
252,Bayside Entertainment Centre,-38.140408,145.125184,N.A,3199,Melbourne,"28 Beach St, Frankston VIC 3199, Australia",2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,2.0,2,3,10,20,17,12
253,RACV Torquay Resort,-38.34035,144.310815,N.A,3228,N.A,"1 Great Ocean Road, Jan Juc, Victoria, Australia, VIC 3228",0.0,0.0,4.0,4.0,2.0,1,0.0,0.0,350.0,11.0,1,0,13,20,0,7
254,Ramada Resort by Wyndham Phillip Island,-38.471698,145.242237,N.A,3922,N.A,"2128 Phillip Island Road, Cowes, VIC, Australia, VIC 3922",0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,5.0,2.0,1,0,3,2,0,0
255,Evie Charging Station,-36.90919906327723, 144.26702162408614,Harcourt,3453,N.A,High St,0.0,,1.0,1.0,0.0,,,,,,0,0,0,0,0,0
256,QESH The Pier Cairns,-16.9198193, 145.7805076,Cairns City,4870,Cairns,"1 Pier Point Rd, Cairns City QLD 4870, Australia",2.0,,1.0,1.0,,,,,50,,5,7,10,20,14,20
257,Parliament PI,-37.8110789,144.9764385,N.A,3002,Melbourne,"1 Parliament Square Off, Parliament Pl, Melbourne VIC 3002, Australia",2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N.A,2.0,18,16,19,20,20,20
258,Ivanhoe Gardens (Coming Soon),-37.754954,145.054043,N.A,3079,Melbourne,"45 Linden Ave, Ivanhoe VIC 3079, Australia, Ivanhoe 3079",3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,3.0,3,8,4,20,6,9
259,Cairns Central,-16.9245893, 145.7716095,Cairns City,4870,Cairns,"21 Mcleod Street, Cairns QLD 4870, Australia",,,,,2.0,,,,22,,5,7,13,20,15,20
260,Carmila,-21.90865281,149.4090921,Carmila,N.A,N.A,"8 Music St, Carmila QLD 4739, Australia",2.0,0.0,1.0,1.0,0.0,0,0.0,0.0,50,3.0,1,0,2,0,0,0
261,Collingwood Library,-37.80425886,144.9932374,N.A,3067,Melbourne,"13 Stanton St, Abbotsford VIC 3067, Australia",,,2.0,2.0,,,,,,,13,4,14,20,1,20
262,Ivanhoe Library,-37.766356,145.044964,N.A,3079,Melbourne,"233 Upper Heidelberg Road, Ivanhoe VIC 3079, Australia",2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N.A,2.0,3,2,11,20,2,6
263,Red Rooster Vermont,-37.83192,145.213897,N.A,3134,Melbourne,"401 Canterbury Rd, Vermont 3134, Australia",0.0,0.0,2.0,2.0,0.0,0,0.0,0.0,50.065,4.0,2,0,11,8,1,1
264,Gatton,-27.55140366,152.3350726,Lawes,4343,N.A,"Building 8156, The University of Queensland, Main Drive & Outer Ring Road, Gatton QLD 4343",0.0,0.0,1.0,1.0,1.0,0,0.0,1.0,50,4.0,2,0,3,1,0,0
265,Middy’s Port Melbourne,-37.828073,144.925718,N.A,3207,Melbourne,"2 Thackray Rd, Port Melbourne VIC 3207, Australia",0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,25.0,2.0,6,0,10,9,0,1
266,Shell Taylors Lakes,-37.69671193,144.7823411,N.A,3038,Melbourne,"Coles Express 410 Melton Highway, Taylors Lakes VIC 3038, Australia",,,2.0,2.0,,,,,,,2,0,4,20,4,6
267,Silverwater Resorts Phillip Island,-38.522528,145.392082,N.A,3925,N.A,"17 Potters HIll Rd, Phillip Island, , Australia, VIC 3925",0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,22.0,2.0,1,0,0,1,0,0
268,Tesla Destination Charger,-36.671648098042496, 144.30547377208265,Kennington,N.A,N.A,150 Condon St,0.0,,0.0,0.0,1.0,,,,,,0,0,1,0,0,0
269,Woolworths Fishermans Bend,-37.830671,144.931658,N.A,3207,Melbourne,"525 Graham St, Port Melbourne VIC 3207, Australia",2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N.A,2.0,8,0,18,20,0,5
270,Uni Hill Town Centre,-37.683069,145.071032,N.A,3082,Melbourne,"Shop 17/5 Janefield Dr, Bundoora VIC 3083, Australia",0.0,0.0,4.0,4.0,0.0,0,0.0,0.0,50.0,8.0,3,1,12,20,4,3
271,Armstrong Creek Town Centre,-38.22808,144.339931,N.A,3217,N.A,"540 Torquay Rd, Armstrong Creek VIC 3217, Australia",2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,2.0,1,1,6,13,2,4
272,Stockland Point Cook - Below Woolworths,-37.884233,144.734115,N.A,3030,Melbourne,"1A Main Street, Point Cook VIC 3030, Australia",0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,N.A,2.0,2,0,10,20,3,10
273,The Glen,-37.875269,145.16523,N.A,3150,Melbourne,"235 Springvale Road, Glen Waverley VIC 3150, Australia",2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N.A,2.0,1,0,12,20,7,16
274,St Kilda,-37.86765039,144.9742931,N.A,3182,Melbourne,"30 Jacka Blvd, St Kilda VIC 3182, Australia",1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N.A,1.0,7,1,14,20,4,7
275,Queenscliff Brewhouse,-38.265713,144.663211,N.A,3225,N.A,"2 Gellibrand St, Queenscliff, Australia, VIC 3225",0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,7.0,1.0,0,0,6,20,0,4
276,Southbank,-37.82082443,144.9649806,N.A,3006,Melbourne,"70 City Rd, Southbank VIC 3006, Australia",2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N.A,2.0,17,4,17,20,20,20
277,Coburg Town Hall / Moreland City,-37.74111,144.970149,N.A,3058,Melbourne,"90 Bell St, Coburg VIC 3058, Australia",1.0,0.0,1.0,1.0,0.0,0,0.0,0.0,50.0,3.0,1,0,12,20,7,10
278,Westfield Southland - Icon Car Wash,-37.959294,145.056598,N.A,3192,Melbourne,"40 Chesterville Rd, Cheltenham VIC 3192, Australia",0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,N.A,1.0,3,2,11,20,6,7
279,South Melbourne,-37.83248694,144.9564174,N.A,3205,Melbourne,"322 Coventry St, South Melbourne VIC 3205",2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N.A,2.0,19,0,20,20,4,20
280,Amberlee Holiday Homes & Accommodation,-38.380923,144.912544,N.A,3938,Melbourne,"306 Jetty Rd, Rosebud VIC 3939, Australia",1.0,0.0,0.0,0.0,2.0,0,0.0,0.0,N.A,3.0,1,0,3,2,0,2
281,Wanzl / Rectifier Technologies,-37.85392974,145.1043512,N.A,3125,Melbourne,"97 Highbury Rd, Burwood VIC 3125, Australia",,,,1.0,,,,,,,2,0,8,20,2,3
282,Cobblebank Stadium,-37.71596946,144.5972922,N.A,3338,Melbourne,"Astley Dr, Bridge Rd, Strathtulloh VIC 3338, Australia",,,1.0,1.0,,,,,,,3,0,9,7,1,3
283,Bowen,-20.01660114,148.2480204,N.A,N.A,N.A,"80 Santa Barbara Parade, Bowen QLD 4805, Australia",2.0,0.0,1.0,1.0,0.0,0,0.0,0.0,50,3.0,1,2,10,15,0,3
284,ACDC Garage,-37.816185,144.97077,N.A,3000,Melbourne,"114-128 Flinders St, Melbourne VIC 3000, Australia",2.0,0.0,0.0,0.0,3.0,0,0.0,0.0,3.0,5.0,18,11,18,20,20,20
285,Middy's Lilydale,-37.761942,145.346082,N.A,3140,Melbourne,"34 Melba Ave, Lilydale VIC 3140, Australia",1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N.A,1.0,1,2,8,20,3,3
286,Bourke St,-37.81638627,144.9547755,N.A,3000,Melbourne,"636 Bourke St, Melbourne VIC 3000, Australia",0.0,0.0,0.0,0.0,3.0,1,0.0,2.0,N.A,7.0,20,2,20,20,20,20
287,dingley reserve ,-37.984056,145.137319,N.A,3172,Melbourne,"Dingley Reserve, Dingley Village VIC 3172, Australia",0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,N.A,1.0,0,0,7,16,3,2
288,Vaclift,-37.709632,144.871383,N.A,3043,Melbourne,"39 Tullamarine Park Road, Tullamarine VIC 3043, Australia",0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,N.A,1.0,2,1,3,20,1,4
289,Townsville,-19.32382549,146.7587996,Douglas,4811,Townsville,"4 James Cook Dr, Douglas QLD 4814, Australia",2.0,0.0,1.0,1.0,0.0,0,0.0,0.0,50,3.0,1,11,5,9,2,1
290,Melbourne Central Carpark,-37.811734,144.963518,N.A,3000,Melbourne,"300 Lonsdale St, Melbourne VIC 3000, Australia",0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,N.A,1.0,17,6,20,20,20,20
291,Flagstaff City Inn,-37.810116,144.951048,N.A,3003,Melbourne,"45 Dudley St, West Melbourne VIC 3003, Australia",0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,N.A,1.0,20,1,20,20,20,20
292,Pullman Melbourne,-37.81581134,144.9832392,N.A,3002,Melbourne,"192 Wellington Parade, Melbourne VIC 3002",0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,N.A,2.0,18,15,20,20,4,16
293,Historic Village Herberton,-17.3723917, 145.385589,Herberton,4887,N.A,"6 Broadway, Herberton QLD 4887, Australia",2.0,,,,,,,,7,,0,1,2,0,0,0
294,Berwick Nissan,-38.040047,145.343384,N.A,3806,Melbourne,"6-10 Kangan Dr, Berwick VIC 3806",1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N.A,1.0,0,3,4,20,1,5
295,Lonsdale St,-37.81067877,144.9666047,N.A,3000,Melbourne,"180 Lonsdale Street, Melbourne VIC 3000, Australia",0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,N.A,3.0,16,7,17,20,20,20
296,Corsair Solutions,-37.767107,145.03066,N.A,3078,Melbourne,"370 Darebin Rd, Alphington VIC 3078, Australia",0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,80.0,2.0,2,0,15,20,2,8
297,Highpoint Shopping Centre - Basement Carpark,-37.772002,144.887869,N.A,3034,Melbourne,"Rosamond Road, Maribyrnong VIC 3032, Australia",0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,N.A,1.0,0,0,16,20,7,4
298,Secure Parking (300 Flinders St),-37.818268,144.96402,N.A,3000,Melbourne,"300 Flinders St, Melbourne VIC 3000, Australia",0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,3.0,2.0,17,7,20,20,20,20
299,Sandown Raceway Carpark,-37.950836,145.162663,N.A,3174,Melbourne,"37 Davis Way, Springvale VIC 3171, Australia",0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,8.0,3.0,1,0,7,20,5,20
300,Cranbourne West Community Hub (Coming Soon),-38.106929,145.250522,N.A,3977,Melbourne,"75 Evans Rd, Cranbourne West VIC 3977, Australia",2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N.A,2.0,1,0,10,20,1,5
301,Middy’s Port Melbourne,-37.82788423,144.9262572,N.A,3207,Melbourne,"2 Thackray Rd, Port Melbourne VIC 3207, Australia",,,1.0,1.0,,,,,,,6,0,10,9,0,1
302,Maryborough,-25.53982619,152.6991534,N.A,4650,Maryborough,"102 Lennox St, Maryborough 4650",1.0,0.0,1.0,1.0,0.0,0,0.0,0.0,50,3.0,1,5,11,20,5,15
303,Monash University Clayton - Car Park S2,-37.914282,145.1338,N.A,3800,Melbourne,"20 Ancora Imparo Way, Clayton VIC 3800, Australia",2.0,0.0,0.0,0.0,0.0,0,0.0,1.0,N.A,3.0,5,9,4,20,2,11
304,Leisurelink Aquatic & Recreation Centre (Coming Soon),-38.197536,144.321073,N.A,3216,N.A,"240 Pioneer Rd, Waurn Ponds VIC 3216, Australia",0.0,0.0,2.0,2.0,0.0,0,0.0,0.0,50.0,4.0,1,1,5,20,3,6
305,Port Melbourne,-37.82992222,144.9171103,N.A,3207,Melbourne,"46 Cook St, Port Melbourne VIC 3207, Australia",0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,N.A,1.0,6,0,9,10,0,1
306,Collins St,-37.81780946,144.9552413,N.A,3000,Melbourne,"589-599 Little Collins St, Melbourne VIC 3000, Australia",3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N.A,3.0,20,2,20,20,20,20
307,Bourke St,-37.81211268,144.9709222,N.A,3000,Melbourne,"129 Bourke St, Melbourne VIC 3000, Australia",0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,N.A,1.0,18,11,18,20,20,20
308,Cranbourne Home (Out Of Service),-38.087041,145.279599,N.A,3977,Melbourne,"2 Lesdon Ave, Cranbourne VIC 3977, Australia",2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,2.0,1,0,4,20,3,5
309,Barwon Valley Lodge,-38.166789,144.341445,N.A,3216,Geelong,"99 Barrabool Rd, Belmont VIC 3216, Australia",0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,22.0,2.0,1,0,14,20,4,11
310,The Prince Hotel,-37.862284,144.973965,N.A,3182,Melbourne,"2 Acland St, St Kilda VIC 3182, Australia",2.0,0.0,0.0,0.0,2.0,0,0.0,0.0,N.A,4.0,7,1,14,20,4,6
311,Leopold Library,-38.186249,144.46436,N.A,3224,N.A,"31 Kensington Rd, Leopold VIC 3224",1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N.A,1.0,1,0,9,20,1,8
312,Glen Eira City Council,-37.880835,145.022852,N.A,3162,Melbourne,"256 Hawthorn Road, Caulfield VIC 3162, Australia",4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N.A,4.0,4,5,16,20,0,2
313,Oak Park Sports & Aquatic Centre,-37.723715,144.920974,N.A,3046,Melbourne,"Oak Park Reserve, 563 Pascoe Vale Rd, Oak Park VIC 3046, Australia",2.0,0.0,0.0,0.0,0.0,1,0.0,0.0,N.A,3.0,2,0,11,19,1,4
314,Dromana Drive-in,-38.329727,144.996685,N.A,3936,Melbourne,"133 Nepean Hwy, Dromana VIC 3936, Australia",6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N.A,6.0,1,0,3,8,0,2
315,Bunnings Sunshine,-37.776275,144.83008,N.A,3020,Melbourne,"Bunnings Warehouse Sunshine, 480 Ballarat Rd, Sunshine North VIC 3020, Australia",0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,N.A,1.0,0,3,5,20,5,20
316,Ventia Head Office Carpark,-37.950648,145.080488,N.A,3202,Melbourne,"20 Corporate Drive, Heatherton‎ VIC‎ 3202, Australia",0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,6.6,2.0,3,0,6,18,1,3
317,Queens & Collins,-37.81594,144.961493,N.A,3000,Melbourne,"Level 6/93-95 Queen St, Melbourne VIC 3000, Australia",4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N.A,4.0,18,5,20,20,20,20
318,Coles Express with co-located Hungry Jacks,-37.829682,144.917185,N.A,3207,Melbourne,"46 Cook St, Port Melbourne VIC 3207, Australia",0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,N.A,1.0,6,0,8,10,0,1
319,Clayton M City,-37.922053,145.140054,N.A,3168,Melbourne,"2145 Dandenong Road, Clayton VIC 3168, Australia",1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N.A,1.0,6,2,2,20,3,10
320,Lonsdale St,-37.81017999,144.9705189,N.A,3000,Melbourne,"59 Lonsdale St, Melbourne VIC 3000, Australia",0.0,0.0,0.0,0.0,2.0,0,0.0,1.0,N.A,3.0,17,11,19,20,20,20
321,Hebco Industrial,-37.833743,145.18642,N.A,3132,Melbourne,"19-25 Trade Place Vermont VIC 3133, Australia",0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,N.A,1.0,1,0,12,20,1,5
322,Evie Charging Station,-37.005767768827994, 144.21758314809065,Castlemaine,N.A,N.A,3450/33 Forest St,0.0,,1.0,1.0,0.0,,,,,,0,0,1,0,0,0
323,Mackay,-21.13971112,149.1852379,Mackay,4740,Mackay,"3 Gregory St, Mackay QLD 4740, Australia",2.0,0.0,1.0,1.0,0.0,0,0.0,0.0,50,3.0,2,4,5,20,4,13
324,Coburg North EV Fast Charge (Currently Out of Order),-37.718952,144.961498,N.A,3058,Melbourne,"11 Boundary Rd, Coburg North VIC 3058, Australia",0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,50.0,2.0,2,0,7,17,0,3
325,Tooradin Airfield / Wings & Fins Seafood Restaurant,-38.214809,145.422459,N.A,N.A,Melbourne,"3260 S Gippsland Hwy, Tooradin VIC 3980, Australia",0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,5.0,1.0,0,0,0,1,0,0
326,Whittlesea Motel,-37.511926,145.119479,N.A,3757,Melbourne,"36 Walnut St, Whittlesea VIC 3757, Australia",1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N.A,1.0,1,0,9,20,0,1
327,Ampol Dandenong Stud Road,-37.97092578,145.2235052,N.A,3177,Melbourne,"Corner Stud And, Heatherton Rd, Dandenong VIC 3175, Australia",,,2.0,2.0,,,,,,,2,5,5,13,2,1
328,RACV Cape Schanck Resort,-38.461847,144.893721,N.A,N.A,Melbourne,"6 Presnell Ct, Cape Schanck VIC 3939, Australia",4.0,0.0,0.0,0.0,2.0,0,0.0,1.0,4.0,7.0,2,0,0,4,0,0
329,South Wharf,-37.82586889,144.9552364,N.A,3005,Melbourne,"16 Normanby Road, South Wharf VIC 3006, Australia",0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,N.A,3.0,19,2,19,20,15,20
330,Westfield Southland,-37.958461,145.053615,N.A,3192,Melbourne,"1239 Nepean Hwy, Cheltenham VIC 3192, Australia",0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,N.A,4.0,2,2,10,20,8,8
331,Moonah Links,-38.406624,144.853314,N.A,3940,Melbourne,"65 Peter Thomson Dr, Fingal VIC 3939, Australia",0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,N.A,1.0,2,0,0,2,0,0
332,Grand Hyatt Melbourne,-37.814844,144.969685,N.A,3000,Melbourne,"123 Collins St, Melbourne VIC 3000, Australia",0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,22.0,1.0,17,9,18,20,20,20
333,Peninsula Home Shopping Centre,-38.220693,145.061207,N.A,3931,Melbourne,"1130-1134 Nepean Highway, Mornington VIC 3931, Australia",4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,4.0,2,1,3,8,3,2
334,Pullman Palm Cove Sea Temple Resort and Spa,-16.7527799, 145.6706987,Palm Cove,4879,N.A,"5 Triton St, Palm Cove QLD 4879, Australia",1.0,,,,,,,,11,,1,0,7,20,1,3
335,Evie Charging Station,-36.88827855862675, 145.24742547223372,Avenel,3664,N.A,Jones St,0.0,,1.0,1.0,0.0,,,,,,1,0,0,0,0,0
336,Federation Square Car Park,-37.817739,144.971282,N.A,3000,Melbourne,"Russell St, Melbourne, Victoria, 3000 Australia",2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N.A,2.0,19,11,19,20,20,20
337,Flagstaff Car Park,-37.813111,144.955756,N.A,3000,Melbourne,"535 Little Lonsdale St, Melbourne VIC 3004, Australia",0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,22.0,2.0,20,2,18,20,20,20
338,Toowoomba,-27.5202159,151.8501711,Charlton,N.A,Toowoomba,"10783 Warrego Hwy, Charlton QLD 4350, Australia",2.0,0.0,1.0,1.0,0.0,0,0.0,0.0,50,3.0,1,0,0,3,0,0
339,Chargefox Charging Station,-36.762084961158926, 144.2828010465611,Bendigo,3550,Bendigo,7 Railway Pl,1.0,,0.0,0.0,0.0,,,,,,6,7,13,20,20,10
340,Cunningham Pier,-38.143296,144.361213,N.A,3218,Geelong,"10 Western Foreshore Rd, Geelong VIC 3220, Australia",4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N.A,4.0,2,12,11,0,7,11
341,Pentridge Shopping Centre,-37.736669,144.969336,N.A,3058,Melbourne,"1 Champ St, Coburg VIC 3058, Australia",3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N.A,3.0,2,0,11,20,7,10
342,Evie Charging Station,-36.36984769872202, 145.36189904857804,Mooroopna,3629,Shepparton,77 Midland Hwy,0.0,,1.0,1.0,0.0,,,,,,0,0,1,2,0,0
343,Knox Civic Centre,-37.871723,145.245056,N.A,3152,Melbourne,"511 Burwood Hwy, Wantirna South VIC 3152, Australia",2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N.A,2.0,1,0,11,20,4,7
344,Tesla Destination Charger,-37.28599785037582, 144.1736378360946,Hepburn,N.A,N.A,219 Main Rd,0.0,,0.0,0.0,1.0,,,,,,0,0,0,0,0,0
345,Bitternfields Shopping Centre,-38.336376,145.177183,N.A,3915,Melbourne,"2432 Frankston - Flinders Rd, Bittern VIC 3918, Australia",0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,N.A,1.0,0,0,1,5,1,1
346,BIG4 Phillip Island Caravan Park,-38.516829,145.35646,N.A,3925,N.A,"24 Old Bridge Drive, Newhaven VIC 3925, Australia",0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,N.A,2.0,0,0,8,14,2,3
347,Victoria Gardens Shopping Centre,-37.812603,145.011729,N.A,3121,Melbourne,"Unit 41 B/620 Victoria St, Richmond VIC 3121, Australia",2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N.A,2.0,6,2,18,20,2,11
348,Coles Lilydale,-37.756189,145.354065,N.A,3140,Melbourne,"51-59 Anderson St, Lilydale VIC 3140, Australia",0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,N.A,3.0,1,2,9,20,3,4
349,Ten Minutes by Tractor,-38.394641,144.994231,N.A,3928,Melbourne,"1333 Mornington-Flinders Rd, Main Ridge VIC 3928, Australia",0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,22.0,2.0,0,0,1,4,0,0
350,BM Autowerks,-37.90326,145.095351,N.A,3617,Melbourne,"28-34 Westminster Street, Oakleigh‎ VIC‎ 3166, Australia",0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,7.6,1.0,3,0,9,20,2,11
351,Flinders Ln,-37.81890714,144.9577073,N.A,3000,Melbourne,"476 Flinders Ln, Melbourne VIC 3000, Australia",2.0,0.0,0.0,0.0,0.0,0,0.0,1.0,N.A,3.0,20,5,17,20,20,20
352,Hungry Fox Café,-37.719767,144.89451,N.A,3041,Melbourne,"Essendon Fields Airport, Wirraway Road, Essendon Fields VIC 3041, Australia",1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N.A,1.0,2,0,5,20,2,11
353,The Arts Centre,-37.822715,144.96767,N.A,3006,Melbourne,2 Kavanagh St Southbank VIC 3006 Australia,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,N.A,2.0,17,4,16,20,20,20
354,Clubs Assist,-38.022421,145.213927,N.A,3175,Melbourne,"237 243 Frankston Dandenong Rd, Dandenong South, VIC, 3175",0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,N.A,1.0,2,0,0,12,1,2
355,Collingwood Library,-37.82022948,145.0402257,N.A,3122,Melbourne,"20 William St, Hawthorn VIC 3122, Australia",,,1.0,1.0,,,,,,,2,2,8,20,2,12
356,Porsche Centre Brighton,-37.925691,145.027893,N.A,3187,Melbourne,"855 Nepean Hwy, Bentleigh VIC 3204, Australia",0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,N.A,1.0,1,1,16,20,2,13
357,Coolangatta,-28.16419699,153.5152736,Bilinga,4225,Gold Coast City,"1 Eastern Ave, Bilinga 4225",2.0,0.0,1.0,1.0,0.0,0,0.0,0.0,50,3.0,3,0,4,18,0,0
358,King Henry Arts Cafe,-37.868948,145.351181,N.A,3787,Melbourne,"320 Mount Dandenong Tourist Rd Sassafras VIC 3787, Australia",0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,N.A,1.0,1,0,6,6,2,0
359,Kelly Racing,-38.010174,145.110226,N.A,3195,Melbourne,"45 Canterbury Rd Braeside VIC 3195, Australia",0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,N.A,1.0,0,0,4,13,0,0
360,Westfield Airport West,-37.71395622,144.8860831,N.A,3042,Melbourne,"29-35 Louis St, Airport West VIC 3042, Australia",,,2.0,6.0,,,,,,,2,0,2,20,1,7
361,Lockelec Rolling Stock,-37.995328,145.109648,N.A,3195,Melbourne,"14 Capital Ct, Braeside VIC 3195, Australia",0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,N.A,1.0,0,0,4,17,0,2
362,Marlborough South,-22.8276466, 149.9327812,Marlborough,N.A,N.A,"71209 Kunwarara Rd, Marlborough QLD 4705, Australia",2.0,,1.0,1.0,,,,,50,,1,0,1,0,0,0
363,Pacific Werribee Shopping Centre,-37.875247,144.679638,N.A,3029,Melbourne,"Derrimut Rd & Heaths Rd, Werribee, VIC, Australia, VIC 3030",0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,22.0,2.0,1,0,3,20,2,12
364,Cairns Beach Volleyball Court,-16.9036743, 145.7617551,Cairns North,4870,Cairns,"285-291 Esplanade, Cairns North QLD 4870, Australia",,1.0,,,,,,,,,3,5,8,20,0,4
365,Bourke St,-37.81581182,144.9595123,N.A,3000,Melbourne,"501 Bourke Street, Melbourne? VIC? 3000, Australia",2.0,0.0,0.0,0.0,2.0,1,0.0,0.0,N.A,5.0,20,3,19,20,20,20
366,Just Honk Used Cars,-37.843884,144.782596,N.A,3026,Melbourne,"4-6 Fitzgerald Rd, Laverton North VIC 3026, Australia",1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N.A,1.0,1,1,3,12,0,1
